respid,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4
3750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3751,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.25,0.0,0.5,0.0,0.55
3771,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
3777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3785,0.5,0.6,0.4,0.5,0.1,0.15,0.45,0.35,0.5,0.3,0.4,0.3
3795,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,0.3,0.0,0.0,0.3
3802,0.4,0.4,0.5,0.4,0.5,0.0,0.5,0.4,0.5,0.0,0.0,0.0
3807,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.0,0.0,0.0
3822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3826,0.0,0.2,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.5,0.1,0.0
3899,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.75,1.0,0.0,0.0,0.0
3908,0.25,0.5,0.0,0.9,0.6,0.75,0.9,0.6,0.5,0.9,0.0,0.5
3910,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3914,0.02,0.05,0.05,0.04,0.8,0.1,0.3,0.01,0.0,0.0,0.1,0.01
3924,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3930,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0
3931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,0.6,0.2,0.0,0.0,0.4,0.05,0.4,0.05,0.05,0.05,0.1,0.05
3944,0.2,0.2,0.0,0.0,0.35,0.2,0.4,0.4,0.0,0.0,0.0,0.0
3961,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.4,0.0,0.0,0.0,0.0
3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,0.0,0.0,0.0,0.0,0.1,0.0,0.35,0.0,0.8,0.2,0.0,0.8
3996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4035,0.4,0.7,0.5,0.7,0.1,0.05,0.5,0.2,0.1,0.0,0.05,0.0
4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4060,0.0,0.0,0.0,0.65,0.25,0.2,0.8,0.5,0.0,0.1,0.0,0.05
4074,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.0,0.0,0.0,0.0
4078,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.0,0.2,0.2
4085,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4096,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0
4111,0.0,0.75,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4113,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.01,0.01
4132,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0.4,0.0,0.0,0.0,0.0
4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4139,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,0.5,0.5,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4191,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4205,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
4210,0.0,0.0,0.0,0.0,0.1,0.05,0.02,0.02,0.0,0.0,0.0,0.0
4212,0.1,0.25,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
4231,0.15,0.25,0.35,0.3,0.25,0.1,0.15,0.1,0.0,0.1,0.0,0.25
4232,0.1,0.05,0.2,0.0,0.3,0.2,0.15,0.25,0.0,0.0,0.0,0.0
4249,0.1,0.8,0.5,1.0,0.2,0.2,0.5,0.5,0.0,0.0,0.0,0.0
4252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4264,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.2
4270,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.2,0.25,0.75,0.5,0.4
4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,0.0,0.2,0.75,0.75,0.05,0.15,0.05,0.0,0.0,0.0,0.0,0.0
4369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4389,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0
4392,0.5,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0
4394,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.1,0.05,0.25
4412,0.25,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0
4503,0.02,0.75,0.3,0.0,0.5,0.8,0.4,0.99,0.3,0.6,0.9,0.05
4537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,0.5,0.36,0.2,0.1,0.5,0.5,0.9,0.0,0.36,0.75,0.35,0.0
4547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4551,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1
4585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
4620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4622,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
4654,0.0,0.5,0.0,0.5,0.25,0.2,0.5,0.05,0.0,0.7,0.4,0.0
4670,0.0,0.0,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0,0.0,0.1
4673,0.6,0.0,0.0,0.2,0.8,0.5,0.0,0.0,0.0,0.0,0.5,0.2
4697,0.1,0.1,0.15,0.1,0.1,0.25,0.25,0.1,0.1,0.1,0.1,0.0
4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
4722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4736,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.1,0.0,0.0,0.0,0.5
4738,0.0,0.0,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0
4746,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0
4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4815,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.5,0.0
4816,0.5,0.35,0.0,0.3,0.35,0.4,0.0,0.35,0.0,0.0,0.0,0.0
4826,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.65,0.0,0.0,0.0,0.0
4901,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0
4904,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
4919,0.85,0.95,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.5,0.25,0.1
4922,0.0,0.0,0.0,0.0,0.25,0.3,0.1,0.4,0.0,0.0,0.0,0.0
4932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.02,0.01
4936,0.5,0.5,0.5,0.0,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.0
4943,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.25,0.0,0.0,0.0,0.0
4945,0.5,0.01,0.1,0.01,0.1,0.01,0.01,0.01,0.0,0.0,0.0,0.0
4957,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
4968,0.3,0.0,0.2,0.0,0.3,0.2,0.15,0.2,0.0,0.0,0.75,0.95
4970,0.75,0.5,0.75,0.0,0.5,0.05,0.4,0.65,0.05,0.0,0.1,0.0
4984,0.0,0.0,0.0,0.0,0.25,0.2,0.3,0.0,0.05,0.05,0.1,0.0
4991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4995,0.3,0.0,0.7,0.4,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0
4998,0.1,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.05,0.0,0.05,0.0,0.12,0.15,0.05,0.15,0.0,0.0,0.0,0.0
5015,0.1,0.15,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
5041,0.2,0.15,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.2
5104,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1
5130,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5155,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25
5164,0.0,0.0,0.0,0.0,0.7,0.4,0.3,0.2,0.2,0.2,0.6,0.2
5231,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
5236,0.0,0.5,0.5,0.3,0.5,0.0,0.8,0.0,0.5,0.75,0.6,0.0
5262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5267,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.85,0.0,0.0,0.0,0.0
5281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5291,0.6,0.3,0.5,0.3,0.3,0.3,0.3,0.2,0.5,0.5,0.25,0.15
5317,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.9,0.0,0.0,0.5,0.2
5321,0.0,0.05,0.0,0.0,0.2,0.0,0.1,0.5,0.05,0.0,0.0,0.25
5322,0.1,0.0,0.0,0.0,0.5,0.3,0.35,0.1,0.0,0.0,0.0,0.0
5344,-999.0,-999.0,-999.0,-999.0,0.05,0.1,0.2,0.0,0.25,0.4,0.1,0.1
5351,0.0,0.0,0.0,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
5353,0.0,0.0,0.5,0.25,0.5,0.0,0.75,0.75,0.0,0.5,0.75,0.0
5354,0.0,0.0,0.0,0.2,0.8,0.6,0.4,0.1,0.05,0.0,0.0,0.0
5356,0.0,0.0,0.0,0.0,0.5,0.4,0.5,0.1,0.0,0.0,0.0,0.1
5366,0.0,0.0,0.0,0.0,0.75,0.8,0.5,0.05,0.05,0.05,0.1,0.0
5372,0.1,0.1,0.1,0.1,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
5392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
5404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5433,0.0,0.6,0.7,0.0,0.1,0.05,0.0,0.0,0.25,0.8,0.05,0.25
5438,0.0,0.0,0.0,0.0,0.5,0.7,0.6,0.9,0.0,0.0,0.0,0.0
5454,0.0,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0
5479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5495,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
5503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5529,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.4,0.0,0.0,0.0,0.0
5541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5557,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5564,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
5568,0.0,0.5,0.3,0.5,0.5,0.5,0.3,0.1,0.5,0.2,0.3,0.0
5572,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
5610,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0
5612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5676,0.3,0.25,0.8,0.0,0.3,0.1,0.15,0.2,0.2,0.2,0.4,0.0
5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5703,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5707,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0
5743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5795,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.1
5797,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5885,0.4,0.6,0.5,0.9,0.8,0.5,0.8,0.5,0.4,0.6,0.5,0.8
5933,0.0,0.2,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0
5941,0.9,0.9,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5949,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.5
5951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5956,0.0,0.6,0.8,0.9,0.5,0.25,0.75,0.6,0.0,0.0,0.25,0.5
5961,0.0,0.0,0.0,0.0,0.5,0.4,0.2,0.15,0.25,0.1,0.15,0.05
5968,0.5,0.3,0.5,0.9,0.5,0.8,0.95,0.0,0.5,0.5,0.5,0.5
6001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6010,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
6012,0.0,0.0,0.25,0.0,0.1,0.2,0.1,0.2,0.0,0.2,0.0,0.1
6028,0.0,0.0,0.0,0.0,0.5,0.6,0.4,0.5,0.0,0.0,0.0,0.0
6029,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6049,0.0,0.0,0.0,0.2,0.25,0.5,0.5,0.1,0.25,0.1,0.4,0.1
6060,0.0,0.5,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0
6073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6089,0.5,0.3,0.3,0.6,0.5,0.6,0.5,0.6,0.5,0.8,0.5,0.6
6126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6143,0.6,0.6,0.6,0.6,0.1,0.25,0.1,0.05,0.05,0.03,0.05,0.03
6145,0.1,0.1,0.2,0.2,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
6146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6159,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0
6178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6196,0.5,0.0,0.0,0.0,0.5,0.5,0.25,0.5,0.0,0.0,0.25,0.0
6201,0.1,0.0,0.1,0.0,0.75,0.1,0.5,0.1,0.0,0.0,0.0,0.25
6217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6234,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.75,0.0
6245,0.9,0.9,0.5,0.6,0.8,0.9,0.5,0.9,0.5,0.6,0.8,0.4
6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6261,0.0,0.5,0.0,0.25,0.75,0.1,0.1,0.5,0.0,0.0,0.1,0.0
6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6277,0.02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6288,0.5,0.4,0.55,0.2,1.0,0.5,1.0,0.4,0.2,0.1,0.15,0.6
6310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6318,0.0,0.0,0.05,0.0,0.5,0.5,0.5,0.5,0.05,0.05,0.05,0.08
6321,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6323,0.2,0.4,0.2,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
6330,0.05,0.05,0.05,0.05,0.3,0.35,0.4,0.1,0.55,0.55,0.15,0.1
6335,0.5,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.2,0.0,0.6,0.8
6345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6348,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0
6349,0.75,0.2,1.0,1.0,0.5,0.5,0.7,0.7,0.1,0.1,0.4,0.4
6357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6361,0.05,0.18,0.2,0.25,0.25,0.15,0.1,0.2,0.15,0.2,0.17,0.1
6374,0.5,0.65,0.35,0.25,0.5,0.75,0.9,0.35,0.5,0.35,0.65,0.0
6377,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
6386,0.8,0.0,0.0,0.65,0.6,0.1,0.0,0.5,0.0,0.0,0.0,0.0
6395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6406,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6410,0.3,0.2,0.0,0.15,0.2,0.3,0.35,0.15,0.15,0.4,0.15,0.15
6430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6457,0.6,0.3,0.0,0.0,0.01,0.01,0.01,0.03,0.01,0.05,0.1,0.03
6465,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.5,0.75,0.0,0.0,0.25
6474,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6482,0.0,0.0,0.25,0.35,0.0,0.0,0.25,0.0,0.15,0.6,0.2,0.0
6492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6502,0.0,0.5,0.1,0.1,0.1,0.25,0.0,0.0,0.0,0.75,0.1,0.0
6511,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.01,0.0,0.0,0.0,0.0
6524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6530,0.02,0.02,0.01,0.0,0.02,0.04,0.03,0.05,0.02,0.1,0.04,0.08
6536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6570,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0
6578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
6611,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6629,0.0,0.0,0.0,0.0,0.35,0.6,0.35,0.5,0.0,0.0,0.0,0.0
6631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6656,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
6673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6697,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0,0.0,0.0,0.0
6712,0.0,0.0,0.0,0.0,0.6,0.1,0.4,0.2,0.0,0.0,0.0,0.0
6713,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.4,0.0,0.25,0.3,0.8
6716,0.0,0.75,0.9,1.0,0.5,0.66,0.8,0.33,0.0,0.33,0.8,0.6
6717,0.0,0.1,0.1,0.0,0.4,0.2,0.4,0.5,0.0,0.0,0.2,0.0
6729,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
6740,0.1,0.0,0.0,0.0,0.1,0.1,0.15,0.15,0.0,0.0,0.0,0.0
6747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6765,0.0,0.0,0.0,0.0,0.05,0.08,0.08,0.0,0.02,0.0,0.0,0.1
6801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6810,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
6823,0.3,0.4,0.1,0.3,0.6,0.5,0.3,0.4,0.3,0.3,0.3,0.4
6845,0.1,0.1,0.05,0.05,0.5,0.75,0.75,0.25,0.0,0.0,0.0,0.0
6852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6873,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6878,0.25,0.35,0.5,0.6,0.4,0.6,0.2,0.5,0.2,0.6,0.0,0.25
6892,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.0
6900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6906,0.0,0.0,0.0,0.0,0.5,0.7,0.2,0.8,0.0,0.0,0.0,0.0
6967,0.6,0.0,0.0,0.6,0.15,0.05,0.15,0.05,0.0,0.1,0.0,0.0
6983,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6987,0.1,0.0,0.0,0.0,0.65,0.65,0.85,0.35,0.75,0.75,0.7,0.67
6993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7002,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
7029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7036,0.0,0.0,0.0,0.0,1.0,1.0,0.85,0.5,0.0,0.5,0.5,0.0
7057,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.75,0.0,0.0,0.5,0.75
7063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7069,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5
7078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7094,0.1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0
