respid,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4
7143,0.0,0.0,0.0,0.0,0.25,0.1,0.5,0.0,0.0,0.0,0.0,0.0
7147,0.0,0.5,0.25,0.35,0.5,0.7,0.6,0.25,0.2,0.0,0.1,0.5
7175,0.75,0.75,0.85,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
7179,0.0,0.0,0.6,0.5,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.0
7180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7185,0.5,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.05,0.1,0.05
7192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7201,0.75,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
7210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7246,0.33,0.1,0.1,0.1,0.5,0.1,0.33,0.45,0.25,0.2,0.0,0.33
7287,0.5,0.0,0.2,0.0,0.4,0.2,0.3,0.4,0.3,0.0,0.0,0.2
7291,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7312,0.5,0.5,0.7,0.3,0.5,0.7,0.0,0.0,0.5,0.5,0.6,0.5
7332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7344,0.0,0.1,0.1,0.2,0.1,0.0,0.15,0.15,0.5,0.5,0.5,0.5
7345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.99
7363,0.05,0.05,0.05,0.04,0.15,0.05,0.15,0.15,0.3,0.3,0.3,0.1
7387,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0
7390,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
7391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5
7392,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.5,0.1,0.2,0.0,0.0
7393,0.25,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0
7396,0.0,0.0,0.0,0.0,0.2,0.15,0.5,0.4,0.0,0.0,0.0,0.0
7409,0.1,0.1,0.15,0.23,0.75,0.0,0.2,0.2,0.05,0.05,0.04,0.03
7429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7441,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
7449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7488,0.0,0.0,0.0,0.0,0.1,0.25,0.1,0.25,0.0,0.0,0.0,0.0
7491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
7496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7529,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7532,0.0,1.0,1.0,0.5,0.4,0.6,0.6,0.2,0.5,0.2,0.1,0.3
7536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
7538,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.0,0.1,0.25,0.2,0.25
7540,0.0,0.0,0.0,0.0,0.25,0.1,0.1,0.3,0.0,0.0,0.0,0.0
7545,0.45,0.0,0.2,0.0,0.25,0.3,0.1,0.5,0.0,0.0,0.0,0.1
7558,0.2,0.05,0.55,0.04,0.45,0.15,0.05,0.02,0.55,0.05,0.1,0.05
7567,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.5,0.0,0.0,0.0,0.0
7589,0.8,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0
7595,0.0,0.0,0.0,0.0,0.7,0.1,0.45,0.0,0.0,0.0,0.0,0.0
7607,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.1,0.0,0.1,0.0
7621,0.0,0.25,0.0,0.0,0.1,0.5,0.25,0.1,0.0,0.0,0.5,0.1
7688,0.0,0.0,0.0,0.0,0.4,0.5,0.4,0.0,0.25,0.5,0.0,0.0
7698,0.25,0.25,0.1,0.4,0.25,0.1,0.5,0.1,0.2,0.25,0.6,0.4
7699,0.5,0.25,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.5,0.1
7730,0.0,0.4,0.2,0.05,0.2,0.95,0.3,0.6,0.0,0.0,0.0,0.9
7766,0.3,0.1,0.05,0.2,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05
7790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
7791,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7815,0.7,0.2,0.1,0.1,0.1,0.25,0.2,0.15,0.15,0.1,0.2,0.25
7836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7852,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
7854,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7863,0.0,0.0,0.0,0.0,0.6,0.5,0.6,0.4,0.0,0.0,0.0,0.0
7870,0.1,0.1,0.9,0.8,0.1,0.25,0.75,0.1,0.5,0.7,0.95,0.1
7873,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7908,0.0,0.0,0.4,0.5,0.9,0.9,0.2,0.0,0.5,0.5,0.5,0.9
7911,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7987,0.0,0.3,0.3,0.5,0.2,0.2,0.4,0.25,0.0,0.0,0.0,0.1
7999,0.9,0.0,0.95,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0
8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8006,0.0,0.3,0.0,0.1,0.25,0.3,0.8,0.8,0.0,0.0,0.0,0.5
8008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8009,0.25,0.1,0.3,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8039,0.0,0.65,0.7,0.0,0.5,0.25,0.75,0.9,0.0,0.5,0.8,0.0
8049,0.4,0.0,0.0,0.6,0.2,0.0,0.0,0.35,0.0,0.0,0.0,0.0
8051,0.1,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.2,0.1,0.3,0.25
8053,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0
8072,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
8077,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
8099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8122,0.0,0.0,0.0,0.2,0.3,0.1,0.05,0.0,0.0,0.0,0.0,0.0
8126,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8127,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.25,0.1,0.25,0.1
8144,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8170,0.0,0.5,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8174,-999.0,-999.0,-999.0,-999.0,0.75,0.2,0.2,0.4,0.25,0.1,0.3,0.4
8181,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8196,0.0,0.75,0.5,0.9,0.5,0.0,0.4,0.0,0.0,0.0,0.5,0.0
8204,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0
8206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
8224,0.0,0.25,0.4,0.75,0.4,0.75,0.4,0.8,0.1,0.6,0.9,0.4
8226,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231,0.5,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.75,0.0,0.75,0.0
8232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8234,0.1,0.1,0.2,0.2,0.25,0.5,0.05,0.0,0.0,0.25,0.0,0.2
8249,0.0,0.0,0.0,0.0,0.25,0.25,0.02,0.25,0.0,0.0,0.0,0.0
8258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8263,0.0,0.5,0.25,0.75,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0
8264,1.0,1.0,1.0,0.25,0.75,1.0,0.25,0.5,0.0,0.0,0.0,0.0
8270,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0
8282,0.5,0.3,0.7,0.05,0.3,0.1,0.05,0.05,0.0,0.0,0.0,0.0
8287,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.3,0.05,0.4,0.05,0.05
8289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.9
8290,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5
8304,0.9,0.0,0.2,0.9,0.0,0.2,0.3,0.0,0.2,0.0,0.0,0.25
8305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1
8318,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
8319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8322,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.2,0.3,0.2,0.4
8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8326,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.15,0.0,0.0,0.0,0.0
8333,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
8338,0.0,0.0,0.1,0.15,0.1,0.2,0.05,0.5,0.0,0.0,0.0,0.2
8377,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8390,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0
8393,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
8401,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.0,0.1,0.2,0.4
8416,0.0,0.0,0.0,0.2,0.5,0.8,0.8,1.0,0.0,0.1,0.0,0.0
8417,0.0,0.0,0.9,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.95,0.0
8418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05
8424,0.1,0.45,0.4,0.05,0.2,0.15,0.15,0.12,0.0,0.0,0.0,0.2
8430,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
8434,0.25,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
8439,0.6,0.0,0.25,0.0,0.5,0.4,0.8,0.65,0.0,0.0,0.0,0.0
8440,0.5,0.25,0.6,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0
8460,0.0,0.05,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8461,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.6,0.2,0.0,0.9
8475,0.25,0.15,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0
8486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8503,0.0,0.0,0.0,0.0,0.1,0.12,0.05,0.12,0.0,0.0,0.0,0.0
8504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8510,0.3,0.1,0.0,0.0,0.6,0.8,0.6,0.8,0.0,0.0,0.2,0.4
8513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
8529,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.05,0.0,0.0,0.0
8532,0.2,0.05,0.0,0.0,0.6,0.4,0.5,0.6,0.4,0.4,0.5,0.6
8538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8556,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
8561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8574,0.2,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8576,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.5,0.0,0.1
8612,0.02,0.4,0.5,0.2,0.02,0.05,0.05,0.05,0.05,0.02,0.4,0.02
8614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8623,0.5,0.7,0.7,0.2,0.2,0.2,0.2,0.3,0.0,0.0,0.5,0.0
8637,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8648,0.5,0.5,0.5,0.55,0.1,0.3,0.3,0.1,0.4,0.3,0.1,0.4
8649,0.1,0.0,0.0,0.0,0.25,0.0,0.4,0.3,0.0,0.0,0.0,0.0
8669,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.5,0.75
8698,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0
8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8719,0.15,0.15,0.05,0.0,0.05,0.1,0.1,0.0,0.05,0.07,0.04,0.2
8721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8734,0.0,0.0,0.0,0.0,0.8,0.5,0.5,0.5,0.0,0.0,0.0,0.0
8749,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0
8765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8767,0.0,0.0,0.0,0.0,0.1,0.05,0.25,0.15,0.0,0.0,0.0,0.0
8781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8783,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.1,0.1,0.1,0.1
8786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8790,0.2,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0
8810,0.1,0.25,0.3,0.05,0.05,0.05,0.1,0.0,0.1,0.2,0.1,0.05
8818,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.5,0.2,0.0,0.0,0.0
8822,0.0,0.0,0.5,0.2,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0
8823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8848,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.15,0.0,0.0,0.0,0.0
8858,0.0,0.0,0.0,0.0,0.75,0.1,0.95,0.95,0.0,0.0,0.0,0.0
8862,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8,0.0
8880,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
8901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.25
8902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8942,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
8946,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8953,0.0,0.0,0.3,0.2,0.5,0.25,0.2,0.2,0.5,0.0,0.7,0.2
8958,0.8,0.55,0.85,0.55,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8986,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.1,0.0,0.0,0.3,0.0
8997,0.6,0.05,0.1,0.8,0.5,0.4,0.1,0.1,0.0,0.0,0.0,0.0
9062,0.7,0.7,0.2,0.7,0.1,0.1,0.12,0.1,0.0,0.0,0.0,0.0
9071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9115,0.5,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.25,0.0
9161,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4
9171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0
9180,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9198,0.0,0.0,0.0,0.0,0.05,0.05,0.02,0.05,0.0,0.0,0.0,0.0
9217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9232,0.5,0.75,0.3,0.35,0.25,0.1,0.1,0.35,0.1,0.3,0.25,0.1
9241,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
9242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9246,0.25,0.65,0.1,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0
9270,-999.0,-999.0,-999.0,-999.0,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.3
9291,0.3,0.6,0.4,0.6,0.5,0.3,0.3,0.2,0.0,0.0,0.3,0.5
9296,0.3,0.25,0.6,0.6,0.0,0.0,0.0,0.2,0.0,0.8,0.05,0.0
9331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9342,0.0,0.31,0.18,0.26,0.15,0.0,0.1,0.5,0.42,0.78,0.35,0.0
9353,0.2,0.25,0.2,0.1,0.9,0.9,0.9,0.9,0.2,0.5,0.75,0.5
9367,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.05,0.0,0.0,0.0,0.0
9370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9390,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9440,0.3,0.0,0.5,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
9448,0.1,0.0,0.2,0.0,0.2,0.3,0.2,0.35,0.0,0.0,0.0,0.0
9450,0.25,0.25,0.5,0.25,0.5,0.4,0.3,0.6,0.1,0.1,0.5,0.1
9453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9460,0.95,0.5,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0
9481,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9486,0.0,0.0,0.0,0.5,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.4
9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9552,0.1,0.1,0.25,0.25,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.1
9558,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0
9560,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
9564,0.25,0.0,0.0,0.0,0.75,0.5,1.0,0.75,0.25,0.1,0.0,0.0
9578,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.1,0.5,0.25
9616,0.0,0.0,0.0,0.0,0.4,0.01,0.1,0.01,0.1,0.03,0.3,0.04
9637,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.8
9659,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.25,0.75,0.0
9684,-999.0,-999.0,-999.0,-999.0,0.75,0.2,0.2,0.3,0.3,0.2,0.4,0.3
9689,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.05,0.0,0.25,0.0,0.1
9713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9717,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
9726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.5
9735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9737,0.1,0.05,0.05,0.1,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0
9743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9792,0.15,0.6,0.25,0.5,0.05,0.04,0.5,0.45,0.0,0.0,0.0,0.0
9798,0.1,0.1,0.2,0.1,0.7,0.7,0.5,0.5,0.5,0.4,0.6,0.3
9857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9957,0.5,0.1,0.2,0.0,0.2,0.05,0.0,0.0,0.0,0.02,0.4,0.0
9961,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10008,0.5,0.2,0.3,0.1,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.1
10032,0.0,0.0,0.0,0.0,0.15,0.1,0.25,0.3,0.1,0.15,0.0,0.15
10043,0.2,0.4,0.4,0.0,0.9,0.7,1.0,1.0,0.0,0.0,0.0,0.0
10066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10072,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.55,0.0,0.0,0.0,0.25
10104,0.1,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0
10119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10120,0.4,0.1,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
10145,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
10169,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.2
10187,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0.0
10209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10213,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10214,0.8,0.8,0.0,0.0,1.0,0.8,1.0,0.5,0.0,0.25,0.0,0.0
10215,0.0,0.0,0.0,0.01,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0
10224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10229,0.2,0.4,0.2,0.0,1.0,1.0,1.0,1.0,0.5,0.1,0.2,0.39
10240,0.5,0.3,0.6,0.3,0.1,0.1,0.15,0.05,0.0,0.2,0.0,0.1
10245,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0
10283,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
10290,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1
10302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10313,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0
10316,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0
