2235.097731158449,3466.004859668949,5904.327261001709
2559.9765043859643,4106.695190238512,5361.358762923038
2816.1376072167996,5255.545847748535,8073.1225295698305
2537.8968308832714,5281.575561080865,8983.375793960331
2164.6502144932883,3374.4944371027595,5753.697696170352
2536.366587941094,5239.878687317201,8900.934583201553
2532.3437587719295,4062.366946087904,5303.487504109683
2199.8430747922434,3420.3056840352792,5829.138756586768
2582.986199821588,4986.204803302458,8364.567309034976
2333.6076037480025,5182.176062523014,9658.244768779059
2734.057673143996,5085.928680460405,7804.9459259432315
