respid,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)"
16730,0.073002129671448,-4.0180702808243485,-1.3403455674590343,-1.4816063305333862,0.0948956678810549,-5.015534188985664,-2.3804517427534293,-0.5863952160126059,0.1587875966343397,-6.105279305680386,-4.048473869852005,-2.5725466400674284
16749,0.0838971016231642,-3.4617256504975784,-0.7476935919333733,-0.8962840458553962,0.1094865034839851,-4.635509868060355,-1.967430341487053,-0.1952807068773291,0.2206469375070693,-7.412594804501272,-5.002636478399551,-3.492856160901072
16754,0.0836005725976013,-3.44395119157805,-0.7396602931147787,-0.9724849302541554,0.1125087242272897,-4.664768257272473,-2.0081835275462105,-0.3739895500668575,0.2083080745531959,-6.981285466692086,-4.693630225068892,-3.2952357843150946
16757,0.0740661052131246,-3.38844695929155,-0.7342216437787642,-0.771142139498265,0.1016079691149792,-5.006982012505128,-2.452492970047284,-0.6967572419335403,0.207221514285646,-6.925936894707856,-4.728857933250154,-3.419459362328054
16758,0.0722121748536925,-3.3666436678252394,-0.6505246447587859,-0.585630839819233,0.1042204900377619,-4.960032535812032,-2.409574817343485,-0.2917099883036157,0.1776173086654546,-6.265896032102094,-4.14733326351451,-2.4174632877820863
16782,0.0717542846789832,-2.957763641016958,-0.2563463977106484,-0.4417593479277387,0.1037703355324009,-4.254152109104119,-1.6771397141644997,0.0520027928466914,0.1670358919708372,-5.485815855423057,-3.282492743067132,-1.875495989027049
16799,0.0720268965821905,-2.924770837812209,-0.3231799258107617,-0.3737670574825755,0.1064317356269258,-4.635634198413723,-2.0601438976237025,-0.1422903085200544,0.1819014201900039,-6.26071644687473,-3.994637213051961,-2.569082842596224
16811,0.0968332742391351,-3.0240452453111564,-0.3785782908730707,-0.5811472677656456,0.1335951418333474,-4.175060496139737,-1.5850873923611928,0.0743266223550569,0.2186599853283638,-6.115835955177031,-3.791257496509694,-2.372932754636263
16817,0.0889782791632523,-3.1723684867456585,-0.4743489224094218,-0.6706172723461127,0.1122463909271261,-4.460882392283089,-1.784228655065933,-0.102400927243622,0.2222782490971253,-7.122769455120662,-4.679228622105846,-3.394860437011175
16827,0.0495779062733899,-2.306691717430472,0.2897019836676693,0.2717616275561994,0.0881311191547045,-3.932874843936173,-1.4066176468102347,0.2888558915246497,0.1725089873967091,-5.215664494316634,-2.950219281459463,-1.706584338520345
16832,0.0735819381918787,-3.539330255202797,-0.9465701460604056,-0.8958662779824864,0.0992580903809037,-5.068650333531468,-2.518121384895984,-0.5196887021403432,0.1814454554534074,-6.817037116542196,-4.633897914300618,-3.1695674868853843
16852,0.0754357289393359,-3.826088953483734,-1.0696520751794951,-1.304560973706523,0.1034949581933412,-4.8468217641826365,-2.1758891453165563,-0.5378625977761585,0.1716720932041693,-5.986835574192834,-3.8120284483947073,-2.493847178478889
16855,0.0814462167576683,-2.821402611792915,-0.1535351467477885,-0.3855837804430831,0.1308056119308374,-4.205591564537322,-1.698794860463997,0.4480522990162118,0.2442680416111234,-7.582860916652607,-5.428607417398993,-3.2756072506789
16863,0.0726356572587582,-3.158854686315647,-0.4315264900124456,-0.5456878427089776,0.0973211505437766,-4.715406860129324,-2.0423937017327085,-0.253943813713113,0.2171235043458584,-7.705386877633757,-5.175196371264098,-3.8478759704392647
16884,0.0826366746764438,-2.944796892576671,-0.3238282915969371,-0.474926894708095,0.1185569417492125,-4.294996560457145,-1.7698567963338716,-0.024254714437807,0.2058319562182533,-6.2626215973964525,-4.0637856847344205,-2.571371872602577
16887,0.0709438677527772,-3.2821960280744853,-0.5710163832660039,-0.7958997196692494,0.1035317711560701,-5.00753816123782,-2.335190967150177,-0.4195233516678491,0.1697901661476532,-6.021025315519967,-3.891566039729821,-2.4386755815020296
16904,0.0683329587843748,-3.2790905582369088,-0.6144601904615687,-0.7743681850940851,0.1043991952493461,-4.978063275858845,-2.5025349292744354,-0.5842646022377398,0.1561672101591796,-5.808100668857882,-3.3494683135989987,-2.237107029864261
16905,0.0519209166524392,-3.120850214170718,-0.2872454116748311,-0.4344717695319398,0.0721066464550347,-3.399273820581079,-0.570473650228664,1.0553903636972115,0.2786946692781541,-8.51268081764179,-6.14464767515782,-4.649284403824775
16913,0.0725735760347858,-3.19975170471303,-0.4820108263558871,-0.5427184874287698,0.0993920036095633,-4.677367930496302,-1.9946760209542167,-0.1958296647810233,0.1862525331275862,-6.723343018753692,-4.357970689189769,-3.0419990713891805
16923,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
16931,0.0681455002075598,-4.169641758866184,-1.3348191958157598,-1.6669580163683413,0.0846096819573435,-4.838323747095005,-2.045509594424942,-0.3867017210650176,0.1676185524861531,-6.521631543957753,-4.3539031784198965,-2.9303948342581068
16960,0.0837148161345851,-4.143876659923876,-1.5279388790619148,-1.9005532451158984,0.1129119022771239,-5.1865799778380985,-2.7285489917964423,-1.3898468236579278,0.250185305430701,-7.460172012027976,-5.335847992999772,-4.444910103034316
16999,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17025,0.0720905159969897,-3.492155169949799,-0.7999148232199718,-1.0271704333173757,0.0952888075208556,-4.940763462611227,-2.341813035050301,-0.5925009520477207,0.1958892688285993,-7.000218539917851,-4.76451584916078,-3.4424662903080234
17074,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17098,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17145,0.0649998594752509,-2.8705254716048154,-0.2303287198590543,-0.3974414613469053,0.0987258018063619,-4.5222458425138345,-1.960039045592032,-0.3259343550207804,0.1889308038769263,-6.261741109971616,-3.944171559101048,-2.789676362389724
17151,0.06259625734444,-3.2438470295242348,-0.5711335248186495,-0.6233733822425453,0.0931884702134497,-4.849985998383039,-2.3596203602313794,-0.4498709443259677,0.1818058542148319,-6.566874962954143,-4.443523371421253,-3.031644086855823
17165,0.0855643214799925,-3.182140523835165,-0.5359421404126917,-0.7592827639256025,0.1163559819444202,-4.449040638139198,-1.897463450865324,-0.3897385605265412,0.2200651113799934,-6.53475644721992,-4.223750792123164,-3.0378565952418626
17185,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17192,0.0538817409158531,-2.8874696651717198,-0.2278244603972832,-0.3934389418232092,0.0738816591022304,-4.271215353837966,-1.7072319329674224,0.1755220759609806,0.2553254817528773,-8.10023282948416,-5.971432600336999,-4.764948099236587
17194,0.0698337395567322,-2.705774894324793,0.0217475806771043,-0.1188541065835801,0.102471555125477,-3.973529848244396,-1.38912130176034,0.3109173445849666,0.1767178684357594,-5.207345236036273,-2.9045989530689824,-1.60772067745869
17219,0.0847252133849201,-2.912140929138652,-0.2727382672170023,-0.3800776209020003,0.1219297234134442,-4.252503853167014,-1.703331133510455,0.0013703001378931,0.211097649271199,-5.842728324970733,-3.540495148645842,-2.209335847598749
17227,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17238,0.0807963627716775,-3.696486664945157,-1.018463173391125,-1.3439987211819755,0.1101430983539336,-4.697971685724268,-2.174831665453301,-0.914068092265709,0.2248196772850959,-6.347575659639179,-4.178459386042294,-3.2157932890592487
17251,0.0718922407838686,-2.435125049782259,0.1699538571833783,0.0636865405803354,0.1225309978674246,-3.9337299887652737,-1.4764456303690363,0.6987663992501181,0.232329262451909,-6.683334858706711,-4.411843150810257,-2.4364941287096515
17260,0.0682445514809171,-2.1717517323523303,0.5874100737087377,0.5835085382326499,0.1091300163675046,-3.581116944471644,-0.91387891785234,1.0837905812433055,0.2455175709074147,-7.047054153592724,-4.514068121933224,-2.687950357042004
17289,0.0905090794623101,-4.434012199755892,-1.7851670870452645,-2.187908296692412,0.1061097969063394,-5.143621298148175,-2.6270520287126518,-1.0486023910358149,0.212369855097885,-6.601020448763342,-4.518482182309356,-3.46879922204762
17345,0.0883186549940393,-4.47320846558503,-1.71393732211135,-1.995184593869506,0.1094615780382234,-5.253622477808999,-2.6279863988258514,-1.1568627496368098,0.2255199900929911,-6.950301747512734,-4.862901268970708,-3.7213005411982256
17378,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17464,0.0891308328384178,-3.453304528132064,-0.8032067253278621,-0.8847577441120094,0.1190271890713586,-4.7547098770051885,-2.1109200843511844,-0.3283266774340275,0.2104184456980988,-6.947102325762635,-4.727123046819587,-3.1256128341229497
17468,0.0719485958481813,-3.981636323032556,-1.3328127191866663,-1.5370483764978906,0.0969339106040591,-4.957196616319212,-2.3683522646845105,-0.6961783521248179,0.1530950190149923,-5.946524939731412,-3.8213592813678536,-2.540298212417909
17527,0.0964171796961471,-3.794362378811432,-1.1698330939826307,-1.3477493031744934,0.1231008722400292,-4.280773849618963,-1.670046344821178,-0.1899511386663768,0.1903893270525946,-5.7200719142699965,-3.531138924525918,-2.144002667305416
17540,0.0810590210515545,-3.191417287436973,-0.4826933658131955,-0.6131617182160005,0.1194770193872465,-4.700401215200103,-2.055689321218349,-0.2818123109920356,0.2090605002966705,-6.535027527957362,-4.2168545071791295,-2.7592951072186382
17541,0.0770535156048271,-3.090044178192082,-0.4146729690519655,-0.6784877421684777,0.1058365347225423,-4.6041052466200565,-2.0663788756626884,-0.4451064919569761,0.2090672720012119,-6.69377383579103,-4.320056582555748,-3.255306281367918
17561,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
17612,0.0717633614200358,-3.496316716268939,-0.7784372202505093,-1.0017686782837585,0.098779347192714,-5.082791960455678,-2.416115090826528,-0.5316360553597682,0.1787237124027301,-6.73111035445424,-4.511888934367386,-3.1324892589024853
17614,0.0920412030035384,-4.138971858174173,-1.3936506047381445,-1.7244447303422208,0.1108113693512617,-4.52626477044735,-1.9524347132705768,-0.4246368137629741,0.1759227531009078,-5.769132336868649,-3.646293708716648,-2.282231596389406
