respid,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome
11949,0,0.0,2.0,1,0.0,0.0,1.0,0.0
12011,1,0.0,1.0,1,1.0,0.6,1.0,0.9
12028,1,0.0,0.0,0,1.0,0.0,1.0,0.8
12049,0,0.0,2.0,1,0.0,0.3,0.5,0.4
12061,0,0.0,5.0,1,1.0,0.1,0.9,0.5
12073,0,0.0,1.0,1,0.0,,1.0,
12088,0,0.0,2.0,1,0.0,1.0,0.2,0.2
12096,0,0.0,2.0,1,1.0,0.1,1.0,0.3
12099,0,0.0,2.0,1,1.0,0.5,0.6,0.25
12133,1,1.0,2.0,1,0.0,0.9,1.0,0.5
12139,1,0.0,2.0,1,0.0,0.0,1.0,0.4
12147,0,0.0,3.0,1,1.0,0.9,0.6,0.9
12181,0,0.0,1.0,1,1.0,0.95,1.0,0.5
12183,1,0.0,1.0,1,0.0,0.2,1.0,0.2
12223,0,0.0,2.0,1,1.0,0.0,1.0,0.7
12228,1,0.0,1.0,1,1.0,0.5,1.0,0.5
12236,0,0.0,0.0,0,1.0,0.8,0.1,0.9
12244,1,1.0,0.0,0,0.0,,0.8,0.6
12250,1,0.0,3.0,1,1.0,0.75,1.0,0.3
12256,0,0.0,2.0,1,1.0,1.0,1.0,0.9
12279,0,0.0,1.0,1,1.0,0.05,1.0,0.5
12297,1,0.0,5.0,1,0.0,0.1,0.8,0.8
12300,1,1.0,2.0,1,0.0,0.75,1.0,0.95
12328,1,0.0,0.0,0,1.0,0.75,0.8,0.4
12346,0,0.0,0.0,0,1.0,0.8,1.0,0.75
12347,1,0.0,4.0,1,0.0,1.0,0.8,0.5
12350,0,0.0,2.0,1,0.0,0.0,1.0,1.0
12390,0,0.0,2.0,1,1.0,0.1,0.8,0.6
12399,0,0.0,0.0,0,0.0,0.5,0.0,0.5
12421,1,1.0,2.0,1,0.0,0.15,,0.2
12432,1,0.0,2.0,1,0.0,,,
12463,0,1.0,3.0,1,0.0,1.0,1.0,0.5
12472,0,1.0,2.0,1,0.0,0.4,0.8,0.0
12500,1,1.0,0.0,0,0.0,0.85,0.25,0.05
12505,0,0.0,3.0,1,0.0,,,
12529,0,0.0,3.0,1,1.0,,,
12549,0,1.0,2.0,1,0.0,0.25,1.0,0.4
12557,0,0.0,2.0,1,1.0,0.05,0.95,0.05
12564,0,1.0,2.0,1,0.0,0.1,1.0,0.7
12647,0,1.0,4.0,1,0.0,0.0,1.0,0.5
12662,0,0.0,2.0,1,0.0,,,
12672,0,0.0,3.0,1,1.0,0.0,1.0,0.95
12683,0,0.0,3.0,1,0.0,1.0,0.6,0.2
12700,0,1.0,4.0,1,0.0,0.7,0.1,0.1
12725,0,0.0,1.0,1,1.0,0.8,1.0,0.15
12760,0,0.0,2.0,1,1.0,0.5,0.8,0.5
12767,0,1.0,2.0,1,0.0,0.1,1.0,0.25
12794,1,1.0,0.0,0,0.0,0.0,1.0,1.0
12803,1,0.0,0.0,0,1.0,,1.0,0.1
12825,0,1.0,0.0,0,0.0,0.4,0.2,0.5
12839,0,1.0,0.0,0,0.0,0.2,1.0,
12861,1,0.0,3.0,1,1.0,1.0,0.9,0.4
12871,1,0.0,2.0,1,1.0,0.0,1.0,
12880,0,0.0,2.0,1,1.0,0.1,1.0,0.25
12886,0,0.0,2.0,1,0.0,0.0,1.0,0.5
12913,1,0.0,2.0,1,1.0,0.4,0.6,0.55
12972,1,0.0,1.0,1,1.0,1.0,1.0,0.5
13012,1,0.0,0.0,0,1.0,0.2,0.9,0.9
13019,1,0.0,3.0,1,1.0,0.5,,
13033,1,0.0,2.0,1,1.0,0.1,0.8,0.8
13042,1,1.0,4.0,1,0.0,0.5,0.5,
13046,1,0.0,0.0,0,1.0,0.75,0.25,0.25
13049,0,0.0,2.0,1,1.0,0.8,0.8,0.75
13062,0,0.0,1.0,1,0.0,0.56,,
13065,0,0.0,3.0,1,0.0,0.3,0.25,0.05
13081,1,0.0,2.0,1,1.0,,1.0,
13082,0,0.0,2.0,1,1.0,1.0,0.25,0.0
13101,1,0.0,0.0,0,1.0,0.1,1.0,0.0
13109,1,0.0,2.0,1,1.0,0.2,1.0,0.0
13113,0,0.0,1.0,1,1.0,0.2,0.85,0.25
13137,0,1.0,3.0,1,0.0,1.0,0.1,0.08
13138,1,0.0,2.0,1,1.0,0.98,0.95,0.5
13170,0,1.0,1.0,1,0.0,1.0,0.5,1.0
13230,0,1.0,3.0,1,0.0,0.5,0.5,1.0
13338,0,1.0,2.0,1,0.0,0.05,0.9,0.02
13356,0,0.0,2.0,1,1.0,0.9,0.1,
13432,0,0.0,2.0,1,1.0,,,
13459,0,0.0,4.0,1,1.0,0.05,0.9,0.05
13534,1,0.0,0.0,0,1.0,0.2,0.9,0.2
13570,1,0.0,0.0,0,1.0,0.95,0.0,0.05
13596,1,0.0,1.0,1,1.0,0.5,1.0,0.6
13719,0,0.0,1.0,1,0.0,,1.0,1.0
13733,1,0.0,3.0,1,0.0,0.0,1.0,0.35
13777,0,0.0,0.0,0,1.0,0.5,1.0,0.8
13795,0,0.0,0.0,0,0.0,0.25,0.25,0.0
13866,0,1.0,0.0,0,0.0,,,0.4
13867,1,0.0,0.0,0,1.0,1.0,1.0,0.75
13896,1,0.0,0.0,0,1.0,0.95,0.0,0.9
13902,1,0.0,1.0,1,0.0,0.0,0.5,0.65
13926,1,0.0,1.0,1,1.0,0.0,1.0,0.25
13930,0,0.0,2.0,1,1.0,0.0,0.95,0.8
13967,1,0.0,2.0,1,1.0,0.5,1.0,0.25
13990,1,0.0,0.0,0,1.0,0.5,0.8,0.25
14001,1,0.0,0.0,0,1.0,0.4,1.0,0.7
14017,1,0.0,3.0,1,1.0,,,0.5
14024,0,1.0,1.0,1,0.0,0.5,0.5,0.0
14027,1,0.0,2.0,1,0.0,0.2,0.95,0.4
14051,0,1.0,2.0,1,0.0,1.0,1.0,0.85
14085,0,0.0,2.0,1,1.0,0.8,1.0,0.2
14110,0,1.0,0.0,0,0.0,1.0,0.2,0.0
14115,0,1.0,1.0,1,0.0,0.0,1.0,0.2
14127,0,0.0,0.0,0,0.0,0.75,0.88,0.98
14134,0,0.0,2.0,1,0.0,0.0,0.9,
14147,0,0.0,3.0,1,1.0,0.2,0.25,0.85
14179,0,0.0,2.0,1,0.0,1.0,1.0,0.0
14188,1,0.0,2.0,1,0.0,,,0.6
14196,1,0.0,2.0,1,1.0,0.0,1.0,0.25
14211,0,0.0,0.0,0,1.0,0.4,0.8,0.4
14219,0,1.0,0.0,0,0.0,0.1,0.0,0.2
14234,1,1.0,4.0,1,0.0,0.5,0.0,0.1
14240,1,0.0,0.0,0,1.0,0.5,0.5,1.0
14261,0,1.0,2.0,1,0.0,0.5,1.0,0.3
14262,0,0.0,1.0,1,0.0,0.5,1.0,0.0
14317,0,1.0,2.0,1,0.0,0.75,0.95,0.95
14340,0,0.0,2.0,1,0.0,0.0,0.9,0.3
14384,0,0.0,2.0,1,0.0,0.0,1.0,1.0
14388,0,0.0,2.0,1,1.0,0.0,0.95,0.4
14421,0,0.0,2.0,1,0.0,0.9,0.9,0.3
14427,0,0.0,2.0,1,0.0,,,
14452,0,0.0,1.0,1,0.0,0.1,0.8,0.4
14456,1,1.0,2.0,1,0.0,,0.0,
14474,0,0.0,2.0,1,1.0,0.8,1.0,0.25
14476,1,0.0,0.0,0,1.0,0.1,1.0,0.5
14749,0,1.0,3.0,1,0.0,0.6,1.0,0.2
14770,1,1.0,2.0,1,0.0,0.9,1.0,0.25
14777,0,0.0,2.0,1,1.0,0.0,1.0,0.5
14788,1,0.0,2.0,1,1.0,0.1,1.0,0.75
14817,0,0.0,4.0,1,1.0,0.3,1.0,0.2
14820,0,0.0,3.0,1,1.0,0.0,1.0,1.0
14829,0,1.0,2.0,1,0.0,0.9,1.0,0.0
14834,0,0.0,2.0,1,1.0,0.5,1.0,0.0
14838,1,0.0,1.0,1,1.0,1.0,1.0,0.5
14842,0,0.0,0.0,0,1.0,1.0,0.0,0.5
14860,1,0.0,0.0,0,1.0,0.0,1.0,0.0
14862,0,0.0,2.0,1,0.0,0.0,0.95,0.15
14864,0,0.0,1.0,1,1.0,0.0,1.0,0.9
14921,0,0.0,2.0,1,1.0,0.1,1.0,0.8
14951,1,0.0,0.0,0,1.0,0.33,1.0,
14958,0,0.0,2.0,1,1.0,0.0,1.0,0.85
14968,0,0.0,4.0,1,1.0,,0.75,0.1
14974,0,0.0,3.0,1,1.0,0.35,1.0,0.5
14982,1,1.0,1.0,1,0.0,1.0,0.8,0.9
15003,0,0.0,4.0,1,1.0,0.8,0.8,0.0
15012,0,0.0,2.0,1,0.0,0.3,1.0,0.6
15015,0,0.0,2.0,1,1.0,0.5,1.0,0.1
15034,0,0.0,3.0,1,1.0,0.0,1.0,0.0
15056,0,0.0,4.0,1,0.0,0.75,1.0,0.9
15066,1,0.0,0.0,0,1.0,0.1,0.75,0.9
15083,0,0.0,2.0,1,1.0,0.5,1.0,
15087,0,0.0,0.0,0,0.0,1.0,,0.5
15102,1,0.0,0.0,0,1.0,0.5,0.5,0.75
15106,1,1.0,1.0,1,0.0,0.0,1.0,0.0
15108,0,0.0,1.0,1,0.0,0.45,1.0,0.5
15118,1,1.0,3.0,1,0.0,,,
15122,0,0.0,2.0,1,1.0,1.0,1.0,0.1
15133,1,1.0,0.0,0,0.0,1.0,0.5,0.1
15151,0,0.0,0.0,0,1.0,0.7,0.7,0.0
15156,0,0.0,2.0,1,1.0,0.8,1.0,0.25
15186,0,0.0,2.0,1,1.0,0.2,1.0,0.85
15216,0,0.0,2.0,1,1.0,0.6,1.0,0.9
15237,0,0.0,2.0,1,1.0,0.25,0.99,0.5
15255,0,0.0,4.0,1,1.0,0.0,1.0,0.8
15266,0,0.0,0.0,0,1.0,0.5,1.0,0.8
15270,0,1.0,2.0,1,0.0,0.6,,
15273,0,0.0,2.0,1,1.0,0.0,1.0,0.0
15290,0,0.0,3.0,1,1.0,0.1,1.0,0.3
15292,1,0.0,3.0,1,1.0,0.6,0.9,0.9
15341,0,0.0,0.0,0,1.0,0.6,0.9,0.85
15385,1,0.0,2.0,1,0.0,,,
15390,0,0.0,0.0,0,1.0,0.0,0.5,0.5
15404,0,0.0,3.0,1,1.0,0.0,1.0,0.05
15406,0,0.0,2.0,1,1.0,0.0,0.9,0.7
15407,1,0.0,2.0,1,1.0,0.5,0.5,0.45
15449,0,1.0,0.0,0,0.0,0.8,0.0,
15452,0,0.0,2.0,1,1.0,0.0,1.0,0.85
15460,1,1.0,0.0,0,0.0,0.0,1.0,0.0
15462,0,1.0,3.0,1,0.0,0.8,0.9,0.75
15464,0,0.0,2.0,1,0.0,1.0,1.0,0.2
15469,0,1.0,0.0,0,0.0,0.0,0.0,0.75
15478,0,0.0,2.0,1,1.0,0.2,0.7,0.3
15488,0,0.0,2.0,1,1.0,0.0,1.0,0.5
15517,1,0.0,1.0,1,1.0,0.0,1.0,0.2
15524,0,0.0,2.0,1,1.0,0.2,0.95,0.9
15557,1,0.0,0.0,0,1.0,1.0,,
15561,1,1.0,4.0,1,0.0,0.5,,0.5
15562,0,0.0,1.0,1,1.0,0.0,0.5,0.25
15569,0,1.0,0.0,0,0.0,0.1,1.0,0.1
15591,0,0.0,0.0,0,1.0,0.75,0.5,0.75
15605,0,0.0,0.0,0,1.0,0.1,1.0,0.5
15612,1,0.0,3.0,1,1.0,0.0,0.9,0.1
15620,1,0.0,0.0,0,1.0,1.0,1.0,0.7
15626,1,1.0,0.0,0,0.0,,,
15633,1,0.0,2.0,1,1.0,0.0,1.0,0.5
15636,1,0.0,2.0,1,1.0,0.0,,
15657,1,0.0,2.0,1,1.0,0.0,1.0,0.5
15658,0,0.0,2.0,1,1.0,0.8,0.8,0.1
15660,1,0.0,2.0,1,1.0,,,0.02
15663,0,0.0,3.0,1,0.0,0.0,1.0,0.0
15672,0,0.0,3.0,1,1.0,0.0,1.0,0.25
15684,0,0.0,3.0,1,1.0,0.0,1.0,0.9
15697,0,0.0,2.0,1,1.0,0.0,1.0,0.5
15725,0,1.0,3.0,1,0.0,0.0,1.0,0.2
15767,0,0.0,3.0,1,1.0,0.25,1.0,0.0
15812,0,0.0,2.0,1,0.0,0.0,1.0,0.0
15833,0,0.0,0.0,0,0.0,0.0,1.0,0.75
15835,0,0.0,2.0,1,1.0,0.0,0.5,0.2
15852,1,0.0,1.0,1,1.0,0.5,1.0,0.75
15869,1,0.0,0.0,0,1.0,0.85,0.9,
15886,0,0.0,2.0,1,1.0,0.4,1.0,
15901,1,1.0,3.0,1,0.0,1.0,1.0,0.0
15911,0,0.0,0.0,0,1.0,0.0,0.9,0.5
15926,0,1.0,3.0,1,0.0,0.1,0.99,0.05
15928,0,0.0,0.0,0,1.0,0.9,0.95,0.75
15968,0,0.0,3.0,1,1.0,0.0,1.0,0.25
15970,0,0.0,4.0,1,1.0,0.5,1.0,0.5
15987,0,0.0,2.0,1,1.0,,,
15989,1,0.0,0.0,0,0.0,0.0,1.0,1.0
16002,0,0.0,2.0,1,1.0,0.0,1.0,
16009,1,0.0,2.0,1,0.0,0.1,0.95,0.85
16035,1,0.0,4.0,1,0.0,1.0,1.0,0.0
16052,1,0.0,2.0,1,0.0,0.8,,
16059,1,0.0,1.0,1,1.0,0.0,1.0,0.8
16080,1,0.0,2.0,1,1.0,,1.0,
16144,0,0.0,2.0,1,0.0,0.95,0.9,
16168,1,0.0,1.0,1,1.0,0.67,0.33,0.44
16172,0,1.0,4.0,1,0.0,0.99,0.0,0.1
16179,0,0.0,2.0,1,1.0,0.0,1.0,0.5
16180,0,0.0,3.0,1,1.0,0.25,0.75,0.9
16186,0,0.0,3.0,1,0.0,0.0,1.0,0.25
16191,0,0.0,0.0,0,1.0,0.9,0.2,0.5
16206,0,1.0,2.0,1,0.0,0.4,0.7,0.5
16228,0,0.0,3.0,1,1.0,0.6,1.0,0.75
16239,0,0.0,2.0,1,1.0,0.0,0.4,0.7
16242,0,0.0,4.0,1,1.0,0.3,0.5,0.5
16281,0,0.0,2.0,1,1.0,0.0,1.0,0.75
16283,0,0.0,3.0,1,1.0,0.1,0.95,0.1
16337,0,0.0,2.0,1,1.0,0.0,1.0,0.3
16349,0,0.0,2.0,1,1.0,1.0,0.0,0.5
16360,0,0.0,2.0,1,1.0,0.0,1.0,0.8
16372,1,0.0,1.0,1,1.0,0.75,0.5,0.0
16384,0,1.0,3.0,1,0.0,0.25,0.8,0.75
16392,1,0.0,0.0,0,1.0,0.1,0.6,0.5
16413,1,0.0,0.0,0,1.0,0.0,0.75,0.8
16455,0,0.0,3.0,1,1.0,0.0,1.0,
16481,0,0.0,2.0,1,1.0,0.25,0.75,0.8
16507,0,1.0,0.0,0,0.0,1.0,1.0,0.0
16514,0,0.0,3.0,1,1.0,1.0,1.0,
16564,1,0.0,0.0,0,1.0,0.0,1.0,0.1
16590,0,1.0,2.0,1,0.0,1.0,1.0,0.0
16598,0,0.0,1.0,1,1.0,,,
16606,0,1.0,0.0,0,0.0,0.5,0.6,0.5
16614,0,1.0,3.0,1,0.0,,,
16644,1,1.0,0.0,0,0.0,0.5,1.0,0.75
16665,0,0.0,4.0,1,1.0,0.0,1.0,0.15
16679,1,0.0,0.0,0,1.0,0.8,0.25,0.75
16700,1,0.0,1.0,1,1.0,1.0,0.5,0.0
16708,0,0.0,0.0,0,1.0,0.25,0.9,0.75
16710,1,0.0,2.0,1,1.0,,1.0,0.6
16712,0,0.0,2.0,1,1.0,0.9,0.5,0.5
16724,0,0.0,2.0,1,1.0,0.1,0.9,0.5
16727,0,0.0,2.0,1,1.0,0.2,0.5,0.5
16730,1,0.0,2.0,1,1.0,0.2,0.9,0.9
16749,0,0.0,2.0,1,0.0,,,
16754,0,0.0,2.0,1,1.0,0.15,1.0,0.85
16757,0,0.0,0.0,0,1.0,0.75,0.3,0.25
16758,0,0.0,2.0,1,1.0,0.25,1.0,0.75
16782,0,0.0,4.0,1,1.0,0.8,0.8,0.6
16799,0,0.0,3.0,1,1.0,0.0,1.0,0.9
16811,0,1.0,3.0,1,0.0,0.1,1.0,1.0
16817,0,0.0,3.0,1,1.0,,,0.2
16827,0,0.0,1.0,1,0.0,,1.0,0.3
16832,0,0.0,2.0,1,1.0,0.2,0.9,0.75
16852,1,1.0,2.0,1,0.0,0.8,0.5,0.0
16855,0,0.0,2.0,1,1.0,0.0,1.0,0.7
16863,0,0.0,1.0,1,1.0,,,
16884,0,0.0,2.0,1,0.0,0.0,1.0,0.1
16887,0,0.0,3.0,1,1.0,0.1,1.0,0.2
16904,0,0.0,2.0,1,1.0,0.75,0.8,0.75
16905,1,0.0,3.0,1,1.0,0.0,1.0,0.3
16913,0,0.0,3.0,1,1.0,0.5,1.0,0.6
16923,0,1.0,0.0,0,0.0,,1.0,
16931,1,0.0,0.0,0,1.0,0.0,1.0,
16960,1,0.0,1.0,1,1.0,0.2,1.0,0.33
16999,0,0.0,0.0,0,1.0,0.5,0.95,0.5
17025,0,0.0,3.0,1,1.0,0.8,0.5,0.1
17074,0,0.0,1.0,1,1.0,,1.0,0.5
17098,1,0.0,2.0,1,1.0,0.5,1.0,0.5
17145,0,0.0,2.0,1,1.0,0.75,0.9,0.15
17151,0,0.0,3.0,1,1.0,0.0,1.0,0.05
17165,0,0.0,2.0,1,0.0,0.0,1.0,
17185,1,0.0,0.0,0,1.0,0.7,0.5,1.0
17192,0,0.0,4.0,1,1.0,0.01,0.99,0.25
17194,0,0.0,2.0,1,1.0,0.0,1.0,
17219,0,0.0,3.0,1,1.0,1.0,0.0,0.1
17227,1,0.0,2.0,1,1.0,0.95,0.6,1.0
17238,1,0.0,2.0,1,1.0,0.7,0.5,0.05
17251,0,0.0,3.0,1,1.0,0.0,1.0,0.8
17260,0,0.0,1.0,1,1.0,1.0,1.0,1.0
17289,1,0.0,0.0,0,1.0,0.25,,0.75
17345,1,0.0,1.0,1,1.0,,,
17378,1,0.0,2.0,1,1.0,0.25,0.5,0.0
17464,0,0.0,3.0,1,0.0,,1.0,0.8
17468,1,0.0,4.0,1,1.0,0.0,1.0,0.25
17527,1,0.0,0.0,0,1.0,0.2,1.0,0.0
17540,0,1.0,2.0,1,0.0,0.3,1.0,0.2
17541,0,0.0,3.0,1,1.0,0.95,0.2,0.1
17561,0,1.0,1.0,1,0.0,0.1,0.9,0.75
17612,0,0.0,3.0,1,1.0,0.5,1.0,0.5
17614,1,0.0,2.0,1,0.0,,,
17632,1,1.0,2.0,1,0.0,,,
17635,1,0.0,3.0,1,1.0,,1.0,0.8
17637,0,0.0,2.0,1,1.0,0.0,1.0,0.3
17640,0,0.0,2.0,1,1.0,0.5,0.95,0.05
17658,0,0.0,2.0,1,1.0,,,
17661,0,0.0,0.0,0,1.0,0.1,1.0,0.15
17668,0,0.0,2.0,1,1.0,0.1,1.0,0.8
17686,0,0.0,3.0,1,1.0,0.0,1.0,0.5
17704,0,1.0,2.0,1,0.0,0.9,0.9,0.5
17713,1,0.0,3.0,1,1.0,0.5,0.75,0.5
17774,0,0.0,1.0,1,1.0,0.1,0.9,0.5
17778,0,1.0,2.0,1,0.0,0.0,0.5,
17784,0,0.0,1.0,1,0.0,0.75,1.0,0.5
17803,0,1.0,0.0,0,0.0,0.5,1.0,0.1
17824,0,0.0,2.0,1,1.0,0.7,0.8,0.4
17856,0,0.0,2.0,1,1.0,0.0,1.0,1.0
17886,0,1.0,1.0,1,0.0,,0.9,0.6
17887,0,0.0,4.0,1,1.0,0.2,1.0,0.1
17889,1,1.0,2.0,1,0.0,0.4,1.0,0.5
17893,1,0.0,2.0,1,1.0,0.05,0.95,0.3
17947,0,0.0,1.0,1,1.0,0.0,1.0,0.25
18002,0,0.0,0.0,0,1.0,0.8,1.0,0.8
18011,1,0.0,3.0,1,0.0,0.25,1.0,0.25
18028,0,0.0,1.0,1,1.0,,,0.0
18060,0,1.0,0.0,0,0.0,0.0,1.0,0.99
18063,1,1.0,1.0,1,0.0,0.0,1.0,0.0
18087,1,0.0,2.0,1,1.0,0.1,1.0,0.5
18121,1,0.0,2.0,1,1.0,0.6,0.8,0.75
18152,1,0.0,2.0,1,1.0,0.1,0.5,0.1
18160,1,0.0,2.0,1,1.0,,,1.0
18205,0,0.0,2.0,1,1.0,,,
18209,1,0.0,2.0,1,1.0,1.0,1.0,0.1
18212,0,0.0,0.0,0,1.0,0.15,1.0,0.35
18241,0,0.0,0.0,0,1.0,0.5,0.99,0.75
18262,1,0.0,3.0,1,0.0,1.0,0.0,0.0
18267,0,0.0,2.0,1,1.0,0.1,1.0,0.75
18281,0,0.0,0.0,0,1.0,1.0,0.1,
18400,0,0.0,2.0,1,1.0,1.0,0.6,0.35
18403,1,1.0,0.0,0,0.0,0.0,1.0,0.25
18503,0,1.0,2.0,1,0.0,1.0,0.25,0.5
18604,1,0.0,0.0,0,1.0,0.8,0.08,
18636,0,0.0,1.0,1,1.0,0.85,0.95,0.6
18667,1,0.0,2.0,1,1.0,,,
18691,1,0.0,2.0,1,1.0,0.5,0.5,0.0
18718,0,0.0,2.0,1,1.0,0.7,0.85,0.5
18724,0,0.0,3.0,1,1.0,0.5,0.0,0.0
18743,0,0.0,3.0,1,1.0,,0.03,
18745,0,0.0,2.0,1,1.0,,,0.0
18839,0,1.0,1.0,1,0.0,1.0,1.0,0.2
18847,0,0.0,2.0,1,1.0,0.05,1.0,0.9
18848,0,0.0,3.0,1,0.0,,,
18863,0,1.0,3.0,1,0.0,0.0,0.9,0.4
18869,1,1.0,2.0,1,0.0,,,
18890,0,0.0,2.0,1,0.0,0.5,0.5,
18973,1,0.0,2.0,1,1.0,0.1,0.75,0.9
18991,0,1.0,3.0,1,0.0,0.0,1.0,0.0
19083,1,0.0,2.0,1,1.0,0.5,0.5,0.5
19118,0,0.0,2.0,1,1.0,0.1,0.5,0.2
19122,0,0.0,1.0,1,1.0,0.5,1.0,0.75
19133,1,0.0,0.0,0,1.0,1.0,1.0,0.0
19222,0,1.0,2.0,1,0.0,1.0,0.1,0.8
19223,1,1.0,1.0,1,0.0,1.0,0.0,
19244,1,0.0,3.0,1,1.0,0.0,1.0,0.0
19281,0,0.0,4.0,1,0.0,,1.0,
19394,1,1.0,0.0,0,0.0,0.1,0.9,
19423,1,0.0,0.0,0,1.0,0.0,0.5,0.0
19458,1,1.0,2.0,1,0.0,0.6,0.75,0.3
19475,0,0.0,2.0,1,0.0,0.0,0.5,0.9
19490,1,0.0,0.0,0,1.0,0.0,0.0,0.8
19515,0,1.0,2.0,1,0.0,0.85,0.5,0.25
19527,1,0.0,0.0,0,1.0,0.0,0.2,0.8
19621,1,0.0,0.0,0,1.0,0.25,0.5,0.2
19638,1,0.0,2.0,1,1.0,0.5,0.95,0.8
19646,1,0.0,2.0,1,0.0,0.7,0.3,0.15
19698,1,0.0,1.0,1,1.0,0.25,1.0,0.9
19732,0,1.0,2.0,1,0.0,0.15,1.0,0.25
19778,0,0.0,2.0,1,1.0,0.1,,0.3
19833,0,0.0,0.0,0,1.0,0.1,0.0,0.9
19858,1,1.0,3.0,1,0.0,0.5,0.0,0.1
19894,1,0.0,1.0,1,1.0,,,
19895,1,1.0,2.0,1,0.0,0.05,0.9,0.1
19916,0,0.0,4.0,1,1.0,0.5,1.0,0.6
19953,0,0.0,2.0,1,0.0,0.5,1.0,0.7
20018,0,0.0,3.0,1,1.0,0.0,1.0,0.8
20091,0,0.0,0.0,0,0.0,0.4,0.95,0.85
20162,0,0.0,2.0,1,0.0,0.5,0.0,
20165,0,1.0,2.0,1,0.0,,,
20274,0,0.0,2.0,1,1.0,0.25,1.0,0.5
20307,0,0.0,2.0,1,0.0,0.5,1.0,0.0
20351,1,0.0,0.0,0,1.0,1.0,0.02,0.5
20396,0,0.0,3.0,1,1.0,0.25,0.98,0.95
20450,0,0.0,3.0,1,0.0,,,
20496,0,0.0,4.0,1,1.0,1.0,0.5,0.9
20623,1,1.0,2.0,1,0.0,0.4,0.85,0.85
20626,1,0.0,2.0,1,1.0,1.0,1.0,0.1
20707,1,0.0,2.0,1,1.0,0.0,0.1,0.1
20754,0,0.0,2.0,1,0.0,,,0.1
20761,1,0.0,5.0,1,1.0,1.0,1.0,0.9
20792,0,0.0,2.0,1,1.0,0.75,1.0,0.8
20824,0,0.0,2.0,1,0.0,0.5,0.6,0.7
20852,0,1.0,2.0,1,0.0,,0.9,
20871,0,0.0,0.0,0,1.0,,0.5,
20909,0,0.0,2.0,1,1.0,0.0,1.0,0.9
20939,0,0.0,1.0,1,1.0,0.5,1.0,0.75
20966,0,0.0,0.0,0,1.0,0.0,1.0,0.75
20973,0,1.0,2.0,1,0.0,0.75,1.0,0.0
21019,1,0.0,2.0,1,1.0,,1.0,0.3
21075,0,0.0,2.0,1,1.0,0.5,1.0,0.5
21136,0,0.0,4.0,1,1.0,1.0,0.0,0.0
21156,0,1.0,2.0,1,0.0,0.0,0.5,0.6
21200,0,0.0,1.0,1,1.0,0.8,1.0,0.8
21305,1,0.0,5.0,1,1.0,1.0,0.5,0.0
21313,1,0.0,2.0,1,1.0,0.7,1.0,0.5
21321,1,1.0,0.0,0,0.0,0.2,1.0,0.1
21332,1,0.0,3.0,1,1.0,0.0,1.0,0.9
21487,0,0.0,3.0,1,1.0,0.25,0.9,1.0
21511,0,0.0,1.0,1,1.0,0.0,1.0,1.0
21522,0,0.0,2.0,1,1.0,0.0,,
21528,1,0.0,0.0,0,1.0,0.95,0.1,0.1
21568,1,0.0,0.0,0,1.0,0.5,1.0,0.75
21607,0,0.0,4.0,1,1.0,0.0,1.0,0.0
21655,1,0.0,2.0,1,0.0,0.0,1.0,0.5
21694,1,1.0,2.0,1,0.0,0.5,1.0,0.1
21817,1,0.0,3.0,1,1.0,0.01,0.99,0.8
21863,1,0.0,0.0,0,1.0,0.5,0.8,0.1
21894,1,0.0,2.0,1,1.0,0.1,1.0,
21915,0,0.0,0.0,0,0.0,0.8,0.8,0.5
21921,1,0.0,2.0,1,1.0,0.5,0.8,0.5
21945,0,0.0,1.0,1,1.0,0.1,0.8,0.8
21948,1,0.0,2.0,1,1.0,0.5,1.0,0.5
22005,0,0.0,3.0,1,1.0,0.0,1.0,0.5
22063,0,1.0,3.0,1,0.0,0.5,1.0,0.9
22077,0,0.0,4.0,1,0.0,0.1,1.0,
22123,0,0.0,0.0,0,1.0,0.25,1.0,0.01
22132,0,0.0,2.0,1,0.0,0.0,0.4,0.4
22197,0,0.0,1.0,1,1.0,,0.5,
22236,0,1.0,0.0,0,0.0,1.0,0.0,
22239,0,1.0,2.0,1,0.0,1.0,0.5,0.8
22240,0,0.0,2.0,1,0.0,0.0,1.0,1.0
22282,0,1.0,3.0,1,0.0,0.5,,0.7
22291,0,0.0,3.0,1,1.0,0.8,1.0,0.5
22451,1,1.0,3.0,1,0.0,,1.0,
22549,1,1.0,1.0,1,0.0,0.8,0.1,0.1
22553,1,1.0,2.0,1,0.0,0.1,0.35,0.8
22560,0,0.0,2.0,1,1.0,0.0,1.0,0.5
22634,1,0.0,1.0,1,1.0,0.0,0.95,0.5
22637,1,0.0,0.0,0,1.0,,1.0,
22721,1,0.0,2.0,1,1.0,0.0,1.0,0.9
22753,1,1.0,2.0,1,0.0,0.8,0.5,0.5
22770,1,1.0,3.0,1,0.0,0.9,1.0,0.25
22776,0,1.0,4.0,1,0.0,0.5,1.0,0.1
22846,1,1.0,1.0,1,0.0,0.5,0.6,0.5
22934,1,0.0,2.0,1,1.0,1.0,1.0,0.5
23154,1,0.0,2.0,1,1.0,0.8,1.0,0.75
23214,0,0.0,1.0,1,1.0,0.0,1.0,0.25
23215,1,0.0,4.0,1,1.0,,,
23240,1,0.0,1.0,1,0.0,1.0,0.25,
23243,1,0.0,0.0,0,1.0,0.3,1.0,0.3
