respid,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome
6361,0,1.0,0.0,0,0.0,,,
6374,1,0.0,2.0,1,0.0,0.0,1.0,1.0
6377,1,1.0,2.0,1,0.0,0.5,1.0,0.8
6386,0,0.0,2.0,1,1.0,0.0,0.4,0.8
6395,0,0.0,2.0,1,0.0,1.0,0.5,0.05
6406,0,0.0,3.0,1,1.0,0.1,1.0,0.75
6410,0,1.0,1.0,1,0.0,0.7,1.0,0.4
6430,0,0.0,1.0,1,1.0,,1.0,0.7
6457,0,0.0,2.0,1,1.0,0.1,0.5,0.9
6465,0,0.0,0.0,0,1.0,0.05,1.0,0.75
6474,0,1.0,2.0,1,0.0,0.0,1.0,0.1
6479,1,0.0,4.0,1,0.0,0.5,1.0,0.0
6482,1,1.0,2.0,1,0.0,0.6,0.5,0.7
6492,1,1.0,2.0,1,0.0,0.75,1.0,0.0
6502,0,0.0,2.0,1,1.0,0.0,1.0,0.75
6511,0,1.0,1.0,1,0.0,0.1,0.95,0.01
6524,0,1.0,0.0,0,0.0,,,
6530,0,1.0,0.0,0,0.0,0.5,1.0,0.5
6536,0,0.0,0.0,0,1.0,0.0,1.0,0.0
6570,0,0.0,2.0,1,0.0,0.4,1.0,0.85
6578,1,0.0,2.0,1,1.0,0.0,1.0,1.0
6587,0,1.0,4.0,1,0.0,0.0,1.0,0.5
6611,1,0.0,2.0,1,1.0,0.1,0.5,0.8
6623,0,0.0,1.0,1,1.0,1.0,1.0,0.0
6629,0,0.0,3.0,1,0.0,0.25,0.75,0.5
6631,0,0.0,2.0,1,0.0,0.0,1.0,0.5
6638,0,0.0,2.0,1,1.0,0.2,0.9,0.5
6656,1,0.0,0.0,0,1.0,1.0,1.0,
6673,1,0.0,3.0,1,0.0,0.5,0.0,
6678,0,1.0,0.0,0,0.0,0.6,1.0,1.0
6697,1,0.0,2.0,1,1.0,0.0,1.0,
6712,1,0.0,5.0,1,1.0,0.5,1.0,0.1
6713,0,0.0,0.0,0,0.0,0.8,0.1,0.8
6716,0,0.0,2.0,1,1.0,0.25,1.0,1.0
6717,0,1.0,3.0,1,0.0,0.8,1.0,0.9
6729,0,0.0,0.0,0,0.0,0.0,0.0,1.0
6740,0,0.0,2.0,1,1.0,0.1,0.1,
6747,1,1.0,0.0,0,0.0,0.2,0.5,
6759,1,0.0,1.0,1,1.0,0.1,1.0,0.8
6765,1,0.0,0.0,0,1.0,0.05,0.9,0.9
6801,1,0.0,0.0,0,1.0,0.6,0.9,0.7
6810,0,1.0,2.0,1,0.0,1.0,1.0,0.05
6823,1,0.0,1.0,1,1.0,,,
6845,0,0.0,2.0,1,1.0,0.6,1.0,1.0
6852,1,1.0,3.0,1,0.0,0.0,0.8,
6854,0,0.0,2.0,1,0.0,1.0,0.0,1.0
6871,0,0.0,2.0,1,0.0,0.0,1.0,0.5
6873,1,0.0,0.0,0,1.0,0.4,0.5,0.75
6878,0,0.0,3.0,1,1.0,0.85,,
6892,1,0.0,0.0,0,0.0,1.0,0.0,0.0
6900,1,1.0,0.0,0,0.0,0.4,0.1,0.95
6906,0,0.0,2.0,1,0.0,0.1,1.0,0.7
6967,0,0.0,4.0,1,1.0,0.3,1.0,0.0
6983,0,0.0,1.0,1,0.0,1.0,1.0,0.5
6987,0,0.0,0.0,0,1.0,0.15,0.0,0.8
6993,1,0.0,0.0,0,1.0,,1.0,0.9
7002,0,0.0,3.0,1,1.0,1.0,1.0,0.9
7029,1,1.0,1.0,1,0.0,0.25,1.0,0.5
7036,0,1.0,2.0,1,0.0,0.5,0.85,0.1
7057,0,0.0,2.0,1,0.0,,0.5,1.0
7063,1,0.0,1.0,1,1.0,0.0,0.0,0.4
7069,0,1.0,3.0,1,0.0,0.0,1.0,0.0
7078,0,0.0,2.0,1,0.0,0.1,1.0,1.0
7087,0,0.0,1.0,1,0.0,,,
7094,0,0.0,3.0,1,1.0,1.0,1.0,
7143,0,1.0,2.0,1,0.0,0.5,1.0,
7147,0,0.0,2.0,1,1.0,,,
7175,1,0.0,1.0,1,1.0,0.35,1.0,0.0
7179,0,0.0,2.0,1,0.0,0.85,0.9,0.3
7180,0,1.0,3.0,1,0.0,1.0,1.0,0.0
7185,0,0.0,3.0,1,0.0,0.4,0.75,0.45
7192,0,0.0,3.0,1,0.0,0.0,1.0,0.0
7201,0,0.0,0.0,0,1.0,0.1,1.0,0.75
7210,0,1.0,1.0,1,0.0,,,
7246,0,1.0,0.0,0,0.0,0.25,1.0,0.5
7287,0,1.0,1.0,1,0.0,0.5,1.0,0.7
7291,0,1.0,2.0,1,0.0,,0.5,
7312,0,0.0,0.0,0,1.0,0.5,0.0,1.0
7332,0,0.0,2.0,1,1.0,0.1,1.0,0.0
7344,0,1.0,2.0,1,0.0,,0.0,0.0
7345,0,0.0,0.0,0,1.0,1.0,,1.0
7363,0,0.0,2.0,1,0.0,0.8,0.2,0.2
7387,1,0.0,0.0,0,1.0,1.0,0.1,0.1
7390,0,0.0,2.0,1,0.0,1.0,0.9,0.3
7391,0,0.0,3.0,1,0.0,0.8,1.0,0.0
7392,1,1.0,4.0,1,0.0,0.5,0.5,0.5
7393,1,1.0,4.0,1,0.0,0.1,1.0,0.15
7396,0,0.0,3.0,1,1.0,0.0,1.0,0.0
7409,0,0.0,0.0,0,1.0,0.85,,0.4
7429,0,1.0,4.0,1,0.0,0.0,1.0,1.0
7441,0,0.0,0.0,0,0.0,0.0,,
7449,1,1.0,3.0,1,0.0,0.0,1.0,0.25
7468,1,0.0,3.0,1,1.0,0.5,0.8,0.2
7474,0,0.0,2.0,1,1.0,0.5,0.5,
7488,1,0.0,0.0,0,0.0,0.5,0.75,
7491,0,0.0,2.0,1,1.0,0.1,0.0,0.75
7496,0,0.0,2.0,1,1.0,0.0,1.0,0.1
7529,1,0.0,1.0,1,0.0,0.85,0.0,0.0
7532,0,0.0,3.0,1,1.0,1.0,1.0,0.0
7536,1,0.0,2.0,1,0.0,0.1,1.0,0.0
7538,0,0.0,3.0,1,1.0,0.75,0.25,0.05
7540,0,1.0,3.0,1,0.0,0.8,0.75,0.1
7545,1,0.0,3.0,1,1.0,,0.75,0.5
7558,0,0.0,0.0,0,1.0,0.8,0.9,0.96
7567,0,0.0,1.0,1,1.0,0.85,0.9,0.9
7589,1,0.0,4.0,1,1.0,0.0,1.0,0.5
7595,1,0.0,1.0,1,1.0,0.6,1.0,0.2
7607,0,0.0,1.0,1,0.0,1.0,1.0,
7621,0,0.0,2.0,1,1.0,0.0,0.5,0.25
7688,0,0.0,0.0,0,0.0,1.0,0.0,0.1
7698,0,0.0,0.0,0,1.0,0.0,1.0,0.1
7699,1,0.0,0.0,0,0.0,0.0,1.0,0.0
7730,0,0.0,5.0,1,1.0,0.0,1.0,0.99
7766,0,0.0,2.0,1,1.0,0.15,0.75,0.3
7790,0,0.0,2.0,1,1.0,0.1,0.9,0.75
7791,0,0.0,0.0,0,0.0,0.0,1.0,0.9
7815,1,0.0,0.0,0,0.0,,,
7836,0,0.0,2.0,1,1.0,0.0,1.0,0.0
7852,1,0.0,3.0,1,0.0,0.25,0.25,0.5
7854,0,0.0,2.0,1,0.0,0.1,1.0,0.15
7860,1,0.0,0.0,0,1.0,0.4,0.6,
7863,0,0.0,2.0,1,1.0,0.0,1.0,0.5
7870,0,1.0,3.0,1,0.0,0.75,1.0,0.9
7873,0,1.0,6.0,1,0.0,0.1,1.0,0.95
7907,0,1.0,0.0,0,0.0,0.5,0.0,0.5
7908,1,0.0,0.0,0,0.0,1.0,0.0,0.8
7911,0,0.0,3.0,1,1.0,0.0,1.0,0.6
7966,0,0.0,2.0,1,0.0,0.95,0.95,0.5
7979,1,1.0,2.0,1,0.0,,,0.7
7987,0,1.0,2.0,1,0.0,0.25,1.0,0.0
7999,1,0.0,2.0,1,1.0,0.0,1.0,1.0
8003,0,0.0,2.0,1,1.0,0.8,1.0,1.0
8006,0,0.0,4.0,1,1.0,0.1,0.95,0.6
8008,1,0.0,2.0,1,0.0,0.25,0.5,
8009,1,1.0,2.0,1,0.0,,1.0,0.5
8033,1,0.0,0.0,0,1.0,1.0,0.5,0.6
8039,0,0.0,2.0,1,1.0,0.0,1.0,
8049,0,0.0,1.0,1,0.0,0.25,1.0,0.9
8051,0,0.0,2.0,1,1.0,,1.0,0.8
8053,1,0.0,2.0,1,1.0,1.0,0.75,0.5
8072,1,0.0,0.0,0,1.0,0.2,0.8,0.2
8077,1,0.0,2.0,1,1.0,0.5,0.8,0.8
8099,1,0.0,4.0,1,1.0,,1.0,0.0
8111,1,0.0,2.0,1,0.0,0.5,0.5,0.75
8122,1,1.0,1.0,1,0.0,0.5,0.75,0.75
8126,1,1.0,2.0,1,0.0,1.0,,
8127,1,0.0,3.0,1,0.0,0.1,1.0,0.1
8144,0,0.0,1.0,1,1.0,0.0,1.0,0.5
8170,0,1.0,4.0,1,0.0,0.0,1.0,0.0
8174,1,0.0,0.0,0,1.0,0.1,0.03,0.5
8181,0,1.0,2.0,1,0.0,,,
8196,0,0.0,1.0,1,1.0,0.0,1.0,0.1
8204,0,0.0,3.0,1,1.0,0.0,1.0,0.95
8206,1,0.0,0.0,0,1.0,,,
8224,1,0.0,0.0,0,1.0,0.8,1.0,1.0
8226,1,0.0,2.0,1,1.0,0.0,1.0,
8231,0,1.0,1.0,1,0.0,1.0,0.75,0.5
8232,1,0.0,0.0,0,1.0,0.0,0.0,0.25
8234,0,1.0,3.0,1,0.0,0.0,1.0,0.6
8249,1,0.0,1.0,1,0.0,1.0,0.1,0.2
8258,1,0.0,3.0,1,1.0,0.25,1.0,0.1
8263,1,0.0,6.0,1,1.0,0.0,1.0,0.0
8264,1,0.0,4.0,1,1.0,,1.0,1.0
8270,0,1.0,2.0,1,0.0,0.1,1.0,0.1
8282,0,0.0,1.0,1,1.0,0.05,1.0,0.05
8287,1,0.0,2.0,1,1.0,0.0,1.0,
8289,1,0.0,2.0,1,1.0,0.95,0.1,
8290,0,0.0,2.0,1,0.0,0.0,1.0,0.1
8304,0,0.0,3.0,1,1.0,0.1,0.2,0.9
8305,1,0.0,0.0,0,1.0,,,
8310,0,0.0,5.0,1,1.0,0.22,0.88,0.04
8318,1,0.0,0.0,0,0.0,0.5,0.2,0.5
8319,1,0.0,3.0,1,1.0,0.5,0.85,0.8
8322,0,0.0,2.0,1,1.0,0.3,0.9,
8325,1,0.0,3.0,1,1.0,0.0,1.0,0.5
8326,0,0.0,0.0,0,0.0,0.5,0.75,0.9
8333,0,1.0,0.0,0,0.0,0.0,1.0,0.0
8338,1,0.0,2.0,1,1.0,0.2,0.9,0.5
8377,1,1.0,0.0,0,0.0,1.0,0.5,0.99
8390,1,1.0,0.0,0,0.0,0.25,0.8,0.3
8393,1,0.0,2.0,1,0.0,0.0,1.0,0.0
8401,0,0.0,0.0,0,1.0,0.1,1.0,1.0
8416,1,0.0,2.0,1,1.0,0.5,0.6,
8417,1,1.0,0.0,0,0.0,,,
8418,0,0.0,4.0,1,1.0,0.0,1.0,0.25
8420,0,0.0,3.0,1,0.0,0.0,0.75,
8424,0,0.0,3.0,1,1.0,0.05,1.0,0.8
8430,1,0.0,0.0,0,0.0,0.5,0.5,0.5
8434,0,0.0,2.0,1,1.0,0.3,1.0,0.15
8439,0,1.0,0.0,0,0.0,0.0,0.3,0.5
8440,0,0.0,4.0,1,0.0,0.1,0.8,0.5
8460,0,1.0,4.0,1,0.0,1.0,1.0,0.0
8461,0,0.0,2.0,1,0.0,1.0,1.0,1.0
8467,1,0.0,2.0,1,0.0,0.0,1.0,0.2
8474,0,0.0,0.0,0,1.0,0.75,,0.0
8475,1,1.0,0.0,0,0.0,0.25,0.5,0.75
8486,0,0.0,2.0,1,1.0,0.0,1.0,0.25
8503,0,0.0,1.0,1,1.0,0.2,0.95,0.7
8504,0,0.0,2.0,1,1.0,1.0,0.5,0.85
8505,1,0.0,2.0,1,1.0,0.0,1.0,0.0
8510,0,0.0,2.0,1,0.0,0.9,0.8,0.7
8513,0,1.0,0.0,0,0.0,1.0,0.0,
8529,0,1.0,0.0,0,0.0,0.75,0.0,0.1
8532,0,1.0,0.0,0,0.0,0.2,0.6,0.3
8538,1,1.0,0.0,0,0.0,,1.0,
8556,1,0.0,2.0,1,1.0,0.5,0.9,0.5
8561,0,0.0,2.0,1,1.0,0.1,0.9,0.5
8574,0,0.0,3.0,1,1.0,0.8,0.8,0.5
8576,0,1.0,3.0,1,0.0,0.0,1.0,0.1
8612,1,0.0,2.0,1,1.0,0.05,0.5,0.2
8614,1,0.0,2.0,1,1.0,0.9,0.9,
8623,0,0.0,2.0,1,1.0,,,
8637,1,0.0,2.0,1,1.0,0.8,0.1,0.1
8648,0,1.0,2.0,1,0.0,0.0,1.0,
8649,0,0.0,2.0,1,1.0,0.4,1.0,0.9
8669,1,1.0,0.0,0,0.0,0.9,0.5,0.7
8698,1,0.0,0.0,0,0.0,0.9,0.2,
8718,1,0.0,1.0,1,1.0,,,
8719,0,0.0,4.0,1,0.0,0.8,0.8,0.05
8721,1,1.0,2.0,1,0.0,0.1,0.5,
8734,1,0.0,0.0,0,1.0,0.9,0.6,0.7
8749,1,0.0,0.0,0,1.0,0.5,0.5,0.1
8765,0,0.0,2.0,1,1.0,1.0,1.0,0.0
8767,0,0.0,5.0,1,0.0,0.1,0.5,0.25
8781,0,1.0,2.0,1,0.0,1.0,1.0,0.3
8783,1,1.0,3.0,1,0.0,0.7,0.7,0.3
8786,0,1.0,2.0,1,0.0,,,
8790,1,0.0,2.0,1,1.0,0.5,0.5,0.8
8810,0,0.0,2.0,1,1.0,0.0,1.0,0.1
8818,0,0.0,4.0,1,1.0,0.7,,
8822,1,0.0,0.0,0,1.0,0.8,0.2,0.6
8823,1,1.0,1.0,1,0.0,,,
8832,1,1.0,0.0,0,0.0,0.1,0.5,0.5
8848,0,0.0,3.0,1,0.0,0.1,0.9,0.3
8858,1,0.0,0.0,0,1.0,0.75,0.5,0.9
8862,0,0.0,2.0,1,1.0,0.8,,1.0
8880,1,1.0,2.0,1,0.0,1.0,,
8901,0,1.0,2.0,1,0.0,0.8,0.5,0.0
8902,0,0.0,2.0,1,1.0,0.8,0.0,0.25
8911,1,1.0,0.0,0,0.0,,,1.0
8912,0,0.0,2.0,1,0.0,0.0,1.0,0.1
8917,1,0.0,2.0,1,1.0,1.0,,
8942,1,0.0,1.0,1,0.0,,0.8,0.1
8946,0,0.0,2.0,1,1.0,0.1,1.0,0.9
8953,0,0.0,2.0,1,1.0,1.0,0.9,0.2
8958,0,0.0,2.0,1,1.0,0.0,1.0,0.5
8970,1,0.0,1.0,1,0.0,1.0,0.05,0.8
8984,0,0.0,0.0,0,1.0,,,
8986,1,1.0,3.0,1,0.0,0.15,0.45,
8997,0,0.0,0.0,0,1.0,0.0,1.0,0.75
9062,1,1.0,2.0,1,0.0,0.2,0.9,0.3
9071,0,1.0,2.0,1,0.0,0.0,0.0,
9115,0,0.0,2.0,1,0.0,0.05,0.85,0.15
9161,0,1.0,2.0,1,0.0,0.75,0.1,0.1
9171,0,0.0,2.0,1,1.0,1.0,,
9180,1,0.0,1.0,1,1.0,,,
9192,1,0.0,3.0,1,0.0,,,
9193,0,1.0,2.0,1,0.0,0.0,1.0,
9198,1,1.0,1.0,1,0.0,0.8,1.0,0.75
9217,1,0.0,2.0,1,1.0,0.0,1.0,
9232,1,0.0,2.0,1,1.0,0.75,0.8,0.5
9241,0,0.0,1.0,1,1.0,0.0,1.0,0.4
9242,0,0.0,3.0,1,1.0,0.4,0.8,0.9
9244,0,0.0,1.0,1,1.0,0.25,1.0,0.5
9246,0,0.0,0.0,0,1.0,0.6,,0.85
9270,0,0.0,4.0,1,1.0,1.0,0.6,0.7
9291,0,1.0,0.0,0,0.0,0.75,1.0,0.5
9296,0,0.0,3.0,1,1.0,0.0,1.0,0.3
9331,0,1.0,1.0,1,0.0,,1.0,
9342,0,1.0,4.0,1,0.0,0.66,0.22,1.0
9353,0,0.0,4.0,1,0.0,0.25,1.0,0.9
9367,0,1.0,3.0,1,0.0,0.05,0.75,0.5
9370,1,0.0,0.0,0,0.0,0.9,0.25,1.0
9390,1,0.0,2.0,1,1.0,0.0,1.0,0.0
9426,0,0.0,1.0,1,1.0,,,
9440,1,0.0,2.0,1,1.0,1.0,1.0,
9448,1,0.0,3.0,1,1.0,0.65,1.0,0.3
9450,0,0.0,2.0,1,1.0,0.65,0.75,0.75
9453,0,1.0,1.0,1,0.0,1.0,1.0,1.0
9460,0,1.0,3.0,1,0.0,0.4,0.95,0.9
9481,1,1.0,3.0,1,0.0,1.0,1.0,0.15
9486,0,0.0,3.0,1,0.0,0.5,1.0,0.0
9492,1,1.0,1.0,1,0.0,0.2,1.0,0.5
9512,0,0.0,1.0,1,0.0,0.0,1.0,0.1
9552,1,1.0,3.0,1,0.0,0.0,1.0,0.9
9558,0,0.0,2.0,1,0.0,0.6,1.0,0.8
9560,1,0.0,2.0,1,1.0,0.15,1.0,0.2
9564,0,0.0,2.0,1,1.0,0.0,1.0,0.0
9578,0,0.0,3.0,1,1.0,1.0,0.0,0.1
9616,0,0.0,0.0,0,1.0,0.25,0.98,0.8
9637,0,1.0,2.0,1,0.0,1.0,,0.8
9659,0,0.0,0.0,0,1.0,0.9,0.7,0.9
9684,0,0.0,1.0,1,0.0,0.5,0.5,
9689,0,0.0,0.0,0,1.0,0.05,1.0,0.75
9713,1,0.0,2.0,1,0.0,1.0,0.8,0.7
9717,1,1.0,2.0,1,0.0,0.5,1.0,0.7
9726,1,1.0,3.0,1,0.0,0.95,0.0,0.0
9735,0,0.0,0.0,0,1.0,,,
9737,1,1.0,0.0,0,0.0,1.0,0.25,0.1
9743,1,0.0,0.0,0,0.0,,,
9779,1,0.0,0.0,0,1.0,0.0,1.0,1.0
9792,1,0.0,0.0,0,1.0,0.2,0.25,0.1
9798,1,1.0,2.0,1,0.0,,,
9857,1,0.0,5.0,1,0.0,0.0,0.5,
9894,1,0.0,0.0,0,1.0,0.75,1.0,0.05
9909,1,1.0,2.0,1,0.0,1.0,1.0,1.0
9925,1,0.0,0.0,0,1.0,0.5,0.5,1.0
9936,1,1.0,2.0,1,0.0,0.05,0.75,0.5
9939,1,0.0,0.0,0,1.0,0.0,1.0,0.0
9957,0,0.0,0.0,0,0.0,0.0,1.0,0.1
9961,1,0.0,3.0,1,1.0,0.0,1.0,0.0
9985,1,0.0,0.0,0,1.0,,,
10008,1,0.0,0.0,0,1.0,,,0.5
10032,1,0.0,1.0,1,0.0,,0.5,0.65
10043,1,0.0,2.0,1,1.0,0.1,0.8,0.9
10066,1,0.0,3.0,1,0.0,0.0,1.0,0.25
10072,1,1.0,0.0,0,0.0,1.0,0.0,
10104,1,0.0,0.0,0,1.0,0.5,0.8,0.8
10119,1,0.0,3.0,1,0.0,1.0,,
10120,1,0.0,0.0,0,1.0,0.5,0.9,0.05
10145,1,0.0,0.0,0,1.0,0.5,1.0,1.0
10169,1,1.0,0.0,0,0.0,1.0,0.0,0.0
10187,1,1.0,1.0,1,0.0,0.5,,0.5
10209,1,0.0,0.0,0,0.0,0.0,0.0,0.8
10213,0,1.0,1.0,1,0.0,1.0,1.0,
10214,0,0.0,2.0,1,1.0,0.0,1.0,0.0
10215,0,0.0,0.0,0,1.0,0.2,1.0,0.05
10224,1,0.0,2.0,1,0.0,1.0,1.0,0.25
10229,0,0.0,0.0,0,1.0,0.5,0.3,0.5
10240,0,0.0,2.0,1,1.0,0.05,0.95,0.35
10245,0,1.0,3.0,1,0.0,0.0,,
10283,0,0.0,3.0,1,1.0,0.4,1.0,0.5
10290,1,0.0,2.0,1,1.0,0.2,1.0,0.9
10302,1,0.0,2.0,1,0.0,,1.0,
10313,0,0.0,0.0,0,1.0,0.1,1.0,0.1
10316,0,1.0,2.0,1,0.0,0.8,1.0,0.75
10326,0,1.0,2.0,1,0.0,0.95,1.0,0.05
10327,0,1.0,2.0,1,0.0,0.1,1.0,0.1
10338,0,0.0,0.0,0,0.0,0.5,0.6,1.0
10346,1,1.0,2.0,1,0.0,0.5,1.0,0.2
10356,0,0.0,2.0,1,1.0,0.5,,0.1
10386,0,0.0,0.0,0,1.0,0.0,1.0,0.8
10396,1,0.0,2.0,1,1.0,0.5,1.0,0.1
10399,0,1.0,3.0,1,0.0,0.75,0.05,0.95
10403,0,0.0,3.0,1,0.0,1.0,1.0,
10404,1,0.0,0.0,0,1.0,0.5,0.8,0.5
10405,0,0.0,3.0,1,1.0,0.5,1.0,0.0
10407,0,0.0,0.0,0,1.0,0.0,0.85,0.25
10409,0,1.0,4.0,1,0.0,,0.5,
10424,1,0.0,2.0,1,1.0,0.8,0.5,0.65
10431,0,0.0,2.0,1,1.0,0.9,0.5,0.5
10442,1,0.0,0.0,0,1.0,0.0,1.0,0.0
10460,0,0.0,1.0,1,0.0,0.72,1.0,
10462,0,0.0,2.0,1,0.0,0.2,0.5,
10486,1,0.0,2.0,1,1.0,0.7,0.6,0.3
10498,0,0.0,0.0,0,1.0,0.9,,
10503,0,0.0,2.0,1,1.0,0.2,1.0,0.2
10525,0,0.0,0.0,0,0.0,,,0.5
10532,1,0.0,0.0,0,1.0,0.5,0.0,0.0
10541,0,0.0,1.0,1,1.0,,,
10551,0,0.0,1.0,1,0.0,0.2,0.65,0.35
10553,0,1.0,0.0,0,0.0,,,0.5
10556,0,0.0,0.0,0,1.0,0.5,0.9,0.8
10565,1,0.0,0.0,0,1.0,0.7,0.5,1.0
10577,1,0.0,0.0,0,1.0,0.1,0.9,0.9
10589,1,0.0,1.0,1,1.0,0.5,0.95,0.95
10594,0,0.0,2.0,1,1.0,0.2,0.95,0.7
10603,1,1.0,2.0,1,0.0,0.5,,0.2
10605,0,0.0,0.0,0,1.0,0.0,0.9,0.8
10648,0,0.0,3.0,1,1.0,0.0,1.0,0.0
10667,1,1.0,3.0,1,0.0,0.2,1.0,0.0
10700,1,1.0,1.0,1,0.0,0.8,1.0,0.8
10721,1,1.0,3.0,1,0.0,1.0,,
10723,0,0.0,3.0,1,1.0,1.0,1.0,0.5
10738,0,0.0,1.0,1,1.0,0.0,0.99,0.4
10740,1,1.0,0.0,0,0.0,0.5,0.75,0.5
10746,0,0.0,1.0,1,1.0,0.0,1.0,0.65
10791,1,1.0,0.0,0,0.0,1.0,,0.0
10797,0,0.0,3.0,1,1.0,0.0,1.0,1.0
10807,0,1.0,0.0,0,0.0,0.0,1.0,0.5
10812,1,0.0,1.0,1,0.0,0.5,1.0,
10813,1,0.0,2.0,1,1.0,0.8,0.8,
10822,1,0.0,3.0,1,1.0,0.0,,
10826,0,0.0,1.0,1,1.0,0.9,1.0,0.0
10854,1,1.0,2.0,1,0.0,0.5,0.95,0.1
10862,0,0.0,0.0,0,1.0,0.5,1.0,0.8
10872,1,0.0,2.0,1,0.0,0.1,0.5,0.1
10897,0,0.0,4.0,1,1.0,0.0,1.0,0.5
10900,0,1.0,2.0,1,0.0,0.9,0.95,0.5
10920,1,0.0,2.0,1,1.0,0.8,1.0,
10927,1,1.0,0.0,0,0.0,0.5,0.1,0.9
10929,0,0.0,2.0,1,1.0,0.5,1.0,0.15
10935,0,1.0,1.0,1,0.0,,,
10948,1,0.0,2.0,1,0.0,0.0,1.0,0.95
10978,1,1.0,3.0,1,0.0,,0.75,
10981,1,0.0,0.0,0,1.0,0.1,0.85,0.8
10997,0,0.0,0.0,0,0.0,0.0,1.0,0.25
11002,0,0.0,2.0,1,1.0,0.0,1.0,0.7
11007,0,0.0,3.0,1,1.0,0.1,0.9,0.75
11011,1,1.0,2.0,1,0.0,0.25,0.75,0.1
11012,1,0.0,0.0,0,1.0,,,1.0
11016,0,0.0,3.0,1,1.0,1.0,0.0,0.0
11035,1,0.0,0.0,0,1.0,0.1,0.1,0.25
11044,1,1.0,1.0,1,0.0,0.99,0.25,0.99
11049,0,0.0,3.0,1,1.0,0.3,1.0,0.5
11067,1,0.0,2.0,1,0.0,0.1,1.0,0.25
11073,0,0.0,0.0,0,1.0,0.0,0.75,0.1
11076,0,0.0,1.0,1,1.0,0.05,0.9,0.25
11087,1,0.0,1.0,1,1.0,0.0,1.0,0.0
11105,0,0.0,3.0,1,1.0,0.4,1.0,0.25
11110,1,0.0,0.0,0,1.0,0.1,0.9,0.7
11111,1,1.0,2.0,1,0.0,,,
11116,1,0.0,0.0,0,1.0,0.95,0.0,1.0
11139,0,0.0,2.0,1,1.0,0.0,0.75,0.8
11157,1,0.0,1.0,1,1.0,0.8,0.75,0.9
11164,1,0.0,2.0,1,1.0,0.5,0.8,0.5
11182,1,0.0,0.0,0,0.0,1.0,0.5,0.8
11189,1,0.0,3.0,1,1.0,0.0,1.0,0.8
11197,1,0.0,0.0,0,1.0,0.1,0.75,0.7
11205,1,0.0,1.0,1,0.0,0.75,0.65,0.5
11209,1,1.0,4.0,1,0.0,,1.0,1.0
11245,1,1.0,0.0,0,0.0,0.9,0.3,0.75
11255,1,0.0,2.0,1,1.0,0.5,0.1,0.5
11291,1,0.0,2.0,1,1.0,0.5,0.9,0.9
11299,1,0.0,1.0,1,1.0,1.0,0.0,0.25
11321,1,0.0,0.0,0,1.0,0.5,0.8,0.9
11332,1,1.0,1.0,1,0.0,0.5,1.0,0.5
11340,1,0.0,3.0,1,0.0,0.05,1.0,0.6
11342,0,0.0,0.0,0,1.0,0.5,0.4,0.7
11379,1,1.0,1.0,1,0.0,0.3,1.0,0.0
11395,1,0.0,3.0,1,1.0,0.9,0.9,
11425,1,0.0,1.0,1,1.0,0.0,0.1,0.2
11432,1,1.0,3.0,1,0.0,0.0,0.5,0.0
11441,1,0.0,2.0,1,1.0,0.5,0.5,0.05
11453,1,0.0,2.0,1,1.0,,1.0,
11464,1,0.0,0.0,0,1.0,0.5,0.5,0.3
11472,0,0.0,3.0,1,0.0,0.0,1.0,0.0
11489,0,0.0,2.0,1,1.0,0.25,1.0,1.0
11492,1,0.0,1.0,1,0.0,0.5,1.0,0.0
11507,0,0.0,2.0,1,0.0,0.75,1.0,0.05
11512,0,0.0,2.0,1,0.0,,,1.0
11529,0,0.0,0.0,0,1.0,0.0,0.5,
11538,0,1.0,2.0,1,0.0,0.0,1.0,0.0
11555,0,0.0,2.0,1,1.0,0.4,0.4,0.4
11557,0,0.0,2.0,1,1.0,1.0,1.0,
11616,0,0.0,1.0,1,1.0,0.6,0.7,0.4
11626,1,1.0,2.0,1,0.0,1.0,0.0,0.0
11632,0,1.0,3.0,1,0.0,0.0,1.0,
11651,0,1.0,1.0,1,0.0,0.9,1.0,0.3
11652,0,0.0,0.0,0,1.0,0.1,0.5,0.1
11660,1,0.0,0.0,0,0.0,0.0,0.0,0.0
11681,1,0.0,1.0,1,1.0,0.0,1.0,0.33
11719,0,0.0,3.0,1,1.0,0.15,1.0,1.0
11720,0,0.0,3.0,1,1.0,0.8,1.0,0.2
11727,0,0.0,1.0,1,1.0,0.1,1.0,0.9
11729,0,0.0,6.0,1,1.0,0.2,0.8,0.5
11732,0,0.0,2.0,1,1.0,0.3,1.0,0.6
11738,1,0.0,3.0,1,1.0,1.0,0.99,0.1
11762,0,1.0,0.0,0,0.0,0.75,0.5,0.75
11794,0,0.0,0.0,0,1.0,0.75,,0.0
11802,0,0.0,2.0,1,1.0,1.0,1.0,0.25
11805,0,0.0,4.0,1,0.0,0.25,0.8,0.5
11853,1,1.0,2.0,1,0.0,0.8,1.0,
11866,0,1.0,2.0,1,0.0,0.75,0.0,0.9
11879,1,1.0,2.0,1,0.0,0.5,0.8,0.0
11880,0,0.0,2.0,1,1.0,,0.8,
11917,1,0.0,0.0,0,1.0,0.25,0.5,1.0
11932,1,1.0,1.0,1,0.0,0.5,1.0,0.0
11938,0,0.0,2.0,1,1.0,0.5,1.0,1.0
