respid,mu,zeta
3050,0.11066619448805647,0.7522429784092477
3069,-0.05776652287279173,2.140984763965627
3076,1.5699484128483143,0.3549698799771512
3098,-1.0,3.0
3103,0.26026734725621575,0.9237973795293303
3104,0.10664011739521266,0.3577044374194649
3105,0.32338424881266,0.04616212608241724
3127,-0.025655163194829925,1.9810944256610972
3136,0.6647061029913562,0.08976633592065104
3140,1.30703333402789,0.5157775412627743
3144,0.3274891631401472,0.9373287344554297
3145,0.11639228224423755,0.5554855672944384
3153,0.0905913916725269,0.407376240359518
3160,0.24967625588540945,0.009801474142605071
3197,0.11062382494603279,0.2988908429523061
3198,0.1926709182865554,0.7513897292906766
3201,-1.0,3.0
3202,0.06973222965154123,1.1797881965515318
3214,-1.0,0.5461880680634045
3235,-1.0,0.9175101135154113
3237,0.18616512579675337,0.04232554047909619
3242,0.3167440939246636,0.6115382983713399
3254,1.231186614486057,1.587158681390792
3271,0.2624307263561465,0.908755414603548
3274,0.24967625588540945,0.009801474142605071
3319,0.7597979683848641,0.4273796528763895
3326,-1.0,0.5461880680634045
3330,0.18616512579675337,0.04232554047909619
3338,1.1105164653385018,2.620073062330642
3340,0.07692894045961114,0.15164653650447993
3343,-0.1784883062632643,2.839506539440532
3362,-0.49077709544570275,1.7195603196111688
3365,-0.02661491834877474,2.0945485855207266
3381,2.3560945876459938,3.0
3390,1.1827405552661805,1.0451029558844767
3398,-1.0,0.531122602838944
3405,-1.0,0.7068215801620517
3406,-1.0,2.307865766684977
3434,0.3619998839736779,0.11122485207760427
3435,0.5881890283312114,1.315832981360363
3442,-1.0,2.74756689740731
3446,0.07818354191746342,0.5793518580074798
3452,1.361734299777363,0.23578650708730625
3457,-0.1784883062632643,2.839506539440532
3474,0.03826054979026404,0.5864226339067935
3488,0.4590032486638814,0.7075030407108167
3491,0.20524432592281389,0.9468451656748504
3501,0.10058213820438845,0.7381555467465912
3505,0.6154639024279318,0.7955430957019501
3522,1.137708291736596,1.4181550063734012
3531,0.44641753237774523,0.7802722710230569
3532,0.07169782694060456,0.022152457019277705
3541,-1.0,0.7755398599434952
3550,0.3300020960519072,0.03319515188332283
3557,-0.012171332134962404,1.2424718317235874
3564,0.9282804514553592,0.6032913620510029
3572,0.012107246573919435,0.01115604002619871
3586,1.0096001793532448,1.1269291320887573
3587,0.7306098336529443,2.6877988232766192
3601,-0.10990140911600108,1.0135707493949477
3631,-1.0,3.0
3633,2.029831957610319,1.007239612990851
3642,0.7536909235818148,0.3630078238287549
3656,0.5822670171462001,0.3553674490257767
3663,0.24967625588540945,0.009801474142605071
3680,0.02738454793869078,0.5883351974192198
3692,-0.6776483121716895,3.0
3695,0.24967625588540945,0.009801474142605071
3698,-1.0,0.5607410302174016
3699,0.9889465533606645,1.3753350535367401
3715,-1.0,0.9438456226230524
3721,-1.0,0.8673453852842705
3729,0.18616512579675337,0.04232554047909619
3750,0.14117538394972418,0.35218915474271045
3751,1.4131200627716274,1.5321525996771266
3771,1.0580839168312288,1.0627671835778456
3777,0.11066619448805647,0.7522429784092477
3785,1.4011824461319755,3.0
3795,-0.1799860261418279,1.8518191373253758
3802,0.1696510436852971,0.06023282726806037
3807,0.6788546159938537,1.0581422838442516
3822,1.5321501853571955,0.31821891690134535
3826,0.2604202405062356,0.4601153856601973
3899,0.06429473224295014,2.227560465901257
3908,0.32338424881266,0.04616212608241724
3910,-1.0,3.0
3914,0.17594324612639753,0.6513485708103817
3924,0.37312355694311317,0.7947165107125408
3926,0.052756209497382564,0.9130739807048761
3930,1.3944016808472184,1.829318097259059
3931,-1.5971197165874096e-07,0.2323746477124121
3935,0.12349691492920949,0.08351955735440005
3944,0.7103700328543586,0.17993372314704661
3961,0.11647447962869142,0.36556518431611384
3975,-0.04755725276820213,1.7189821145859068
3983,0.1141445766640455,0.4079520985905362
3996,1.351637428345004,1.9408272962105713
4003,0.18594671265935395,0.15899686047754713
4035,0.6684999343711697,1.3950986308631435
4036,0.04884911556720201,1.2635211195276788
4060,1.4119978363850056,1.5862562975701524
4074,-0.020492614095147736,1.7927206728641736
4078,0.47385835949311794,0.08079675686762114
4085,0.20163105797536565,0.03338075281806005
4096,0.19375056137913435,0.15335526534847163
4111,-1.0,3.0
4113,0.1566909848818585,0.4517687000852543
4132,0.3300020960519072,0.03319515188332283
4134,-0.8756761770306075,1.3922544054838761
4139,0.7884390633981011,0.25858170121670027
4177,1.10384095071247,2.038175057062933
4182,-0.012171332134962404,1.2424718317235874
4191,0.8169097955435034,0.8583816602853565
4205,0.32093195439719496,0.26438619374966665
4210,0.2641915659923978,0.6033136483744913
4212,-0.027907775375546114,2.0737143650697956
4221,0.16512341160682462,0.0108808965969871
4231,0.267437688728571,1.4798514961870057
4232,0.5715210487602349,1.456990042035007
4249,1.0517494401576863,2.7235166954023917
4252,0.26403890940222907,1.0532834614529223
4264,-1.0,3.0
4270,0.07900973040012427,0.44398425569238903
4272,-0.41899352974801335,2.8874500076232223
4273,-1.0,3.0
4279,0.020090062345936455,0.6592920458085043
4292,0.1230728727106097,1.4812205535992655
4309,-0.043133539765628344,2.8580454077637225
4334,0.9513038072754515,2.0071080878299425
4352,0.26047724257629457,0.931013872063622
4369,0.1726457554110011,0.3262666565197534
4389,-0.6147429891802638,1.6889804238945305
4392,2.1663091867930824,0.7574938578750054
4394,0.08700847118844222,0.5723054031431543
4412,0.6991170727113226,1.0344119513979968
4503,-1.0,1.0546131523816473
4537,0.37683674394248623,0.015595041837185075
4542,0.20163105797536565,0.03338075281806005
4547,0.0717531289692716,0.8710221500642517
4551,-0.17845776110308947,1.1038397397512956
4585,1.5044941257081095,1.829399862560072
4587,0.1230728727106097,1.4812205535992655
4589,0.06681861120075687,0.03200463084871036
4620,0.18616512579675337,0.04232554047909619
4622,-1.0,3.0
4654,0.9139117158812347,0.5956698192805787
4670,1.1851843213003497,2.928616322315611
4673,0.09134956415556267,0.26567198620492294
4697,0.37111382608395627,0.030623027081885912
4701,0.45583953860532045,0.20883120702322477
4722,0.019131112932524376,1.6745477892537464
4727,0.29416801266424036,0.4735770806234791
4736,0.08763698140486484,0.2817313092655769
4738,0.3300020960519072,0.03319515188332283
4746,1.2009881006102732,2.605640919993085
4775,1.4259063320533087,0.7182592385558252
4815,0.32338424881266,0.04616212608241724
4816,0.19565646826956584,0.18068157613916114
4826,0.25825899599223395,0.7055231263600593
4868,0.7014261771500727,1.0807216148173187
4893,0.37111382608395627,0.030623027081885912
4901,0.4558396237333942,0.19796156613236923
4904,1.083654315127674,0.5565741016916611
4919,0.04341820368407747,0.08519984043032358
4922,0.4153770850783211,0.1816008277580816
4932,1.0395127265313993,1.777292170127265
4936,-1.0,1.9856418336267894
4943,0.012107246573919435,0.01115604002619871
4945,0.17150602059609807,0.010164688300746572
4957,0.19466002654361242,0.3163035721509701
4968,2.6265380784062895,3.0
4970,-0.003630195783458357,2.6274898126685176
4984,0.124686730998149,0.15931628112637922
4991,-1.0,3.0
4995,0.20163105797536565,0.03338075281806005
4998,0.059734641286004767,0.5413888603865026
5000,-0.0860508278918525,0.7286937687853345
5015,0.48817724458468503,0.7654569392935036
5041,-0.595592072573724,3.0
5104,-1.0,0.7914838635314874
5105,0.24967625588540945,0.009801474142605071
5110,0.04678557901383207,0.6616072134571592
5130,-1.0,0.5461880680634045
5141,2.029831957610319,1.007239612990851
5155,-0.016572429811510588,1.0421673130741334
5156,0.6160169299236811,1.4750649854328441
5164,-0.005010142356884811,2.6459394470026543
5231,0.47385835949311794,0.08079675686762114
5236,0.3619998839736779,0.11122485207760427
5262,0.7530138364227719,2.0837049357757085
5267,0.08700847118844222,0.5723054031431543
5281,-1.0,3.0
5291,0.11388012225899492,0.5103895804964931
5317,1.0943735686481506,1.3269729879536154
5321,-0.03768869113310079,1.461622804017731
5322,-1.0,3.0
5344,0.06786725705987483,1.1104839003115246
5351,0.18616512579675337,0.04232554047909619
5353,-0.6637826223587778,3.0
5354,-1.0,3.0
5356,-0.31978868831808843,0.4708417939594238
5366,0.24967625588540945,0.009801474142605071
5372,-0.12236481458564681,3.0
5392,0.46616630505567686,0.7499905648242385
5404,0.32338424881266,0.04616212608241724
5407,-0.5712474911837804,3.0
5430,0.3300020960519072,0.03319515188332283
5433,0.5459511562722119,3.0
5438,0.5937818503455647,1.7053051431497908
5454,0.5344950439878321,0.5502935430148932
5479,0.20163105797536565,0.03338075281806005
5495,0.7660755866924661,0.35281834010239405
5503,-1.0,0.5861020686786752
5513,0.06535556583474852,1.4540651389777846
5526,0.29256066394695657,0.9226559750996679
5529,0.11087713637415769,1.1547365657108293
5541,0.1230728727106097,1.4812205535992655
5557,-0.7853498272052438,2.2552547236988705
5564,1.1183357441207837,1.698091090875452
5568,-0.6584982950766922,3.0
5572,0.43402364092814927,1.0178032398802959
5610,0.07169782694060456,0.022152457019277705
5612,-0.012171332134962404,1.2424718317235874
5631,-0.02622454300488717,2.156143517290928
5663,0.9609000853712938,0.22740566085096187
5676,0.18616512579675337,0.04232554047909619
5693,0.9347778947098245,0.6856592571339252
5703,0.3326776312603802,0.09755932496730263
5707,-1.0,0.5461880680634045
5743,0.18597892413679423,0.3049650098457751
5772,-0.8222749677332475,3.0
5795,1.9218967160276297,2.833366451114331
5797,0.19027003362400735,0.3091818041947572
5857,1.0687858963415344,0.06217475884215251
5885,-1.0,3.0
5933,0.5031359458100158,1.0031761308210072
5941,0.05319745388997354,0.59547834002909
5943,0.18616512579675337,0.04232554047909619
5949,1.1229498695909228,0.19972314884661832
5951,-1.0,0.9408538336395567
5956,0.5466018243264394,0.35607322451873935
5961,0.19711094198962636,0.37249353340338826
5968,0.45107661424308654,0.5766001073175219
6001,0.7597087334042426,0.11262519118475645
6010,0.49395300720298985,0.23048249201148693
6012,0.9466210715490463,1.1477214305670667
6028,-0.29995259783941514,3.0
6029,0.07671652088619879,0.07068937630100888
6041,0.24967625588540945,0.009801474142605071
6049,0.11159218241721486,0.49057522868836406
6060,0.3451521679260768,0.7519411807614856
6073,1.4059741011267897,0.48610011241329637
6089,-0.6006155298982299,3.0
6126,0.27169318479251797,0.03663812611832763
6143,-0.4936875410361419,3.0
6145,-1.0,3.0
6146,-1.0,3.0
6159,1.1083913858620709,1.4602577265229206
6178,0.576297946244694,1.387332946597994
6196,0.18616512579675337,0.04232554047909619
6201,0.3150042447124961,0.3270781830374988
6217,1.267948422924979,2.226819033160625
6234,0.17759255531324866,0.290384177643641
6245,0.20794341559812976,0.6728779653976714
6249,-0.016583290639164833,0.6510653585667988
6261,0.46053769344151857,0.8586604125128864
6272,1.0493107011735903,1.629698428205751
6277,0.08560020086255467,0.3514974760424566
6288,0.08804352287458073,0.39554812222432184
6310,1.0762462065418414,0.523501768819935
6318,-1.0,3.0
6321,0.6562206110253617,0.5840222469677321
6323,0.314951660305951,0.22970061566150893
6330,-1.0,3.0
6335,-1.5971197165874096e-07,0.2323746477124121
6345,0.06445448686153063,0.46577504453217516
6348,0.01602693016623336,0.008020587913711939
6349,0.19098162699084964,0.2663571050833505
6357,0.01602693016623336,0.008020587913711939
6361,-1.0,3.0
6374,-0.04755725276820213,1.7189821145859068
6377,0.19138487419142583,0.7362932987448283
6386,0.19590791835803661,0.17927356445202383
6395,0.13666060751103687,0.49237136501835876
6406,0.07115560372846126,1.3356569677474244
6410,1.1364872169664746,1.2169366868800653
6430,1.0075364461117065,0.4109942858840028
6457,0.5745256747751812,0.4847818799126265
6465,0.18616512579675337,0.04232554047909619
6474,0.20163105797536565,0.03338075281806005
6479,-0.27665013530448274,1.255149676682404
6482,0.059619803053491016,1.3349194488097886
6492,0.1230728727106097,1.4812205535992655
6502,0.5341492549601454,0.5427412891714452
6511,0.10968347893179778,0.7262806148479599
6524,-1.0,0.6812328428769463
6530,-1.0,0.8831201902374877
6536,0.20163105797536565,0.03338075281806005
6570,0.6160169299236811,1.4750649854328441
6578,-0.7630563067200513,2.9336114994299267
6587,0.18616512579675337,0.04232554047909619
6611,-0.8577456432364484,3.0
6623,0.18616512579675337,0.04232554047909619
6629,0.1501910862788713,0.2753708803556986
6631,2.1663091867930824,0.7574938578750054
6638,0.11077735414680703,0.17455048180760063
6656,0.6291956899282122,0.1865306227466173
6673,-1.0,0.5861020686786752
6678,1.7577169935748516,2.1286429291126345
6697,0.31227711589224566,1.2768599656709814
6712,-1.0,3.0
6713,-0.011480578536290543,1.441765342888107
6716,0.03932664679503573,0.05517866174330037
6717,0.01602693016623336,0.008020587913711939
6729,3.0,1.2510566641325707
6740,-1.0,3.0
6747,0.16827804222110865,1.130881288301589
6759,-1.0,3.0
6765,0.11223040195740072,0.36704643027857276
6801,-0.007888307876873236,1.1873779078043105
6810,0.32338424881266,0.04616212608241724
6823,0.07169782694060456,0.022152457019277705
6845,1.1163052185921287,1.46966640677154
6852,0.32338424881266,0.04616212608241724
6854,0.0717531289692716,0.8710221500642517
6871,-1.58074174209212e-08,0.30034703624176207
6873,0.014567689736925455,0.009114059802130581
6878,0.019131112932524376,1.6745477892537464
6892,-1.0,3.0
6900,-0.043133539765628344,2.8580454077637225
6906,0.18616512579675337,0.04232554047909619
6967,0.32338424881266,0.04616212608241724
6983,-1.0,0.531122602838944
6987,0.8492114352911639,0.9013899399131069
6993,1.147386311526354,0.34993032630657805
7002,0.9119191085689297,0.6686085301119725
7029,0.5622480948931289,0.03012244955282109
7036,0.08361006478091366,1.019510756413401
7057,0.1230728727106097,1.4812205535992655
7063,-1.0,3.0
7069,-1.0,3.0
7078,0.5565214065946642,1.3497883241201767
7087,-1.0,0.5461880680634045
7094,-1.0,0.8551815080224416
7143,1.2197974278912411,2.2514610112755746
7147,1.243896603666039,1.279093428503193
7175,0.7597087334042426,0.11262519118475645
7179,0.40880729143911343,0.5934807522115968
7180,1.2557755721096477,1.3680971081490747
7185,0.3451159091329029,0.8264138439812972
7192,-1.0,0.6274987743464449
7201,0.48449572088495707,0.9244468817294944
7210,0.06430000066208019,0.8459829494641161
7246,-1.0,0.5861020686786752
7287,0.5738307269698035,0.9057783481502155
7291,0.20163105797536565,0.03338075281806005
7312,0.18616512579675337,0.04232554047909619
7332,0.7644034743287306,0.22976464374528646
7344,0.31231122176642995,0.3400668811105805
7345,-0.837235917315083,2.6095828879628717
7363,0.11077735414680703,0.17455048180760063
7387,0.04884911556720201,1.2635211195276788
7390,-0.00836922394275837,2.296153033489545
7391,-0.10332784735512858,2.167647251643154
7392,0.3259800097329482,0.10368396867953192
7393,0.34006233238158795,1.1864878124021305
7396,-1.0,0.6812328428769463
7409,0.15216159491857176,0.5871159811121702
7429,1.0424893037621932,1.5030117137533332
7441,-0.07992260477733566,2.479798068530892
7449,0.5861213548049442,0.7026351727888506
7468,-1.0,2.1171774406852175
7474,-0.8981039892968435,3.0
7488,0.06430000066208019,0.8459829494641161
7491,0.07692894045961114,0.15164653650447993
7496,0.931524818480877,1.0377233317642784
7529,0.2793547767529035,0.8719829913059434
7532,0.18616512579675337,0.04232554047909619
7536,1.0493107011735903,1.629698428205751
7538,0.6301095768816664,2.946113013289711
7540,0.32166461154553233,0.3382616797957627
7545,-1.0,3.0
7558,0.8168486874290255,0.9199178202373504
7567,1.2199775139946825,1.5850725536853818
7589,0.690663408918174,1.5966022629672907
7595,0.6018859010195622,0.04563831135908791
7607,0.26401370168548627,0.741459426713754
7621,1.5325553945225892,0.9645563679359636
7688,1.2521164072125734,0.42053481544899857
7698,0.19250738231423847,0.10437574155420652
7699,0.19250738231423847,0.10437574155420652
7730,0.6850960319666058,1.6958107216464282
7766,-0.006357029572831029,1.7362439185681142
7790,0.5789708219371291,1.6806297456620094
7791,0.014567689736925455,0.009114059802130581
7815,-1.0,3.0
7836,0.14760697316362761,0.011794222765088347
7852,0.13842032078840366,0.26803110515272033
7854,0.4406595209511992,0.15634902699132552
7860,0.10278728180610769,0.6031413556279831
7863,0.6291956899282122,0.1865306227466173
7870,0.18616512579675337,0.04232554047909619
7873,0.1392547143657641,0.21868906787972076
7907,0.014567689736925455,0.009114059802130581
7908,0.14760697316362761,0.011794222765088347
7911,0.6284555259146863,1.456160534414726
7966,-0.17577356691112783,1.8096900558751698
7979,-1.0,3.0
7987,0.10278728180610769,0.6031413556279831
7999,0.2908895290193139,0.9045869496178964
8003,1.7577169935748516,2.1286429291126345
8006,0.23709180249438863,0.8604728349670929
8008,0.10278728180610769,0.6031413556279831
8009,0.3597457642830412,0.15899743978169423
8033,0.5916273692717648,0.10190160397300108
8039,0.32338424881266,0.04616212608241724
8049,0.5862755580028903,1.048752286735617
8051,1.521913307417429,2.0639619390213433
8053,-1.0,0.531122602838944
8072,0.32338424881266,0.04616212608241724
8077,-0.9936222037721106,3.0
8099,1.8798248485314375,2.8938115688252686
8111,-1.0,0.9438456226230524
8122,0.197502311802051,1.3266495448718332
8126,-1.0,0.5861020686786752
8127,0.39481350870426984,0.8544942488252433
8144,0.5386257063671315,1.2439127372004473
8170,1.1931498081728074,0.2690008335556461
8174,2.4215670370157363,0.5989525862128344
8181,0.05526589640724453,0.26482014870335674
8196,1.2847246057626036,1.663425040775808
8204,0.24967625588540945,0.009801474142605071
8206,-0.018977413704548574,1.0742232700867287
8224,0.02886277619999135,0.05501905873455222
8226,1.0687858963415344,0.06217475884215251
8231,0.5916273692717648,0.10190160397300108
8232,0.37319446411267815,0.061692915214018915
8234,0.8713804444030472,0.9944058297495604
8249,0.2446234411120277,0.07795496532492269
8258,0.9217865856672008,0.5240469433929764
8263,0.40880729143911343,0.5934807522115968
8264,1.1931498081728074,0.2690008335556461
8270,0.004121306762622612,0.0011596977545133178
8282,-0.3362398300780336,2.3551142678392307
8287,-0.05035029020177879,0.8217163023813542
8289,-1.0,0.531122602838944
8290,1.2510525019699432,1.9166882035957065
8304,0.5839794203350909,0.31630240404459226
8305,0.014567689736925455,0.009114059802130581
8310,0.9939381413770907,0.8452563058665257
8318,0.1566909848818585,0.4517687000852543
8319,0.19711094198962636,0.37249353340338826
8322,-0.12323480352827333,1.723429880914663
8325,1.7224812948573764,2.8859070869302133
8326,0.037330066584513995,0.9310521198322002
8333,2.586668791927744,2.901478086170145
8338,1.1669084912575636,0.9137830830219233
8377,0.004121306762622612,0.0011596977545133178
8390,0.04678557901383207,0.6616072134571592
8393,-0.3807883808416719,2.4862547549006697
8401,0.7347035535899562,0.17447483496493474
8416,0.32338424881266,0.04616212608241724
8417,0.014567689736925455,0.009114059802130581
8418,-1.0,0.7689608198228216
8420,-1.0,3.0
8424,1.5213785492755327,1.744820789481356
8430,0.37683674394248623,0.015595041837185075
8434,0.4180576023970815,0.14391949226754766
8439,0.6374905785490141,0.09769220237967018
8440,0.004121306762622612,0.0011596977545133178
8460,-0.5164456155069951,1.4626643935782964
8461,0.24967625588540945,0.009801474142605071
8467,0.17723827599053052,0.5123006236467588
8474,-1.0,0.531122602838944
8475,0.08405677861980945,0.0291321147809549
8486,0.7316792565159351,0.2894354503047229
8503,0.004121306762622612,0.0011596977545133178
8504,-1.0,1.177946266226909
8505,0.24967625588540945,0.009801474142605071
8510,0.7049672242643549,0.6745938248736856
8513,1.6111998323025536,1.1508085387516056
8529,0.3338746051858679,0.0388860677182568
8532,0.08017599130265608,0.39538185471491893
8538,0.09089520710716636,0.47807037935601554
8556,0.1566909848818585,0.4517687000852543
8561,0.989323863276666,1.2193445271417485
8574,0.10737352665774046,0.5038424679970392
8576,0.02931497170588472,0.00965209367552855
8612,1.1103340998014506,0.8986170149033342
8614,0.37963161981610816,0.5934801704148519
8623,0.34140781419906446,0.24166590687949643
8637,0.23833280148620398,0.3490191917253937
8648,0.41712775653642004,0.027729776675276242
8649,0.13085691484646153,0.1839607246102034
8669,0.7222170014242402,2.435143427245734
8698,0.17503530612109006,0.43502548551125536
8718,0.3300020960519072,0.03319515188332283
8719,0.6303605906466272,0.2916982984798639
8721,0.24967625588540945,0.009801474142605071
8734,0.8432167115824417,0.9564219569816331
8749,0.24967625588540945,0.009801474142605071
8765,0.004121306762622612,0.0011596977545133178
8767,1.6296367273792358,1.159854146032174
8781,0.1545291903954679,0.6568932725428093
8783,-1.0,2.7255071018399684
8786,0.7883767274583836,1.7236247599958188
8790,-0.3787271490051965,1.3066082560012233
8810,0.030237602511459245,0.034451388165695665
8818,0.3619998839736779,0.11122485207760427
8822,0.004121306762622612,0.0011596977545133178
8823,0.32338424881266,0.04616212608241724
8832,0.003313478014828993,0.6778666649020831
