respid,wgt,cma,married,own,wealth_total,mort_balance,home_value,share_rrsp
1211,3306.360982332038,2,0,1,55000.0,24000.0,220000.0,0.7272727272727273
1212,4398.058351676,11,0,1,240000.0,0.0,500000.0,0.16666666666666666
1227,4230.715283026676,7,1,1,400000.0,0.0,700000.0,1.0
1238,897.8346892314378,1,0,1,300000.0,0.0,300000.0,1.0
1248,3922.9483782185284,6,0,1,150000.0,0.0,200000.0,1.0
1257,897.8346892314378,6,1,1,30000.0,0.0,400000.0,0.3333333333333333
1265,897.8346892314378,1,1,1,610000.0,0.0,800000.0,0.819672131147541
1268,1666.0411339049424,11,1,1,135000.0,0.0,1500000.0,0.6666666666666666
1281,688.7628253365825,4,1,1,51000.0,220181.1970874188,450000.0,0.9803921568627451
1290,688.7628253365825,5,1,1,300000.0,200000.0,500000.0,1.0
1303,3922.9483782185284,1,1,1,135000.0,0.0,1200000.0,0.3333333333333333
1316,4230.715283026676,1,1,1,45000.0,0.0,400000.0,0.0
1320,967.2736886617231,2,1,1,420000.0,0.0,450000.0,0.9523809523809523
1323,967.2736886617231,2,1,1,480000.0,0.0,400000.0,0.75
1324,967.2736886617231,9,1,1,380000.0,0.0,450000.0,0.6578947368421053
1332,1278.4983244321725,1,0,1,189000.0,23000.0,490000.0,0.8783068783068783
1355,4230.715283026676,1,0,1,577120.6452050965,0.0,669889.3523252578,0.8305757256256359
1364,897.8346892314378,1,0,1,80000.0,0.0,518556.2913388278,1.0
1370,1666.0411339049424,3,0,1,210000.0,0.0,500000.0,0.6666666666666666
1374,967.2736886617231,2,1,1,259000.0,0.0,400000.0,0.7722007722007722
1389,4942.474513256949,1,0,1,250000.0,145000.0,375000.0,0.8
1404,1321.982893522959,2,0,1,125000.0,0.0,400000.0,0.6
1412,4427.977115973115,3,1,1,70000.0,0.0,800000.0,1.0
1421,1321.982893522959,2,1,1,600000.0,0.0,1000000.0,0.8333333333333334
1423,4230.715283026676,1,1,1,466414.4440618825,0.0,1307198.464336753,0.7086022869854393
1439,949.5838434120577,3,0,1,450000.0,0.0,650000.0,0.9444444444444444
1449,3653.671297737253,8,1,1,65000.0,98000.0,325000.0,1.0
1472,897.8346892314378,6,1,1,0.0,188000.0,239000.0,0.0
1477,1278.4983244321725,1,0,1,31000.0,0.0,850000.0,0.16129032258064516
1506,1278.4983244321725,1,0,1,77857.3784241306,0.0,1500000.0,1.0
1540,1278.4983244321725,1,0,1,560000.0,0.0,910000.0,0.8928571428571429
1591,1278.4983244321725,1,0,1,49990.42999843386,0.0,900000.0,1.0
1592,1278.4983244321725,1,1,1,900000.0,0.0,1400000.0,0.5555555555555556
1660,1278.4983244321725,1,0,1,300000.0,0.0,1200000.0,0.6666666666666666
1685,897.8346892314378,1,1,1,520000.0,0.0,1200000.0,0.9615384615384616
1719,1666.0411339049424,3,1,1,556041.4334539294,0.0,2000000.0,0.8992135656045986
1761,688.7628253365825,5,1,1,450000.0,150000.0,400000.0,1.0
1771,1278.4983244321725,7,0,1,257000.0,0.0,500000.0,0.8754863813229572
1788,4230.715283026676,1,0,1,14000.0,0.0,650000.0,0.0
1799,999.5341708562004,4,1,1,500000.0,0.0,440000.0,1.0
1805,880.8996211331786,8,0,1,377535.30438214494,0.0,514971.5071543344,0.7374022637768699
1842,880.8996211331786,8,1,1,105000.0,0.0,399000.0,0.3333333333333333
1852,4230.715283026676,1,0,1,220000.0,0.0,1300000.0,0.6818181818181818
1869,3027.395677984212,5,1,1,300000.0,0.0,540000.0,0.6666666666666666
1884,3027.395677984212,4,0,1,248000.0,40000.0,185000.0,0.8467741935483871
1892,4427.977115973115,3,0,1,315000.0,0.0,580000.0,0.7777777777777778
1914,999.5341708562004,5,1,1,260000.0,0.0,275000.0,0.9615384615384616
1929,1278.4983244321725,1,1,1,70000.0,34000.0,600000.0,0.8571428571428571
1931,8497.513381368772,1,1,1,610000.0,0.0,1100000.0,0.819672131147541
1955,897.8346892314378,1,1,1,640000.0,0.0,2000000.0,0.78125
1967,4230.715283026676,1,1,1,550000.0,0.0,2000000.0,0.9090909090909091
1978,1278.4983244321725,1,1,1,375200.0,0.0,1300000.0,0.9994669509594882
2039,1666.0411339049424,3,1,1,505000.0,400000.0,1200000.0,0.9900990099009901
2048,1278.4983244321725,1,0,1,210000.0,0.0,1000000.0,0.6190476190476191
2049,1278.4983244321725,1,1,1,0.0,0.0,1800000.0,0.0
2061,967.2736886617231,2,1,1,215694.63814365648,0.0,728521.2051220443,0.1303577116642992
2086,2740.425636006952,10,1,1,440000.0,0.0,500000.0,0.6818181818181818
2089,1278.4983244321725,1,1,1,105000.0,59000.0,1000000.0,0.9523809523809523
2136,688.7628253365825,4,1,1,10000.0,0.0,250000.0,1.0
2137,4851.619932747694,2,1,1,555000.0,0.0,400000.0,0.7207207207207207
2142,1321.982893522959,2,0,1,265000.0,0.0,290000.0,0.7547169811320755
2231,3027.395677984212,5,1,1,325000.0,0.0,390000.0,0.7692307692307693
2306,4851.619932747694,2,0,1,307485.61151828687,0.0,500000.0,0.837390765203248
2334,4851.619932747694,2,1,1,102000.0,21000.0,325000.0,0.7843137254901961
2362,1321.982893522959,2,1,1,550000.0,0.0,400000.0,0.9090909090909091
2365,4427.977115973115,3,1,1,221639.5354580889,0.0,880000.0,0.8872042393143916
2367,999.5341708562004,4,1,1,550000.0,0.0,600000.0,0.9090909090909091
2371,880.8996211331786,8,1,1,600000.0,0.0,375000.0,0.8333333333333334
2392,4398.058351676,3,1,1,600000.0,0.0,1400000.0,0.8333333333333334
2398,949.5838434120577,3,1,1,437944.72422262223,0.0,621102.4083414216,0.7485165509929709
2436,4942.474513256949,1,1,1,150000.0,0.0,800000.0,0.6666666666666666
2442,3306.360982332038,9,1,1,120000.0,50000.0,250000.0,1.0
2447,9577.007435639074,8,1,1,0.0,0.0,280000.0,0.0
2454,8497.513381368772,1,1,1,64763.74055060387,10000.0,1500000.0,0.46322216328068894
2457,3084.2107633132296,5,0,1,407000.0,0.0,660000.0,0.7027027027027027
2465,938.1637312456232,10,0,1,200.0,130000.0,165000.0,0.0
2479,938.1637312456232,10,1,1,522448.8080864966,0.0,180000.0,0.7226935318229913
2487,1278.4983244321725,6,0,1,135000.0,0.0,400000.0,0.9259259259259259
2500,897.8346892314378,1,1,1,218813.91066559445,0.0,1200000.0,1.0
2502,897.8346892314378,1,1,1,625000.0,0.0,950000.0,0.8
2528,4427.977115973115,11,0,1,327000.0,105000.0,600000.0,0.72782874617737
2549,4851.619932747694,2,1,1,580000.0,0.0,700000.0,0.8620689655172413
2596,4853.275748785212,8,0,1,140000.0,0.0,225000.0,1.0
2598,2341.501344690914,4,1,1,35500.0,0.0,445000.0,0.704225352112676
2611,4942.474513256949,6,0,1,275000.0,0.0,500000.0,0.7272727272727273
2623,897.8346892314378,1,1,1,650000.0,0.0,950000.0,0.7692307692307693
2636,897.8346892314378,6,0,1,43131.68916913896,0.0,400000.0,0.0
2659,8497.513381368772,1,1,1,530000.0,0.0,1300000.0,0.9433962264150944
2676,3653.671297737253,8,1,1,300000.0,90000.0,450000.0,1.0
2685,880.8996211331786,8,0,1,50000.0,0.0,650000.0,0.0
2686,3027.395677984212,4,1,1,474000.0,0.0,525000.0,0.7383966244725738
2709,2726.959170965149,10,0,1,42000.0,68000.0,100000.0,0.5238095238095238
2726,4230.715283026676,7,0,1,150000.0,0.0,250000.0,1.0
2728,3922.9483782185284,1,1,1,120000.0,0.0,1000000.0,0.5
2745,3922.9483782185284,6,1,1,54000.0,140000.0,300000.0,0.9259259259259259
2758,8497.513381368772,1,1,1,350000.0,0.0,1000000.0,0.5714285714285714
2768,4942.474513256949,7,1,1,384971.25103725074,0.0,850000.0,0.8960481578894399
2783,3653.671297737253,8,0,1,545000.0,0.0,280000.0,0.9174311926605505
2804,4942.474513256949,1,1,1,428606.3706206406,0.0,895363.4180345447,1.0
2829,8497.513381368772,1,1,1,171883.6324785116,0.0,380428.08152054495,1.0
2866,999.5341708562004,4,0,1,0.0,50000.0,300000.0,0.0
2868,4942.474513256949,7,1,1,45827.08532834436,0.0,850000.0,0.0
2869,3027.395677984212,5,1,1,250000.0,0.0,450000.0,1.0
2870,4230.715283026676,1,0,1,320000.0,0.0,500000.0,0.78125
2874,8497.513381368772,1,1,1,475000.0,0.0,800000.0,0.7368421052631579
2877,4230.715283026676,1,1,1,268926.39446635224,0.0,921702.9713281881,0.737367842942193
2894,6357.119592832336,4,1,1,500000.0,0.0,280000.0,1.0
2923,4230.715283026676,6,0,1,43000.0,0.0,755554.9510262782,0.8837209302325582
2958,897.8346892314378,7,1,1,600000.0,0.0,750000.0,0.8333333333333334
3014,3027.395677984212,4,1,1,170569.4423958906,132910.84126794408,328547.7038415486,1.0
3018,4427.977115973115,11,0,1,106000.0,105000.0,525000.0,0.9433962264150944
3050,1278.4983244321725,1,1,1,155437.15348466352,0.0,2101758.0769911804,0.9764610106588164
3069,3306.360982332038,2,1,1,200050.0,69000.0,450000.0,0.9997500624843789
3076,688.7628253365825,4,1,1,500000.0,0.0,500000.0,1.0
3098,2341.501344690914,4,1,1,83248.79626800641,0.0,926287.3251406129,1.0
3103,897.8346892314378,1,0,1,68000.0,0.0,800000.0,0.29411764705882354
3104,897.8346892314378,1,0,1,235000.0,0.0,980000.0,0.851063829787234
3105,6226.779569658952,2,1,1,398306.27244553086,0.0,279401.3293256751,0.8953059855554734
3127,1278.4983244321725,1,0,1,100000.0,0.0,140000.0,0.9
3136,2726.959170965149,10,1,1,450000.0,0.0,420000.0,0.8888888888888888
3140,967.2736886617231,2,0,1,500000.0,0.0,400000.0,1.0
3144,897.8346892314378,7,1,1,650000.0,0.0,1300000.0,0.7692307692307693
3145,4942.474513256949,7,1,1,120000.0,0.0,550000.0,0.8333333333333334
3153,1278.4983244321725,1,0,1,555000.0,0.0,1000000.0,0.9009009009009009
3160,688.7628253365825,5,0,1,0.0,85000.0,200000.0,0.0
3197,6357.119592832336,5,1,1,275000.0,0.0,379000.0,0.7272727272727273
3198,897.8346892314378,6,1,1,225000.0,0.0,500000.0,0.6666666666666666
3201,1278.4983244321725,1,1,1,660000.0,0.0,1400000.0,0.7575757575757576
3202,1321.982893522959,9,1,1,220000.0,60000.0,550000.0,0.7727272727272727
3214,3922.9483782185284,1,1,1,100000.0,0.0,475000.0,1.0
3235,2726.959170965149,10,1,1,35000.0,0.0,170000.0,0.42857142857142855
3237,3922.9483782185284,1,1,1,248101.74319527578,0.0,985000.0,0.8790818653120562
3242,1278.4983244321725,1,1,1,4000.0,0.0,750000.0,0.0
3254,897.8346892314378,1,1,1,700000.0,0.0,1200000.0,0.7142857142857143
3271,2726.959170965149,10,0,1,123000.0,0.0,175000.0,0.4878048780487805
3274,2341.501344690914,5,1,1,620000.0,0.0,325000.0,0.8064516129032258
3319,938.1637312456232,10,0,1,550000.0,0.0,100000.0,0.9090909090909091
3326,4942.474513256949,1,0,1,50000.0,0.0,450000.0,0.0
3330,8497.513381368772,1,1,1,0.0,105767.34045083183,750000.0,0.0
3338,897.8346892314378,1,0,1,310000.0,0.0,450000.0,0.967741935483871
3340,4230.715283026676,6,0,1,225000.0,0.0,450000.0,0.6666666666666666
3343,1278.4983244321725,1,0,1,250000.0,32015.926854246674,500000.0,1.0
3362,688.7628253365825,5,1,1,210669.87519282772,0.0,486270.6513994372,0.27905477516414245
3365,938.1637312456232,10,0,1,10000.0,8000.0,190000.0,1.0
3381,897.8346892314378,1,1,1,280000.0,0.0,1000000.0,0.7142857142857143
3390,6226.779569658952,2,1,1,266000.0,0.0,750000.0,0.09774436090225563
3398,3084.2107633132296,4,1,1,325000.0,0.0,500000.0,0.9230769230769231
3405,897.8346892314378,1,1,1,200000.0,0.0,850000.0,0.5
3406,4398.058351676,11,0,1,60000.0,0.0,520000.0,0.6666666666666666
3434,8961.932485320032,10,0,1,0.0,30000.0,79000.0,0.0
3435,3306.360982332038,2,1,1,500000.0,0.0,550000.0,0.6
3442,4851.619932747694,2,1,1,216905.2586975935,4.0,385318.63385524094,0.9024676448730335
3446,4230.715283026676,1,0,1,410000.0,0.0,800000.0,0.8536585365853658
3452,3653.671297737253,8,0,1,143919.35847599807,0.0,350000.0,0.8520592599768658
3457,897.8346892314378,1,0,1,150000.0,441358.99633554404,1400000.0,1.0
3474,1278.4983244321725,1,0,1,0.0,269000.0,550000.0,0.0
3488,4942.474513256949,1,1,1,370000.0,0.0,950000.0,0.32432432432432434
3491,2740.425636006952,10,1,1,170000.0,30000.0,325000.0,0.8823529411764706
3501,3922.9483782185284,1,1,1,30000.0,275000.0,1200000.0,0.6666666666666666
3505,999.5341708562004,5,0,1,155000.0,187.0,410000.0,0.967741935483871
3522,897.8346892314378,6,1,1,573000.0,0.0,450000.0,0.8115183246073299
3531,3306.360982332038,2,1,1,10000.0,0.0,350000.0,1.0
3532,897.8346892314378,6,1,1,269045.53451897507,0.0,500000.0,0.6544793026608271
3541,4230.715283026676,1,1,1,170000.0,0.0,539263.9817016132,0.8235294117647058
3550,3306.360982332038,9,1,1,625000.0,0.0,280000.0,0.32
3557,4942.474513256949,1,1,1,0.0,40000.0,700000.0,0.0
3564,4398.058351676,3,0,1,207403.69634586986,0.0,1100000.0,1.0
3572,999.5341708562004,4,1,1,231006.63872575152,0.0,400000.0,0.7791983857818648
3586,580.936724934376,8,0,1,320000.0,0.0,280000.0,0.78125
3587,4942.474513256949,1,0,1,300000.0,0.0,800000.0,0.8666666666666667
3601,9964.177008128749,2,0,1,255000.0,0.0,340000.0,0.9803921568627451
3631,3306.360982332038,9,1,1,300000.0,4.0,250000.0,0.5
3633,897.8346892314378,1,0,1,425000.0,0.0,430000.0,0.8235294117647058
3642,1278.4983244321725,1,0,1,360000.0,0.0,350000.0,0.8333333333333334
3656,967.2736886617231,2,1,1,0.0,0.0,300000.0,0.0
3663,3027.395677984212,5,0,1,0.0,0.0,416729.26308680256,0.0
3680,2341.501344690914,5,0,1,445000.0,0.0,375000.0,0.898876404494382
3692,967.2736886617231,2,1,1,653800.0,0.0,375000.0,0.7647598654022637
3695,2341.501344690914,5,1,1,203044.67547852048,0.0,931539.6270482228,1.0
3698,897.8346892314378,7,1,1,234747.63077086076,0.0,1096078.1787238396,1.0
3699,8497.513381368772,1,0,1,550000.0,0.0,700000.0,0.9090909090909091
3715,3306.360982332038,2,1,1,31732.97974242762,0.0,280000.0,1.0
3721,897.8346892314378,6,1,1,457000.0,0.0,520000.0,0.9846827133479212
3729,3922.9483782185284,1,1,1,208585.17867555935,0.0,896613.6616654433,0.8417884277419713
3750,580.936724934376,8,1,1,50000.0,0.0,300000.0,0.5
3751,6226.779569658952,2,1,1,77000.0,0.0,350000.0,0.7792207792207793
3771,4398.058351676,3,1,1,600000.0,0.0,1000000.0,0.8333333333333334
3777,1278.4983244321725,1,1,1,635000.0,0.0,425000.0,0.7874015748031497
3785,897.8346892314378,1,1,1,600000.0,0.0,1200000.0,0.8333333333333334
3795,949.5838434120577,3,1,1,35000.0,0.0,1600000.0,0.0
3802,8497.513381368772,1,1,1,160112.36147791537,0.0,1000000.0,0.37543860400938994
3807,3084.2107633132296,4,1,1,440000.0,0.0,750000.0,0.6818181818181818
3822,3922.9483782185284,6,1,1,1000000.0,0.0,425000.0,0.5
3826,11913.367002499095,3,1,1,110000.0,0.0,1503713.7482429715,0.8181818181818182
3899,897.8346892314378,6,1,1,240000.0,312000.0,650000.0,0.4583333333333333
3908,3306.360982332038,2,1,1,390000.0,0.0,275000.0,1.0
3910,6226.779569658952,2,1,1,379056.8761314808,0.0,161390.48625030566,0.7709721510152635
3914,897.8346892314378,6,1,1,100000.0,0.0,400000.0,0.4
3924,3223.604382708034,3,1,1,650000.0,0.0,500000.0,0.7692307692307693
3926,1278.4983244321725,1,0,1,320000.0,0.0,519750.0,0.6375
3930,938.1637312456232,10,1,1,410000.0,160000.0,350000.0,0.8536585365853658
3931,6226.779569658952,2,1,1,133000.0,0.0,350000.0,0.43609022556390975
3935,967.2736886617231,2,1,1,50500.0,71900.0,210000.0,0.9306930693069307
3944,580.936724934376,8,1,1,280000.0,0.0,300000.0,0.7142857142857143
3961,8497.513381368772,7,1,1,162473.32595707197,0.0,500000.0,0.7245060949833227
3975,897.8346892314378,1,1,1,79632.24937183454,0.0,1000000.0,0.627886319856798
3983,4427.977115973115,3,1,1,126000.0,0.0,850000.0,0.9126984126984127
3996,1278.4983244321725,6,0,1,265866.20906845946,0.0,500000.0,0.774322580480507
4003,4427.977115973115,3,1,1,0.0,0.0,1024046.0613639655,0.0
4035,897.8346892314378,1,0,1,209000.0,0.0,1500000.0,0.9569377990430622
4036,3922.9483782185284,1,1,1,70000.0,0.0,900000.0,0.2857142857142857
4060,6226.779569658952,2,0,1,200000.0,330000.0,500000.0,1.0
4074,897.8346892314378,6,1,1,490000.0,0.0,900000.0,0.7142857142857143
4078,897.8346892314378,6,1,1,386515.6452290481,0.0,580000.0,0.6918200314939071
4085,4942.474513256949,7,1,1,0.0,0.0,430000.0,0.0
4096,897.8346892314378,1,1,1,580000.0,0.0,1300000.0,0.8620689655172413
4111,3223.604382708034,3,1,1,530000.0,250000.0,450000.0,0.9433962264150944
4113,967.2736886617231,2,1,1,237758.97555971373,0.0,300000.0,0.4205940060289533
4132,3306.360982332038,9,1,1,230000.0,0.0,290000.0,0.6521739130434783
4134,999.5341708562004,4,1,1,130000.0,0.0,600000.0,0.7692307692307693
4139,967.2736886617231,2,1,1,121215.01538912105,0.0,700000.0,0.6726883259920458
4177,4942.474513256949,1,1,1,520000.0,0.0,1700000.0,0.7692307692307693
4182,1278.4983244321725,1,1,1,241640.30823883624,0.0,400000.0,0.12415147215566423
4191,4942.474513256949,7,1,1,650000.0,0.0,950000.0,0.7692307692307693
4205,4427.977115973115,3,1,1,390798.3997700018,0.0,1147975.62957565,0.5545129895530243
4210,938.1637312456232,10,1,1,409664.70314522483,0.0,285000.0,0.6338469024830156
4212,3306.360982332038,2,0,1,282000.0,0.0,215000.0,0.8865248226950354
4221,897.8346892314378,1,1,1,20000.0,0.0,750000.0,1.0
4231,3922.9483782185284,1,1,1,1000000.0,0.0,1400000.0,0.5
4232,3922.9483782185284,7,1,1,400402.27557096345,0.0,478530.7047677364,0.36120192251159644
4249,897.8346892314378,6,1,1,595843.8002611807,0.0,2000000.0,0.8321707804022359
4252,897.8346892314378,1,1,1,650000.0,0.0,1200000.0,0.7692307692307693
4264,3223.604382708034,3,1,1,110000.0,0.0,1000000.0,0.5454545454545454
4270,3922.9483782185284,1,1,1,12000.0,0.0,750000.0,0.0
4272,3922.9483782185284,1,1,1,620000.0,0.0,800000.0,0.8064516129032258
4273,688.7628253365825,5,1,1,270000.0,0.0,425000.0,0.7407407407407407
4279,4942.474513256949,1,1,1,397693.9771919085,0.0,500000.0,0.28680545259378165
4292,4851.619932747694,2,0,1,140000.0,0.0,235000.0,1.0
4309,8497.513381368772,6,1,1,200000.0,0.0,375000.0,0.6
4334,1278.4983244321725,1,1,1,484164.13506810274,400319.74357356015,932119.5060966952,0.5505916141353695
4352,897.8346892314378,1,1,1,400000.0,0.0,1250000.0,0.75
4369,3306.360982332038,2,0,1,260000.0,0.0,425000.0,0.75
4389,2341.501344690914,5,1,1,210000.0,0.0,350000.0,0.9523809523809523
4392,949.5838434120577,3,1,1,500000.0,0.0,700000.0,1.0
4394,3027.395677984212,5,0,1,20000.0,166529.40078689228,200000.0,1.0
4412,1278.4983244321725,1,1,1,150000.0,0.0,2000000.0,1.0
4503,6357.119592832336,4,1,1,600000.0,0.0,450000.0,0.8333333333333334
4537,11913.367002499095,11,1,1,500000.0,148000.0,610000.0,1.0
4542,897.8346892314378,7,0,1,75000.0,116000.0,450000.0,1.0
4547,11913.367002499095,3,0,1,49000.0,0.0,565000.0,0.8163265306122449
4551,4942.474513256949,6,1,1,600000.0,306249.80407099624,320000.0,0.16666666666666666
4585,6226.779569658952,2,1,1,160000.0,0.0,450000.0,0.625
4587,9964.177008128749,2,1,1,0.0,0.0,283784.71420818963,0.0
4589,897.8346892314378,6,1,1,32455.38095393162,0.0,560000.0,0.0
4620,4942.474513256949,1,1,1,329854.99099475454,7000.0,300000.0,0.8145519323022602
4622,897.8346892314378,1,1,1,680000.0,0.0,2000000.0,0.7352941176470589
4654,688.7628253365825,4,1,1,550000.0,0.0,550000.0,0.9090909090909091
4670,3922.9483782185284,6,1,1,33000.0,0.0,350000.0,1.0
4673,4427.977115973115,3,0,1,200000.0,45000.0,1200000.0,0.75
4697,2341.501344690914,5,1,1,202500.0,0.0,310000.0,0.9876543209876543
4701,897.8346892314378,1,1,1,250000.0,100000.0,1200000.0,1.0
4722,4230.715283026676,1,1,1,40.0,0.0,650000.0,0.0
4727,897.8346892314378,1,1,1,640000.0,0.0,950000.0,0.78125
4736,3922.9483782185284,1,1,1,340000.0,0.0,750000.0,0.6470588235294118
4738,967.2736886617231,9,1,1,1000000.0,0.0,500000.0,0.5
4746,897.8346892314378,6,1,1,100000.0,0.0,1000000.0,0.0
4775,6226.779569658952,2,1,1,328000.0,2400.0,250000.0,0.6189024390243902
4815,6226.779569658952,2,1,1,75000.0,50000.0,60000.0,0.4666666666666667
4816,1278.4983244321725,1,1,1,130600.0,0.0,1439264.508775901,0.9571209800918836
4826,1278.4983244321725,1,1,1,0.0,0.0,1800000.0,0.0
4868,967.2736886617231,2,1,1,800000.0,0.0,450000.0,0.375
4893,999.5341708562004,5,0,1,490794.16198312154,0.0,415932.4789986168,1.0
4901,3922.9483782185284,1,1,1,100000.0,60000.0,650000.0,1.0
4904,949.5838434120577,11,1,1,33000.0,0.0,700000.0,0.8484848484848485
4919,688.7628253365825,5,1,1,76500.0,0.0,215000.0,0.9803921568627451
4922,3922.9483782185284,1,1,1,50000.0,0.0,800000.0,1.0
4932,897.8346892314378,1,1,1,950000.0,250000.0,990000.0,0.5263157894736842
4936,967.2736886617231,2,1,1,700000.0,0.0,450000.0,0.7142857142857143
4943,2341.501344690914,4,0,1,585000.0,0.0,265000.0,0.8547008547008547
4945,897.8346892314378,1,0,1,860209.0,0.0,1250000.0,0.4187459094243376
4957,6226.779569658952,9,1,1,155000.0,0.0,190000.0,0.6451612903225806
4968,897.8346892314378,7,1,1,330000.0,0.0,750000.0,0.7575757575757576
4970,897.8346892314378,6,1,1,400000.0,0.0,610000.0,0.625
4984,999.5341708562004,5,0,1,130000.0,0.0,300000.0,0.7692307692307693
4991,2341.501344690914,5,1,1,360000.0,0.0,300000.0,0.6944444444444444
4995,4942.474513256949,7,0,1,100000.0,0.0,500000.0,1.0
4998,6357.119592832336,5,1,1,52000.0,0.0,220000.0,0.4807692307692308
5000,949.5838434120577,3,1,1,375827.7853787064,540000.0,670000.0,0.9105873639396399
5015,4427.977115973115,3,1,1,20000.0,0.0,495243.94028931943,1.0
5041,897.8346892314378,1,1,1,185800.0,0.0,800000.0,0.9687836383207751
5104,897.8346892314378,1,0,1,6000.0,0.0,267000.0,0.0
5105,999.5341708562004,5,0,1,285238.14786784316,0.0,220000.0,0.7195326060065932
5110,2341.501344690914,5,1,1,309115.54972294765,0.0,400000.0,0.9352992755688755
5130,4230.715283026676,1,1,1,155313.7330110999,0.0,873074.0803607394,0.9967807096622662
5141,897.8346892314378,1,1,1,122927.6461279018,0.0,722224.8248719914,0.5679859165310753
5155,1666.0411339049424,3,0,1,0.0,242906.0,800000.0,0.0
5156,897.8346892314378,7,1,1,440000.0,0.0,450000.0,0.9090909090909091
5164,938.1637312456232,10,1,1,280000.0,0.0,500000.0,0.8928571428571429
5231,1278.4983244321725,6,1,1,100000.0,0.0,500000.0,0.5
5236,2726.959170965149,10,1,1,189298.02067272612,0.0,450000.0,0.6887908721050262
5262,3922.9483782185284,7,1,1,700000.0,0.0,850000.0,0.7142857142857143
5267,2341.501344690914,5,1,1,50000.0,0.0,400000.0,0.0
5281,1278.4983244321725,1,0,1,71500.0,20000.0,525000.0,0.9090909090909091
5291,1278.4983244321725,1,0,1,150000.0,0.0,680000.0,0.6666666666666666
5317,1321.982893522959,2,1,1,500000.0,30000.0,1500000.0,1.0
5321,9577.007435639074,8,0,1,2400.0,20000.0,285000.0,0.9375
5322,9964.177008128749,2,0,1,79997.3949534307,0.0,365016.99963319144,0.6027225270024181
5344,9577.007435639074,8,0,1,0.0,194652.86246717384,175000.0,0.0
5351,897.8346892314378,1,1,1,245000.0,0.0,350000.0,0.8163265306122449
5353,3306.360982332038,9,1,1,101000.0,66500.0,320000.0,1.0
5354,1321.982893522959,2,1,1,20000.0,0.0,350000.0,0.5
5356,4851.619932747694,2,1,1,421156.1538148074,0.0,285000.0,0.8671929792383534
5366,3084.2107633132296,5,1,1,14029.385613460152,0.0,350000.0,1.0
5372,897.8346892314378,6,1,1,250000.0,0.0,700000.0,1.0
5392,967.2736886617231,9,1,1,630597.0,0.0,325000.0,0.792899427050874
5404,1321.982893522959,2,1,1,560000.0,0.0,400000.0,0.8928571428571429
5407,4942.474513256949,1,1,1,288279.0255072293,0.0,426835.68918461166,0.37613477163314957
5430,967.2736886617231,9,1,1,50000.0,116000.0,265000.0,1.0
5433,897.8346892314378,1,1,1,70000.0,0.0,600000.0,0.0
5438,897.8346892314378,1,1,1,423000.0,0.0,1100000.0,0.851063829787234
5454,688.7628253365825,4,1,1,130000.0,0.0,419646.94605636434,0.0
5479,4230.715283026676,7,1,1,92125.02683503374,0.0,514798.3153073423,0.7940669446544494
5495,897.8346892314378,6,1,1,370000.0,0.0,350000.0,0.6756756756756757
5503,3223.604382708034,3,1,1,29059.249869650666,0.0,402365.37808820803,1.0
5513,9964.177008128749,9,1,1,0.0,83586.83708909483,286101.67040618905,0.0
5526,4942.474513256949,1,1,1,540000.0,0.0,700000.0,0.7407407407407407
5529,880.8996211331786,8,0,1,195000.0,0.0,250000.0,0.7692307692307693
5541,3306.360982332038,2,1,1,416000.0,0.0,350000.0,0.8413461538461539
5557,6226.779569658952,2,1,1,280000.0,0.0,450000.0,0.7142857142857143
5564,3922.9483782185284,7,1,1,100000.0,30000.0,825000.0,1.0
5568,897.8346892314378,6,1,1,200000.0,0.0,400000.0,0.75
5572,897.8346892314378,6,1,1,280000.0,0.0,240000.0,0.7142857142857143
5610,897.8346892314378,6,0,1,250000.0,68000.0,200000.0,1.0
5612,897.8346892314378,1,1,1,160000.0,0.0,1100000.0,0.625
5631,3922.9483782185284,7,1,1,100000.0,0.0,600000.0,0.2
5663,949.5838434120577,11,1,1,135000.0,0.0,850000.0,0.0
5676,897.8346892314378,1,1,1,600000.0,0.0,1200000.0,0.8333333333333334
5693,688.7628253365825,4,1,1,655000.0,0.0,750000.0,0.7633587786259542
5703,897.8346892314378,7,1,1,40000.0,0.0,700000.0,0.0
5707,4230.715283026676,1,1,1,482000.0,0.0,860000.0,0.9336099585062241
5743,3922.9483782185284,1,1,1,637000.0,0.0,1400000.0,0.7849293563579278
5772,4942.474513256949,1,1,1,461828.6661444411,0.0,1500000.0,0.6968572757321787
5795,3306.360982332038,2,1,1,135000.0,32000.0,220000.0,0.9629629629629629
5797,9964.177008128749,9,1,1,30000.0,0.0,195000.0,0.0
5857,6357.119592832336,4,1,1,626000.0,0.0,1000000.0,0.7987220447284346
5885,3922.9483782185284,1,1,1,67000.0,96000.0,930000.0,0.11940298507462686
5933,3306.360982332038,2,0,1,75000.0,0.0,450000.0,1.0
5941,4398.058351676,3,1,1,180000.0,0.0,1400000.0,0.8333333333333334
5943,8497.513381368772,1,1,1,600000.0,0.0,700000.0,0.8333333333333334
5949,4942.474513256949,7,1,1,5000.0,0.0,350000.0,0.0
5951,8497.513381368772,6,0,1,0.0,200000.0,360000.0,0.0
5956,967.2736886617231,2,1,1,510000.0,0.0,400000.0,0.9803921568627451
5961,1321.982893522959,2,0,1,0.0,0.0,185000.0,0.0
