id,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)"
4369,0.0799362206571113,-3.7804580117719495,-1.0448786720324224,-1.3808886852337665,0.1026503308703583,-4.693067737088413,-2.121456988497988,-0.6769153891110857,0.2012475072404622,-6.023444842406075,-3.919613294902373,-2.816374319701171
4389,0.0810923749054456,-3.4184153051081902,-0.8464686530938417,-1.074026988861673,0.0953710554781807,-3.7739812380461912,-1.229598570659997,0.2781330918880859,0.1934254762740775,-5.229715317967175,-3.098874184445393,-1.793623330362456
4392,0.0771389264136544,-4.148455506549919,-1.442355343447046,-1.6391661041089998,0.1025488573259647,-5.062958469934348,-2.5379250352939358,-0.9517208736575102,0.1770139272621159,-5.964295664577457,-4.0310988942918256,-2.7541715900098467
4394,0.0729130353665398,-1.6808757278217707,1.0740841164332775,1.0916477766801609,0.1487783143780716,-3.438748792533731,-0.7429881865302045,1.2326217161861466,0.3959944890926825,-8.943306963729738,-5.884229263470581,-3.9901784124826105
4412,0.0766836317650929,-3.5694689525191263,-0.921492894716634,-1.0935045890210082,0.1110337545933259,-5.202063978932514,-2.687214475898652,-1.012020846013559,0.2445232060596028,-7.598011713019222,-5.388939011444285,-4.029863735949141
4503,0.0685340733582892,-2.7079838799738645,-0.053508093927848,-0.2790377759054938,0.1080050410690751,-4.258772599809545,-1.684914750773206,-0.1134442443799396,0.1995879672235389,-5.49472492593317,-3.28229481901882,-2.0274303838375314
4537,0.0372389523410555,-1.79579081338885,0.8325070777277146,0.6657177542511025,0.0720950012069686,-3.285792139382841,-0.688658530940103,0.9673257696068922,0.1568740202533126,-4.404277871251752,-2.1579853131746907,-0.8905893484379724
4542,0.0874241566930458,-3.875329829629473,-1.2172951766043174,-1.3755455316505043,0.1219156113921002,-4.945178746501597,-2.3461756165542185,-0.810569945153231,0.2397319124468282,-6.666216274526065,-4.468467681122389,-3.2194473877007512
4547,0.0965685927897905,-3.3758247190863218,-0.7479808324027152,-0.9188014380812703,0.1298972344436072,-4.621038858318822,-2.089855300010556,-0.4369362105074688,0.2813579937475166,-7.539035321295073,-5.188103105932682,-3.7501347273302073
4551,0.1032973418891757,-4.446406437032445,-1.8012244450578758,-2.128718607217215,0.1262125048042597,-4.961438508200998,-2.2472157630711878,-0.95112480415301,0.282908891896837,-7.849898059780213,-5.528183384959747,-4.214661745433202
4585,0.0696435678983992,-3.0625515682358517,-0.4448970670555049,-0.5797964510221654,0.0947845926139244,-3.745796288646887,-1.234720632825766,0.355951712815688,0.2015389034495082,-5.173640477958241,-3.1110594257511903,-1.699258645186676
4587,0.0761422405778978,-3.1770007181032334,-0.5671191985964109,-0.7098234250637072,0.1039480094728987,-4.378275837340437,-1.8674854830318293,-0.1921709187732434,0.2279642495869103,-6.870681457613743,-4.629413092973524,-3.2214486724805256
4589,0.0985542949222815,-4.213413139111416,-1.6655530048688802,-1.785899740172822,0.1204475083051092,-4.993223354631368,-2.488952396333284,-0.9322012473681996,0.2389107834592398,-6.746671217081538,-4.605395175522259,-3.3385541143369224
4620,0.089001939728043,-3.706129248353753,-1.053428042930955,-1.2948394007053587,0.1139742029261893,-4.3123560084280665,-1.7517827428077577,-0.2855530601276677,0.2124095957131718,-5.377193640955836,-3.229423643644247,-1.900064127080247
4622,0.0737403390423819,-3.9659265320586647,-1.2974662913668322,-1.4409298876860568,0.1062294417238441,-5.122566173247558,-2.553454709662516,-0.8634423124652214,0.2084361499787146,-6.371209300150953,-4.321925617581465,-3.079203011217995
4654,0.0812117734418094,-4.056243559489559,-1.391345282737926,-1.7333165593055342,0.1042344228561345,-4.935276973424635,-2.4290957589089683,-0.9607411600950424,0.1785313554723391,-5.439967658192534,-3.489477150840949,-2.2246957318936262
4670,0.0883159429054923,-4.024912940026836,-1.3565083280538388,-1.6197244753089493,0.1206674946159714,-5.146881443235753,-2.595848657663001,-1.0072975267777553,0.2495455809242913,-6.996563923904245,-4.805890276250832,-3.4393570110950447
4673,0.0807273311371337,-3.2210875246750628,-0.5699757894394413,-0.730218572031113,0.1041891715248142,-4.762513859882967,-2.130649305858832,-0.4421510398695079,0.248726658875546,-7.711420243332824,-5.313883438798571,-4.018190776512575
4697,0.0992350269713344,-4.270862074438357,-1.6449689987574545,-1.994442440969278,0.1198080418998095,-4.79006744098766,-2.188429842553714,-0.8629114783987532,0.2195002659412997,-6.304369508172607,-4.162829952155756,-2.9167890761731474
4701,0.0700586322415163,-3.744480872354483,-1.0785288427014443,-1.3378168189960695,0.1013669096306514,-4.914369588229514,-2.3094677761049507,-0.8297605239005773,0.1854253556377841,-5.562290100294349,-3.6073373212877233,-2.277565395715613
4722,0.059334106257183,-2.11620920380584,0.5756586327643306,0.4222958030547431,0.0921729584095299,-3.809256303677633,-1.2433011287063565,0.4148954493974953,0.2344580584668802,-6.522357444327618,-3.7668920796306167,-2.6763781207921022
4727,0.0727764851163269,-3.934098743336104,-1.2459709520477036,-1.42226748080216,0.1019716833618845,-5.072091878650574,-2.472532279444938,-0.82139965643366,0.2190962554189668,-6.633901794229427,-4.635535574734662,-3.303751220527792
4736,0.0790487389177907,-3.89946472571587,-1.0638299321904314,-1.373003651618418,0.1088594317950708,-4.959484517301759,-2.2740821207543886,-0.8701926509646852,0.2542543558631465,-7.451053144862429,-5.231769717316489,-4.089165177042427
4738,0.0803252333808969,-4.093280620441788,-1.3879550944575876,-1.617777954746195,0.1045812248587272,-5.074965700276263,-2.5126704705331537,-0.9606511572355548,0.1975102957693278,-6.013232491861751,-3.955267675874004,-2.765537641015253
4746,0.0656415986237765,-3.977616422002039,-1.2879726919136028,-1.3450286191429064,0.0979297867021679,-5.043173505055962,-2.509858141887597,-0.8219907022111207,0.1978190453431648,-6.22666673219897,-4.268416795941676,-2.916833718231563
4775,0.0826132163516675,-3.262319128911636,-0.620363052081076,-1.0035552922870346,0.1133891818878502,-3.9569526300863087,-1.4524359773814597,-0.2017375973472561,0.2569771425247733,-6.248096740697821,-3.923011287360653,-2.8033952119198275
4815,0.0864355005781715,-3.680422050266016,-1.096401946330966,-1.29085604729084,0.1164861834587134,-4.501598399217297,-1.9893937817051108,-0.6342889121731511,0.2386987175516058,-6.398943464481597,-4.201273034812852,-2.9767104274009752
4816,0.0787916674359111,-3.46323038117817,-0.7651663784673531,-1.0298938735979335,0.1134488149089955,-5.118851391644654,-2.542720311784284,-0.8734213506970896,0.2621620629456587,-7.542387793175839,-5.211174371415197,-3.883274173533229
4826,0.0803598177455824,-3.24073788187106,-0.5781932347771294,-0.6626668083282677,0.1130112299104959,-4.7638816974562985,-2.203553002159483,-0.4872314049590374,0.2445362007966904,-7.123201553809705,-4.805375535287216,-3.4106292976138333
4868,0.0787483355419262,-4.059911545824245,-1.4829088461885995,-1.90778826522186,0.1086366140914865,-5.093367274243731,-2.6233825869484284,-1.1990724088321782,0.2391903725970945,-7.009034752664968,-4.950418758636599,-3.765056616226072
4893,0.0803566957308774,-2.3778796631553805,0.206377431874564,0.4788601190552063,0.1514480489164579,-4.300212944973648,-1.8581730957265297,0.4887884571397254,0.3047995742986031,-7.8888574771465745,-5.206532580432229,-2.9576156651948944
4901,0.0737748654887557,-3.685618826424931,-0.9802967470312418,-1.2844903799672789,0.0991356907270299,-4.6126449043411775,-2.0365344255686626,-0.6600391130175395,0.2110220954309135,-6.0687566849696255,-3.9337854317841447,-2.8609157216543597
4904,0.072268951379429,-3.912270082225557,-1.1955913953309083,-1.5186328562217164,0.0918528438698704,-4.7656122636521925,-2.1955685965905105,-0.7320230921145252,0.1418475207218185,-4.709695150499386,-2.874490565200159,-1.6582336381502765
4919,0.0726741415219183,-3.7695510793233984,-1.0366641818575764,-1.413423399619633,0.11388053342084,-5.0402264207628535,-2.5698456114216843,-1.1613395933037989,0.2080113172701174,-5.977870943000894,-3.932461501048503,-2.78668619030362
4922,0.0727647497216081,-3.673238527803487,-0.9860486187846582,-0.9834772500930627,0.1015731431268616,-4.753275107689902,-2.099989088802469,-0.454840395291229,0.1905705884270533,-5.648798221315908,-3.5714356620963272,-2.161931032431986
4932,0.0582130750403163,-3.5072285224514457,-0.7669475357897204,-1.026264135949072,0.0986353936276167,-4.827709654437353,-2.245945883459282,-0.630755577755109,0.1639036885384341,-5.0536719594353645,-3.102368406797675,-1.8048149076006912
4936,0.0729339299801594,-3.4158499901536707,-0.7612232003062764,-1.1252414588496318,0.1076687098585228,-4.489196382067886,-1.9855948181840504,-0.6708348493012865,0.1978884667877289,-5.522272686484269,-3.409787481281947,-2.3413739836029293
4943,0.0962851918328216,-3.982160633374269,-1.3474179840173763,-1.632371026004671,0.1162430334300158,-4.5842256255458045,-1.992940915769996,-0.5830496376502458,0.2205121698116142,-6.199272083452548,-4.011248861123772,-2.745610747953232
4945,0.0875506468230822,-4.5143173430595,-1.751283824342898,-2.1834796369838267,0.1043701247329113,-5.172423551426951,-2.5087772655904024,-1.009072980014722,0.258361008386169,-7.7959264106288755,-5.628711482059193,-4.427234511966917
4957,0.0924964396903808,-3.973712232237201,-1.3014302715767014,-1.6473367200395284,0.1215388425877202,-4.70712553654116,-2.1747070754503195,-0.8154211743959497,0.2611553389074362,-7.324660669606045,-5.04648205691911,-3.872390195303774
4968,0.0759610218480527,-3.9817545915535257,-1.382523079063907,-1.4929828984972529,0.1088591458116376,-5.057367128119355,-2.5819350733882827,-0.8826301760992457,0.1829745488547801,-5.527966413629022,-3.602659844619577,-2.210143522800829
4970,0.0801933746666763,-4.224427591667614,-1.5516044596193344,-1.757322889806047,0.1067988709931375,-5.154305494913882,-2.532151980607793,-0.901318572498827,0.2061332721762541,-6.438479874263035,-4.432357776330547,-3.049640788576378
4984,0.0798027846181888,-3.364083601087586,-0.7530622931417906,-0.8573337442916221,0.1114746106184591,-5.053096525457468,-2.5635767322608043,-0.8430433824087679,0.250517853122081,-7.670193438333178,-5.370541670324435,-4.107958197507344
4991,0.0800427011290486,-3.211482461380157,-0.5863348211157021,-0.7579873845889633,0.0910779538699018,-3.603446674647216,-1.1751905612278426,0.4085937744250938,0.1694362184498122,-4.333888822017848,-2.156373115909132,-0.9589556150523542
4995,0.0911749669631552,-3.5352053299488864,-0.8021697622537971,-1.1470768756508811,0.1095972355242724,-4.054722064748849,-1.426606412808467,0.0133200192630427,0.2268444624347533,-5.528011221620051,-3.2402314515149406,-2.016572377631656
4998,0.0229551917333904,-1.6985220175176765,0.8255829173094557,0.7393234420022974,0.0456607669080745,-2.7138474741484337,-0.2859748144420329,1.415237597524791,0.240863169521419,-6.53408746682689,-4.013647969587435,-2.5468039619305207
5000,0.0747476080438262,-4.025345798553008,-1.401434282179188,-1.54904002920866,0.0965796969135241,-4.944599814722112,-2.3464628689548634,-0.7402827424482611,0.1678240132457658,-5.772910048469419,-3.84373258833477,-2.464271716674766
5015,0.0808751465887611,-3.370801495304508,-0.6419778729409438,-0.7903275094787198,0.1110612762274243,-4.947382869357141,-2.322914557467143,-0.6908322928321273,0.257094570526631,-7.9426819475278,-5.462132311763956,-4.274628218026447
5041,0.0904090942850638,-4.296377100465852,-1.6257336776557345,-1.953452285093795,0.1186242415491511,-5.356928576959873,-2.8560374950046885,-1.3174675903888955,0.219821789651548,-6.372557659250114,-4.256740255557404,-3.006957336556132
5104,0.0892745993352852,-4.487267663833496,-1.7162310527535938,-1.9359932544923748,0.1158834554283318,-5.442775716595079,-2.757551690816536,-1.1976134937176497,0.2348711954886339,-7.119388878756256,-5.043866189353391,-3.710764302308298
5105,0.087525896963309,-3.795400116057445,-1.0468709092596478,-1.268864041665383,0.1204822185060059,-5.435904990097524,-2.792160494912725,-1.1753811386654194,0.2812967299504439,-8.667252228416798,-6.191457062856195,-4.922428240160516
5110,0.0894750366295845,-3.905866945330585,-1.2300143332997084,-1.5710048271448689,0.1257941998567056,-4.823980455755184,-2.31218936937104,-0.9318885280069266,0.2482115029388989,-6.885609603075123,-4.619458721194498,-3.442166011759923
5130,0.0625282258297959,-2.0219851580007258,0.592880308016259,0.6952683467248607,0.1073609888905237,-3.5192718880745355,-0.9434328923031162,1.1626157405686344,0.2345749717433083,-5.980753197427782,-3.7363249480586926,-1.7414289594990464
5141,0.0887239007967155,-4.239410236761247,-1.6080643735061468,-1.9269240049097276,0.1188307667806815,-5.259536335001376,-2.73425876184989,-1.103830387462775,0.2070139451344676,-6.067940843094825,-3.983009641431792,-2.695112378427824
5155,0.0603319530704416,-3.055171897602237,-0.4137276220923047,-0.6064381840635568,0.0934909418332132,-4.770630658763201,-2.24268459810825,-0.472132174880821,0.2427458636846202,-7.620178171604896,-5.344479434912963,-4.097499840540861
5156,0.0914466973895651,-4.457879119893999,-1.9014400370178648,-2.087378299482173,0.1122597760180643,-5.2656028392517005,-2.6947053870796456,-1.1364368253541244,0.2239655146342167,-6.8605832296482525,-4.826024229406404,-3.520222101383349
5164,0.0824259210964779,-4.281446857082612,-1.552220575461097,-1.8285539335584435,0.1045485514710975,-5.264546610113221,-2.719682020124997,-1.1859858788506628,0.1914105831812791,-5.983310324940466,-3.9983870441266736,-2.9568736572994823
5231,0.0711584997051334,-2.84841931998104,-0.2503246933522411,-0.1931992466109824,0.1094914877143878,-4.4776644285321225,-2.0284285999685503,-0.1785135482712459,0.2070792816412255,-5.734634792335836,-3.6222349327936447,-2.098739096573889
5236,0.0925720479690827,-4.030893744088465,-1.432792927588078,-1.8043803828258935,0.1142150585068349,-4.670454154306564,-2.2039828851576173,-0.8059968724347957,0.204758220021283,-5.740915161118541,-3.63431724818113,-2.6488579112766484
5262,0.0862607653801589,-4.142545393219022,-1.4623181754678984,-1.710788851597267,0.1076142779088939,-4.935681430156389,-2.319150385917258,-0.8264906115234272,0.2309443396276117,-6.971502334572107,-4.824464685211309,-3.594288795825394
5267,0.0910928643522383,-4.080241591109509,-1.4221461074512003,-1.7017830736053166,0.1189834534802546,-4.6831769400417,-2.0891574776704998,-0.6960892730330656,0.2089582840293047,-6.035903344804067,-3.843988653285569,-2.619318600789262
5281,0.0756632744668393,-3.391707248939832,-0.7375081649184256,-0.9265659400964242,0.1155331612591236,-5.15760535969073,-2.6124500840726865,-0.7919295571404225,0.2323697513195153,-6.84458370308896,-4.613424523029501,-3.280035988228157
5291,0.0828749357137767,-3.728996755954929,-0.9917245654730024,-1.1642757268801052,0.1117256238079243,-5.329386723558175,-2.673940844841955,-0.9713315545276232,0.2565882147478029,-8.000748156192854,-5.63988883440178,-4.306720994377896
5317,0.0767062013273287,-3.329059421117684,-0.6506491641263731,-0.8943091056707463,0.1074414970031028,-4.99934849852826,-2.441187969672202,-0.8258216074893943,0.2241125090844153,-6.843075326253346,-4.587380008004346,-3.4062180717306143
5321,0.1354254611182326,-2.844228413269438,-0.1947678702191569,-0.2026644762010198,0.1762652911105777,-3.8015111998639504,-1.2572138633393748,0.5875064661515106,0.4266661612444097,-9.500009033404565,-6.5715746406257365,-4.656607179055487
5322,0.0870420176899264,-2.521076883146154,0.101161561244316,-0.022412726815655,0.1298080422458513,-3.662066018768176,-1.1009298783683454,0.7199037159791447,0.3052291611378754,-7.869915131102032,-5.38393214968871,-3.5884918412409794
5344,0.0739665324819116,-2.517499216675429,0.1133204051149638,-0.1525381431906541,0.0997460511169901,-3.732882002615204,-1.2147965482837766,0.2989696240516815,0.2295005152856266,-5.973308808582964,-3.652979798571665,-2.4371278740559696
5351,0.0728051443766663,-4.011737935158013,-1.3456207945921637,-1.6577502551494618,0.1058803190777874,-4.996752621476003,-2.448993508545676,-1.022312281598926,0.1985882785601708,-5.808965314013807,-3.867621763718532,-2.6451445820911754
5353,0.088007765917233,-4.169586589668183,-1.3856085445994084,-1.7076011850203423,0.1066260516146667,-4.840687195668157,-2.1613873410081967,-0.8057324339536068,0.2270692293900136,-6.998490818707098,-4.802690210039928,-3.6449211819252834
5354,0.0768953377333575,-2.920198904133073,-0.2472112012115998,-0.6275540381645782,0.1136875017631789,-4.592655102709893,-2.115117970559445,-0.6136297175041089,0.278745806104264,-7.929494179781158,-5.442284410237022,-4.288048119731079
5356,0.0785704089544166,-3.2314375044422032,-0.4491390690247643,-0.8700100989453251,0.1132841765728348,-4.829200279335731,-2.303130255368608,-0.8836656727153601,0.2802478530591915,-8.16678229623012,-5.693211203403072,-4.649573473092297
5366,0.0699016749098902,-3.811114664300263,-1.0662713911415644,-1.3239521095409028,0.0993687428782903,-4.702446833422091,-2.181439355503384,-0.6831144989544146,0.2171648791498036,-6.667227072672991,-4.454812010042034,-3.277003696422069
5372,0.0687592111096877,-3.474884744076894,-0.9030815600699325,-1.022241443832686,0.0920421617706997,-4.37229189272669,-1.8153694193305008,-0.3076663563600524,0.1441602731982251,-4.358939649330378,-2.365620439042862,-1.1611971005391637
5392,0.0724821836365188,-3.389226853396348,-0.7454739262672219,-1.1902173664632032,0.1143269239132248,-4.629816159055585,-2.085971803608843,-0.9198875287410524,0.2507262505590973,-6.590302658590417,-4.39690756632828,-3.453965994684006
5404,0.0814138863999583,-3.695190841910192,-0.9831287229569348,-1.3009227792716127,0.0988976266902423,-4.964646167875212,-2.3549142572053223,-0.8148681892821401,0.2788744116909277,-8.783476834832696,-6.382911014253037,-5.256080720658906
5407,0.0799575145248362,-3.729210825662093,-1.061347014824254,-1.249076312953398,0.1002345786618757,-4.330778654683974,-1.8261677175496864,-0.2261530723087392,0.1863708481529153,-5.210399193433001,-3.1500176654951395,-1.913551277181148
5430,0.056549022396388,-3.2004830347472346,-0.5176237759109644,-0.8560207592143069,0.0857475065947503,-4.207988230640065,-1.713247295137388,-0.2961385181092384,0.1567009776039133,-4.675139510080285,-2.7240591006505013,-1.6677953327859731
5433,0.0754484184735713,-3.1459316585664605,-0.4616143489083133,-0.632459443072334,0.1211542478014449,-4.157515611373841,-1.5728222438080743,0.2276003937600666,0.2508017547906191,-7.085995436681271,-4.635020439134938,-2.86768261099781
5438,0.0754416648493472,-4.004057043544012,-1.374278598490575,-1.4913205622456172,0.108649429809596,-5.273369206344883,-2.6202035114208644,-0.9558185427117488,0.2204765040811865,-6.66800907450384,-4.666156996461155,-3.243602628873955
5454,0.0713544290122125,-3.4954972282465127,-0.7847663396585612,-1.1267934960092814,0.1019189109667834,-4.394524178069006,-1.904379090615248,-0.399463850013999,0.2124620463719136,-6.320043696358281,-4.110294904119975,-2.84854406764563
5479,0.0892548542319647,-3.6271827861588632,-0.9044583034653346,-0.9440088272753544,0.1100873480059945,-4.943486948465456,-2.2651535824344453,-0.5717054768102385,0.2769033004952675,-8.336307566071643,-5.868850920199616,-4.575344572887885
5495,0.0908898792565555,-4.464153029655719,-1.782153366372574,-1.9947540023854775,0.1130310471498874,-5.275574789668985,-2.6231370128261773,-1.0936608077081322,0.2354176076445382,-7.175949468757081,-4.983074379016345,-3.734462805704723
5503,0.0832709635461537,-3.905318578247918,-1.2805147298471238,-1.4260213664643606,0.1027420164746607,-4.403169839948451,-1.8519271397449133,-0.2164273959105521,0.1843656123961222,-5.725468291397965,-3.607605161649061,-2.2570965456569856
5513,0.0870497903238742,-3.234846316051973,-0.6013155239137843,-0.7307613057435971,0.1154033345006463,-4.585384039598966,-1.986922962462092,-0.3447286916856027,0.2657999673464577,-7.350174826511832,-4.929396275140727,-3.642250861477221
5526,0.1086486680285896,-4.138371352374728,-1.34867944266284,-1.7412328206797776,0.1368912557274944,-4.671492792803851,-2.043798922420075,-0.6392999244103057,0.300487564514581,-7.61483056389225,-5.126835840382429,-3.938225112511168
5529,0.0744763941123613,-3.457400018619337,-0.8266248098835776,-0.5692824888394703,0.1087173169774531,-5.101135649909743,-2.536908883690954,-0.4641896198592914,0.2238258933966978,-7.132353702121634,-4.859152673371155,-3.2024479523042277
5541,0.0876618700534573,-3.992595964444932,-1.3125688856157565,-1.6351230986555072,0.105304378061776,-4.780329294237835,-2.218327145606519,-0.8092556601378055,0.2347312133221899,-6.833689369703455,-4.627191263171631,-3.474911780701133
5557,0.0753973083598984,-3.4616188347203187,-0.8330373133601673,-1.2369543800295746,0.1107205656639536,-4.420900079968401,-1.9092843742154904,-0.633367260444905,0.2472353208811908,-6.552079138489881,-4.34593407659109,-3.271268300226068
5564,0.0686854234128504,-3.2427967259792774,-0.6329496778603063,-0.7564334822362451,0.0934272004557186,-4.165942982627265,-1.5778877686170825,0.1224842682213667,0.1774711369268002,-5.244471356240111,-3.1552823229409594,-1.78159835290692
5568,0.0780794167477836,-4.020975247048513,-1.433385633548696,-1.566782730298722,0.1065492410901526,-5.103327502234484,-2.6160586674083257,-1.0193659597324545,0.2172199297473164,-6.635391168620149,-4.710413306552454,-3.390444782760822
5572,0.0760387599789713,-4.074209640254669,-1.4359008058616034,-1.701763028901514,0.1123944896228853,-5.27798555735416,-2.7468154643334195,-1.2180278648996166,0.2640833647353221,-7.8436950508280034,-5.696956084806944,-4.405555369575978
5610,0.0744193607381626,-3.1241999685185786,-0.5309900314505076,-0.715205820946794,0.1199004863460815,-3.976008204393425,-1.5201532196721357,0.3763299435600931,0.2301899407358393,-6.150969723390324,-4.012967767693887,-2.080695918444887
5612,0.0891132757704676,-3.0860072050985594,-0.4755925642359534,-0.7294638529751569,0.1225162654929336,-3.6693929517184687,-1.1582375993307887,0.5583924879588115,0.2542777514271126,-6.518577662127227,-4.230222200870055,-2.43715675501554
5631,0.0861188756727341,-4.009192826487247,-1.3777428245236545,-1.760593503407243,0.1118984458203509,-4.850036126907394,-2.364365973330768,-0.9892186426348808,0.2656453333664618,-7.339339543180996,-5.17024022093487,-4.018564458838586
5663,0.0565902512273509,-3.032950941711994,-0.5397077319316869,-0.447600348762796,0.0679042924186396,-3.648150544274255,-1.1679029745196656,0.5758142517102932,0.1629447547982154,-5.397565103275867,-3.1702872139985327,-1.9175226118870403
5676,0.0885318021169126,-4.249567065462995,-1.6673940928557711,-2.0528574397343946,0.1243831835397422,-5.457474782145518,-2.947939972703753,-1.399376713710475,0.2251683670004473,-6.483102579140775,-4.408411733308278,-3.1318390279651807
5693,0.0669633095088637,-3.8227645979064246,-1.1291809176423804,-1.5075916173391746,0.0948770718671167,-4.896894092259699,-2.384395666974934,-0.9442203925835764,0.1810836792647851,-5.728273114151735,-3.75525085353887,-2.6152492472062865
5703,0.0875419092159986,-4.209285787162028,-1.5321046361447217,-2.2798664640253907,0.1488000248864021,-5.90286987141524,-3.303824613118897,-2.545036193602898,0.2496052232163229,-6.955256440024473,-4.867138150822405,-4.338548859693023
5707,0.0821587471658696,-3.333782463537083,-0.689487333687191,-0.926545166598118,0.1106869891515351,-4.891483942903302,-2.254319450549391,-0.6610307027768227,0.2536183277526325,-7.684680598062611,-5.347578290518215,-4.109065718845472
5743,0.0875173994170365,-4.013229536209702,-1.2306586832024469,-1.5439799098594524,0.1108559800694787,-4.992983371947925,-2.2869712133824462,-0.8043180315597415,0.2431193389205633,-7.149945751183156,-4.874438525104726,-3.704545207766434
5772,0.099862814283218,-4.343995152562603,-1.5958653831534904,-1.9011161878359872,0.1238264201358695,-4.945055626042032,-2.230956053018276,-0.8475899078182596,0.2583451577526554,-7.223559198018336,-4.8582042906300185,-3.681182613020204
5795,0.0886650286939251,-4.2774059530622015,-1.5426578149035963,-1.7691702303374155,0.113794626914982,-5.069590087215632,-2.465960559536615,-1.0742748009397445,0.2469047881369843,-7.575121131732289,-5.249513597373772,-4.139430749436753
5797,0.0943073970500527,-3.5661155575584345,-0.8041134775028521,-1.1727216029768417,0.1169327439980845,-4.671850686809856,-1.9644921630021608,-0.5733301212772755,0.282722829753393,-8.177105230473934,-5.7409637152942805,-4.544864979876135
5857,0.09885977370612,-3.62652500931022,-0.923229121161697,-1.0701319100571436,0.1292660388825331,-4.810788635141939,-2.1928438799992453,-0.6786087453428002,0.2921655658444615,-8.217989080106006,-5.6942191987944994,-4.373907457134064
5885,0.0853077356475544,-4.115291150832813,-1.400065118139497,-1.756651364615043,0.0972542070017784,-4.758092231082609,-2.0751474517894937,-0.5883293657125119,0.2143873445518499,-6.590356333244222,-4.435297721190808,-3.242008219252427
5933,0.0686333428286061,-3.4828215800601767,-0.7783650004280686,-1.0665478608289605,0.1052355474212321,-4.570404385680778,-2.0612144351886954,-0.7127969849305751,0.1891068569709746,-5.689797331382021,-3.6262615523410178,-2.4793865207240304
5941,0.0731590675913675,-3.687423792188797,-0.9654098503964412,-1.2715100610973251,0.0930441064328128,-4.606845041395856,-1.9632322581406008,-0.4050343897289424,0.1607054363735513,-5.124693305147748,-3.054087187790985,-1.865761230638371
5943,0.0558200707386538,-2.542658324537117,0.0784095509713276,0.003264574141413,0.0958723679475108,-4.128504389112804,-1.590015273835615,0.0474979405686628,0.1809199556646614,-5.110438824239738,-2.969160226853337,-1.6329284953587726
5949,0.0779589986898301,-3.657266843399666,-1.0219832238597222,-1.2861528633482553,0.1051986796443979,-4.367589416090156,-1.8237146686005987,-0.3384029751773917,0.2240314362111897,-5.971249238174114,-3.8429629122036286,-2.532221887538707
5951,0.0563623237784032,-1.5355781316600496,1.03667866406443,1.0364178275933786,0.0842470262901875,-2.455162354307994,0.1081797354876445,2.0226384359466354,0.2012422390477135,-4.527430087492526,-2.1538298529749897,-0.4263756685592341
5956,0.0754047584663208,-3.8225647175260034,-1.2458197320486315,-1.5211765698437147,0.1069641545018336,-5.007465190910572,-2.4789686777770554,-1.1218961370359135,0.2452602356541643,-7.047396362606386,-4.951349245397745,-3.853692863641791
5961,0.0770178672007732,-3.368125256133061,-0.7592992728391681,-0.8393578345223971,0.1099011753211886,-5.115990309992958,-2.5992951007797016,-0.8929891303986252,0.2538848509074038,-8.00224529165485,-5.706146320660028,-4.443066183688883
5968,0.0794327035239398,-2.91333283496095,-0.2866062648384718,-0.3459044667661792,0.1048291211618779,-4.265024226887984,-1.6786962304015691,-0.0211581258691179,0.2348459505620098,-6.730296814383448,-4.303941116204366,-3.0671498202599565
6001,0.0688542468620694,-3.597261958692969,-0.9261325016931222,-1.0919301792902707,0.0930856184603725,-4.270472844507073,-1.5780635210076264,-0.1268159176623334,0.1565910551498912,-5.012455951750473,-2.926008963574316,-1.6592386626282356
6010,0.0657474430301376,-3.588477874593209,-1.0133024257378456,-1.4237389391945066,0.1036039149616588,-4.860249223365652,-2.4194383176349783,-0.905698327000924,0.202465983567662,-5.859532748043016,-3.839135805028824,-2.7201791942801896
6012,0.0834234787241782,-3.721211528577985,-1.0969141817553945,-1.4067006012890575,0.1068953829285932,-4.61514967633039,-2.0135884804419515,-0.5072155173767432,0.1932533535465887,-5.35939468363516,-3.299671230168296,-2.0712843432318824
6028,0.0723562673758869,-2.2039397116129824,0.5033638330429162,0.4400639620988842,0.1117789051229497,-3.409923377713361,-0.7979585760904752,1.0150024205895667,0.2784949571600782,-7.021505688164232,-4.58412282501871,-2.849142495989527
6029,0.0813249220950524,-4.236523951110223,-1.5885887606113545,-1.9067600838140848,0.107101492840021,-5.092612878140974,-2.5585753408139027,-1.0998161550843204,0.1987985833869011,-6.2902079873253705,-4.339733231626967,-3.0734095635074232
6041,0.0708012867938952,-3.5049557318550475,-0.9135947214864908,-1.0372272273057654,0.1030803937593838,-4.2393930763590495,-1.7713599696479063,-0.3093474681168586,0.1605685414398149,-4.70564699832803,-2.717601268699452,-1.3922113130124347
6049,0.0793454974672151,-4.160785089752089,-1.4630193448974484,-1.617437337042685,0.101692361849531,-5.099068631472825,-2.474340816841637,-0.8979728566392173,0.1805236728992235,-6.043786498876113,-4.054688750176286,-2.7773035369938333
6060,0.0611727641051586,-3.516662840642321,-0.8878439638704522,-1.1704643772516223,0.0994207827045739,-4.836576120612798,-2.318217692845448,-0.8504250399973446,0.1857646236899916,-5.475330617656139,-3.4638153026696474,-2.329706351530024
