respid,1,2,3,4,5,6,7,8,9,10,11,12
87,-0.8660171554214509,-0.6212938679732632,-0.8282878236962385,2.3155988470909534,0.20505282609203418,0.06581987944734945,-0.36961228714685335,0.09873958160746976,-0.036333219297767685,-0.025761140055451038,0.04827503361546894,0.013819325737749777
94,-1.6462295366423447,1.5610308432008324,1.687182954697012,-1.6019842612554993,-0.17337225650806426,0.16752516927619399,0.016605738072375274,-0.010758650840505257,2.148739899059279,-0.7513511811270558,-0.6472452211956339,-0.7501434967365904
109,0.04302281215252252,-0.05624807168425713,-0.04083142070509798,0.05405668023683258,0.3606107450418822,-0.03729452356889574,0.03204733725882234,-0.3553635587318088,0.0,0.0,0.0,0.0
127,0.01589155134362119,0.020248577062185778,-0.00449852315154559,-0.03164160525426138,1.544959947217678,-0.7461707052315416,-0.7493931512959745,-0.04939609069016343,0.3878656924106284,-0.39011450703604506,0.3828167125206293,-0.38056789789521267
159,-0.018712077533282093,0.016499196941212914,-0.021560963961008005,0.023773844553077184,0.3187090083778941,-0.14294599383390758,0.02698814653369841,-0.20275116107768448,0.18610703874346718,0.1865125395482923,0.2571383102411482,-0.6297578885329084
171,0.007282606836229766,0.031563210624396404,-0.014472055412939935,-0.024373762047686234,0.008050447170023003,0.11762970567535828,-0.09245660752801119,-0.033223545317370096,0.08084075269699684,-0.12492718635774261,0.14120366722134844,-0.09711723356060267
222,-0.050169462335523295,0.06439091260524625,-0.05741082610276317,0.04318937583304022,0.043273187637960626,0.09322155858135951,-0.09514363950293449,-0.04135110671638565,0.011178678405879695,-0.03688307493813392,0.030372701422199735,-0.004668304889945507
272,0.07939242721112758,-0.05388736824810769,0.11407730979552631,-0.1395823687585462,-0.22199678922160637,0.3416040591461962,-0.2979702305369947,0.17836296061240448,0.09114328234529412,-0.04065408517156287,-0.006724753573559903,-0.04376444360017135
346,-0.039772365213691305,0.04672916652264271,-0.03835646656309169,0.03139966525414029,0.011019232995054497,0.07983470652024935,-0.04938217701401759,-0.04147176250128625,0.0552845832205457,-0.05284798821816426,0.0552845832205457,-0.057721178222927126
351,-2.4962066031886208,0.8075796638070454,0.7919553440759196,0.8966715953056553,0.8013989613800943,0.46964159801487537,0.7545952542080023,-2.0256358136029706,-0.17780537891877057,0.23647731562559263,-0.485739112104452,0.4270671753976299
366,1.6004273975142427,1.5969252200267465,-1.6051706568507222,-1.5921819606902683,0.09982426284140083,-0.15024061268509964,0.001318770481979696,0.04909757936171866,0.004402108082650453,-0.04359426936972972,0.05183659771708083,-0.01264443643000157
395,0.30087743562533376,0.300877435625333,1.2749753995881965,-1.8767302708388633,0.5366454129962193,-0.8860311658099602,0.9362181491529363,-0.5868323963391957,0.07111545534231703,-0.009424668265593553,0.03206030152588411,-0.0937510886026076
406,-0.10898561170496891,0.1763249659634922,-0.03804445595987185,-0.029294898298651437,-0.19896986495444285,0.16731475723762018,-0.2656198817890008,0.2972749895058235,-0.032835154607558675,-0.06448486805408017,0.07026050103402084,0.027059521627617992
415,0.04204485045781423,-0.05071710256836757,-0.029982508808957312,0.03865476091951065,0.00019625910406912518,-0.45461559873259993,0.1817180550727249,0.2727012845558059,0.02170935263822955,-0.009736394572971587,0.05105019470630898,-0.06302315277156693
417,-0.012124467178831566,0.012083366949093895,-0.012919586508648957,0.012960686738386627,-1.0463791910504157,1.6140947530191065,0.3194241929944036,-0.8871397549630956,0.1754657052656745,0.12689413403755556,-0.20579507050407186,-0.09656476879915799
426,0.031909228304241415,0.11752656928866093,-0.12838918382675366,-0.021046613766148674,0.06789027757785232,-0.0657913715763336,-0.199614927912353,0.19751602191083426,0.00850797876542204,-0.06859083840609817,0.029478224348631,0.030604635292045136
441,0.5019039040035339,0.188452275892467,0.5440655424678058,-1.2344217223638059,-0.21887308390368887,-0.3311964021555207,0.2906170342988461,0.25945245176036347,0.054855298876774025,-0.05479287217008786,0.09917979218568546,-0.09924221889237161
442,0.04650911163589657,-0.19285159180441908,-0.029203257193251078,0.1755457373617736,0.13326633333320798,0.01685958260470488,0.029134855037739358,-0.1792607709756522,-0.010858910848406355,-0.0001855197501625539,0.022641731067157875,-0.011597300468588968
471,0.055747416746040494,0.1768403621987235,0.06074681082456211,-0.2933345897693266,-0.14607139474163244,0.5418113768389574,-0.257212887405696,-0.13852709469162905,1.7482208778101926,-1.5171718176235442,1.2861227574368959,-1.5171718176235442
486,-0.023673630102236547,0.004753016733381805,-0.016791539639990867,0.03571215300884561,-0.8811429747575551,-0.9077060758897428,2.6128462078515597,-0.8239971572042619,-0.152877308316211,-0.3530015992134844,0.6884977110398223,-0.18261880351012716
496,1.82510710742564,0.8280919799177683,-1.570679575403138,-1.0825195119402697,0.5312964676545255,-0.5347363132695548,0.18582434884682772,-0.18238450323179836,0.2207728535784068,0.02802569216034688,-0.057487097052478994,-0.19131144868627445
504,0.7268941621846814,0.7973763815684449,0.7841878465216163,-2.3084583902747426,-0.037272100027568825,0.31362708929011884,-0.22493559233219998,-0.051419396930350046,0.2353147626931266,-0.3187860269864232,0.055631877579696724,0.027839386713599878
538,2.451378498727487,-0.8427553414825272,-0.8009136288406472,-0.8077095284043118,2.0102128944697157,-2.04136529702937,1.9476499387084227,-1.916497536148768,-0.1687441907671305,-0.02497829915834839,0.006512112204993504,0.18721037772048538
549,0.004484957809064321,0.005582480784447907,-0.0016145930864826827,-0.008452845507029546,-0.05489576647059577,0.7245761378300557,-0.33085048325941896,-0.33882988810004094,1.8536512535517096,-1.66346842610785,1.4817014860270317,-1.6718843134708894
561,-0.05403309054051206,-0.26506124731575387,0.04652869606748668,0.27256564178877923,0.09775843876322562,-0.3187143012295091,0.2428828827415974,-0.02192702027531389,0.04703639591568375,-0.04221054330177074,0.03204947429217412,-0.036875326906087136
577,0.1353427149410658,-0.16542156225004123,0.09888301419430355,-0.06880416688532814,0.14340026009641105,-0.34984404120400947,-0.23257842968468784,0.43902221079228626,0.2687529106277546,-0.29752456758648926,0.2044002928899874,-0.1756286359312527
626,-0.5657534912033024,-0.48826597753540074,1.517821258583328,-0.4638017898446262,-0.47189703047436526,-0.19573423022762215,1.362056020481093,-0.6944247597791069,0.19267129182162446,-0.23376156080094596,0.19267129182162446,-0.15158102284230296
634,-0.005102974045322576,0.002057106722872129,-0.0034429220429938673,0.006488789365444315,1.8680282368490266,-0.4352926169362948,-0.853824685454146,-0.5789109344585868,1.739918744706418,1.1799535291051955,-1.4599361369058066,-1.4599361369058066
646,-0.0013390405348269933,0.002915186833767272,-0.0027726422330154594,0.0011964959340751806,0.06361608191202488,-0.07702920477204647,0.006325928039453128,0.007087194820568471,0.11770976639418722,-0.024152047715498424,0.05397730565883951,-0.1475350243375283
652,-0.007974648990756998,0.02823837789793435,0.001912019312913231,-0.022175748220090583,-0.27150433535678714,0.2705100495647426,0.10282605066166572,-0.10183176486962121,0.009008750710744693,-0.15322461594137374,0.23110975555731367,-0.08689389032668461
674,-0.002496572328742944,-0.42932158001844434,0.2643759278721574,0.1674422244750299,-0.5223791840673838,1.396993625737612,-0.877687474965779,0.003073033295549421,0.0911726678465016,-0.0534871663578075,0.05552182340414823,-0.09320732489284232
687,-0.12571325285688253,-0.15601823292808376,0.03474612885758128,0.24698535692738502,-0.25615377632045183,-0.19625163810391077,0.04181234166112901,0.4105930727632336,0.16594214537099347,-0.16463609086465858,0.16208360683803794,-0.1633896613443728
697,0.014646401103373535,-0.023550164812159713,-0.055601914823923196,0.06450567853270937,-0.16111638432200684,0.07236960925088642,-0.10163354621442576,0.19038032128554616,0.10712980518741774,-0.06272916431646204,0.061801932451584746,-0.10620257332254045
712,0.96960464507114,-1.1585941292796065,1.1375440133752615,-0.9485545291667942,-0.020183830802123173,0.5835130921963709,-0.38766781641004777,-0.17566144498419997,-0.014680888448899415,-0.014910018240398913,0.04915502113774741,-0.019564114448449084
731,-0.03255780252631451,-0.15913695899800331,0.032502746183673985,0.15919201534064384,0.0734553090698761,-0.07439790800909059,-0.24692278459510345,0.24786538353431795,0.11665828106767813,-0.11433069915428525,0.11230088302325505,-0.11462846493664794
738,1.0359597234772753,-1.0046481242784087,1.0508219869152968,-1.0821335861141625,-0.016733171338805072,0.41517066076781084,-0.379792143727236,-0.01864534570176979,-1.1402752378518533,-1.6528170738758443,1.4898391020964143,1.3032532096312832
751,0.6988699483977439,0.5084166426729524,-1.850978432708517,0.6436918416378209,-0.25324202770633397,0.15531212483395046,0.07349819186006774,0.024431711012316237,-0.002069631099488378,-0.038354890079937455,-0.5237610364816521,0.5641855576610777
793,-0.11053175779431156,0.25412892577401897,0.0909615049651472,-0.23455867294485463,1.086827799878529,-2.2677947284695845,0.905819552966209,0.27514737562484615,-0.12509650093158414,-0.22123360540035356,0.2292881728518017,0.11704193348013599
795,0.04814865432544648,-0.16846916307623513,-0.013261395654048094,0.13358190440483675,-0.2187264507751437,0.2591255815438849,-0.11914567244108656,0.07874654167234535,0.12869477098659313,-0.1265324723459429,-0.021643834565071116,0.01948153592442088
817,-0.0033874622037770833,0.016778605312042245,0.003071857138640792,-0.016463000246905952,1.4234587771801015,-1.2212957795884263,-1.7495325788628453,1.54736958127117,0.0,0.0,0.0,0.0
833,-0.04452789708961456,-1.3381297317690084,1.2483776498205135,0.13427997903810857,0.1765577518256975,-0.44807084081075294,0.29938577096265345,-0.02787268197759752,0.15913021136114347,0.09490762249219145,0.16877991215791316,-0.42281774601124855
864,0.6159310504424992,0.07783473777562082,0.0027556416029171932,-0.6965214298210389,0.11481717308670977,0.19114572116841416,0.03530824543557659,-0.3412711396906992,-0.13441216359920555,-0.26429163076766443,-0.179936232967892,0.5786400273347619
881,0.026666049333452107,0.05017341506522176,-0.040818821249019484,-0.036020643149654384,0.005827200703378246,-0.2885594138648165,-0.17572018684325788,0.4584524000046961,0.015587504933659036,0.00015864232883284828,0.06376576293930389,-0.07951191020179578
897,-0.5658223244171159,-1.0682899366477403,-0.48131378729070307,2.1154260483555594,1.8977402429280366,-0.2806043376074448,-0.7128242742609839,-0.9043116310596078,0.09869046340352834,-0.037882777333056665,0.29321488514626487,-0.3540225712167365
919,-0.03996926080190514,0.08490274826406455,0.018269627468385348,-0.06320311493054476,0.03750938311027402,0.029035843457465453,0.20257534829626847,-0.2691205748640079,0.11260251072932773,-0.11926295530887067,0.12061399935167852,-0.11395355477213558
940,-0.1947029602496605,0.31485252524679147,0.1220980336211089,-0.24224759861823988,0.09022291672764698,-0.09241077466217057,-0.26699005592515607,0.26917791385967965,0.20848504401148604,-0.23292834896631634,-0.13562452039949402,0.1600678253543243
941,0.8768577587581073,1.310914986864137,-1.0637538465550254,-1.124018899067218,0.19964789179476694,-0.3760457444809963,0.31869215278262397,-0.14229430009639457,0.6140752197796422,0.028354642504748402,1.41860709032484,-2.0610369526092307
944,0.021354687631462532,-0.02072526700324004,0.026774217484475504,-0.027403638112697776,0.9250792308658231,-1.6564103332570097,-0.038568945020555204,0.7699000474117427,-1.6117216598576138,1.4432496229555118,-1.52473578204975,1.6932078189518518
950,0.05556622989815632,-0.03640864622733187,0.08082592365754404,-0.0999835073283685,0.8972059807066162,0.5507316754185333,-0.7021611571848454,-0.7457764989403041,0.0011941648702738538,-0.02798596550478445,0.050175862779307925,-0.02338406214479733
974,0.023160906703426024,-0.05139338528646478,-0.011661146334197427,0.039893624917236185,0.16977863703084156,-0.17249771596392643,-0.24089837334511877,0.24361745227820364,-0.0026900017709558,-0.05265571882752173,0.07053486689138505,-0.015189146292907525
983,-0.032523382950669893,0.05514613019984223,-0.003243533855061885,-0.019379213394110452,1.5806961433260691,-1.1415986665539557,1.0347862414679843,-1.4738837182400966,0.03762130387644428,-0.03870603567355547,0.020548805592542466,-0.019464073795431285
985,-0.016835352758870898,0.027086989082917054,-0.022494443791448115,0.01224280746740196,0.09131169977854435,-0.45380695878127697,-0.14448235444577964,0.5069776134485123,0.06684048283549954,-0.05922999251231138,0.05226290944044508,-0.059873399763633234
990,-0.060288806494028,0.08678421855694475,-0.08533782885157322,0.058842416788656475,0.22152931779779902,-0.2631981718162501,0.1366263628595887,-0.09495750884113764,0.026271270895999187,-0.033277094136577284,-0.007144828444969179,0.014150651685547272
999,2.0976428036417465,-0.38470708145359417,-0.09377866748200536,-1.6191570547061462,0.5655615459940867,-1.9592475671624985,0.9356778799078376,0.45800814126057315,0.004555738731400818,-0.053235160959451744,0.04951666030816387,-0.0008372380801129487
1006,0.09874875679771956,0.06369739401059095,-0.3278081794534618,0.16536202864515082,-0.09982870428179236,-0.029747271423525512,-0.11724886645657384,0.24682484216189238,0.05730760768363921,-0.08216267943881324,0.11825001238176358,-0.09339494062658955
1011,2.141533133127254,-0.7767606618349839,-0.7437216986088704,-0.6210507726833996,0.02466389910264804,-0.5109121742500123,0.23626382543027108,0.24998444971709388,0.004373523042929753,-0.003880255402340751,0.0362302120601304,-0.0367234797007194
1014,-0.1198918994273598,-0.12198617201318811,0.08428033118704559,0.15759774025350232,1.5590149185813806,-1.0428683219990824,0.794725059949793,-1.3108716565320908,-0.9326680735942108,-1.3117712018862486,1.1614290467311146,1.0830102287493457
1019,-0.05412321354410621,0.04198763789672312,-0.04719570692362452,0.0593312825710076,-0.22406432486903533,-0.035970145717241345,0.03424343936755347,0.22579103121872318,0.0,0.0,0.0,0.0
1031,0.009691429200311404,-0.029612269513636904,-0.016575295977878598,0.036496136291204094,-0.023386854546031,0.16118102704163903,0.2502521675401142,-0.3880463400357222,0.001270767888708009,-0.03519150643044126,0.012087683524440656,0.021833055017292595
1033,-0.1331786729189438,0.1638201300693505,0.17171624108908692,-0.20235769823949362,-0.013830006871639352,-0.46697072684339336,0.30601441028715815,0.17478632342787456,0.11402682631025104,-0.1030481933754581,0.03324293645334189,-0.04422156938813483
1035,-0.8905321567514077,-0.35089266799166907,-0.534567322881168,1.7759921476242457,-0.4799908235011633,1.6633108492548823,-0.39057552103599574,-0.7927445047177224,-0.21624694096375421,-0.1360104888555301,0.01351985594530341,0.3387375738739809
1041,-0.07193984384570908,0.14257934488663124,0.02460938496658104,-0.0952488860075032,-0.1774513797597828,-0.3753574392034301,0.18945763998645965,0.36335117897675323,0.05091961772832999,-0.025279377943953348,0.0006161342954670557,-0.026256374079843697
1047,-0.17384683618678096,0.15225982483641792,-0.16223668561375562,0.18382369696411954,-0.08873296938094732,0.1198717049061731,-0.003784829406631496,-0.027353906118594312,0.35538687134760694,-0.4900275272573244,0.48380018807869973,-0.3491595321689822
1048,-0.003395219966957764,0.006619672746812589,0.0006848144728436485,-0.003909267252698474,-0.2160488354393592,-0.05558358007315089,-0.03370398145748295,0.30533639696999304,-0.06760955355673341,0.07432106056142451,0.02028011770822448,-0.02699162471291557
1066,1.3109822317021662,-1.0725695724843571,0.009550988332839561,-0.24796364755064848,0.6108653047922364,0.3503041415706811,-0.49933307981695785,-0.46183636654595966,1.3667647475038163,1.598680409670678,-1.504032350012209,-1.461412807162284
1068,0.0027148994196461215,0.10878017658544137,-0.05935180628663978,-0.0521432697184477,0.17642645896633774,-0.45273233985157435,0.2190326713374616,0.057273209547774984,1.4297473758595776,-0.47658245861985904,-0.47658245861985904,-0.47658245861985904
1078,-0.10219007734048946,0.002597597161138325,0.005923341596771081,0.09366913858258005,0.24609660763535424,-0.5210152721749428,0.5872425284939213,-0.31232386395433187,0.41307986497271065,0.0505057155144073,0.9668838869091717,-1.430469467396291
1105,0.35013050077800933,0.12574576284937383,-0.9077802154260641,0.43190395179868074,-0.09530445453846162,-0.2338894825409535,-0.1472936176874852,0.47648755476690013,0.2280531850810572,-0.22948195625805995,0.007743190454330931,-0.00631441927732819
1111,0.20707740179557602,-0.0859118616043503,0.1343441543339696,-0.2555096945251953,0.051815538299509765,-0.20365882911948516,0.15439249680941972,-0.0025492059894443343,0.03784265350388963,-0.2635800078868978,0.2540533903328813,-0.028316035949873166
1112,-0.7531290517035363,0.7521899390264877,-0.63979811730772,0.6407372299847689,0.062104193613890205,-0.30358172676490436,0.19688462879284974,0.04459290435816397,-0.14370533605649904,0.12095054368182497,-0.49754992956293814,0.5203047219376127
1114,-0.03205245081704953,-0.13857424417365963,0.024702579845415754,0.14592411514529338,-0.02428694767390348,-0.13526034470084347,-0.3457206016958533,0.5052678940706002,-0.03908121496036296,0.03914758532921193,0.11233969405420194,-0.11240606442305091
1119,0.09258165047959954,-0.035917429461220486,0.06023499463276716,-0.11689921565114622,-1.643510515067254,0.315886028531952,0.3573919308101885,0.9702325557251144,0.5316000723783366,0.42354940192896035,0.6779708186633487,-1.633120292970646
1145,0.6401101629377719,0.31605630757430603,-0.4130450604116346,-0.5431214101004443,0.654731809375722,-0.19872869235182733,-0.06606527303092241,-0.3899378439929728,0.26397291702553116,-0.20956469755226692,-0.12862522274359423,0.07421700327033001
1149,0.02367727761298829,0.014766984689416094,0.06529263278524185,-0.10373689508764623,0.21437515798695927,0.2226499179892688,-1.1093527142259114,0.6723276382496836,0.05613630013385236,-0.06426056569738073,0.0730320694136446,-0.06490780385011624
1169,1.4640280797075063,-1.6746893982436835,1.6000718363294373,-1.3894105177932587,1.5056525735658395,0.4296340736648255,-0.9600307539845843,-0.9752558932460813,-1.3920437633293217,1.6339942585602205,1.2317127108026933,-1.4736632060335937
1179,0.0060554361025605494,0.010221280978650802,-0.003415629958995804,-0.012861087122215547,0.5606248200435999,-1.7034013234051115,0.11108989475030535,1.0316866086112066,-0.7105513436381388,-0.1323824268279742,0.44026524662813865,0.4026685238379745
1188,-0.020831077244437307,0.03392738207813778,-0.0033684257227682094,-0.009727879110932262,-0.04618204037262849,-0.39000740981929527,-0.32953751737452164,0.7657269675664459,0.14206593295349196,0.05425915965066509,0.053438209319378926,-0.24976330192353596
1200,-0.007606215050599665,0.00477428730158328,-0.019912309969303713,0.0227442377183201,0.13428214467601038,-0.20486203547005682,0.06386366617526243,0.006716224618784002,0.07511071096928974,0.042198872179771335,0.010342871752200345,-0.12765245490126143
1209,,,,,-0.1340214539511581,-0.37209054167525824,0.062217212639963486,0.44389478298645285,-0.07292806148522732,-0.438126611865886,0.43959877375278344,0.07145589959832983
1211,-0.05836028785882009,-0.0031625597600919188,-0.03767731817020536,0.09920016578911738,-0.4348199253467745,-0.21172726337412137,0.20820211501134664,0.4383450737095492,0.017091308744002828,-0.0026275157084649633,0.005422534699680275,-0.01988632773521814
1212,-0.04066735164779704,-0.022508457431763995,-0.00046715349477978316,0.06364296257434082,1.5942564437012798,-1.4232277974651406,-1.765304402003915,1.5942757557677765,0.13603658104454025,-0.16003062388078645,0.08941880141446419,-0.06542475857821799
1227,0.0004237838410266834,0.11446521307269981,-0.06464561599329194,-0.05024338092043455,0.6986649704855952,-1.7555735486539343,0.4484512050797361,0.6084573730886014,0.09916657078914799,-0.08273322526817765,0.006375767651006691,-0.02280911317197703
1238,1.0379376173141508,-1.4615144453905662,-0.035679326637245164,0.45925615471366005,0.1115876632650086,0.07308011077108113,-0.3348550410704787,0.15018726703438945,-0.27766255925505856,-0.016978595572125336,-0.003352441652709875,0.29799359647989376
1248,1.533130638276141,-1.5308117301010182,-1.580295108610481,1.5779762004353575,1.4830835540030267,0.7512541273925731,-1.067772360235998,-1.166565321159602,0.013677948731011308,-0.003042399098084796,0.004502057393779399,-0.015137607026705911
1257,0.0013180972646470045,-0.0025440321461063734,-0.0007477051411720427,0.0019736400226314115,-0.06269544589384794,-0.2451807046211975,-0.26290923879193323,0.5707853893069788,-0.0016330166302040599,-0.06383245958457379,0.062190054637588615,0.003275421577189233
1265,0.11682711607394604,-0.6925672710999975,0.32547961687455673,0.25026053815149507,0.9325112023353866,-1.625017375884159,0.38914595583235967,0.30336021771641175,0.27263197115702753,-0.1581589625918896,0.16338048984854775,-0.2778534984136857
1268,-0.019527758130473125,-0.014982282753606295,0.01099665462458736,0.02351338625949206,-0.3212963543131138,0.26700685466123414,-0.4320617000031394,0.48635119965501916,0.26695021674320557,-0.20276837500590303,0.1260561617688919,-0.19023800350619444
1281,-0.015613542140059609,0.010141644662826665,-0.02134152797301934,0.026813425450252285,0.4007906459195069,-0.08839639832525542,0.1308545980974365,-0.44324884569168843,0.0,0.0,0.0,0.0
1290,-0.009433711782235355,0.06322214368740647,0.06610544061979437,-0.1198938725249655,0.022326903432519044,-0.13255960116465568,0.10628468262205293,0.003948015110083706,0.0,0.0,0.0,0.0
1303,-0.03146235925164244,-0.00627357360694896,-0.01012838762439457,0.047864320482985966,0.044662755676891916,0.20032885602743467,-0.19950460889893096,-0.04548700280539562,0.16143733710532918,-0.25430998331282145,0.2547641611291285,-0.16189151492163623
1316,-0.05191399591590296,0.01652939416801906,-0.030683341694843397,0.0660679434427273,0.13365294012517182,0.27007062208200433,-0.13987902926069343,-0.26384453294648275,0.03070359266065913,-0.03001448986656919,0.0703093846189805,-0.07099848741307044
