respid,,0,1,2,3,4,5,6,7,8
87,1,0.01100419450197204,-0.005727418325544852,0.0012624095749660946,-0.022494776882181485,-0.00011360992962367032,-0.000581087877468689,0.5406000963666475,0.0,0.0
87,2,0.017761239753943947,0.07960060170453254,0.005456765123090789,-0.007683557134985363,0.000724246720928967,-0.005975466668695083,-8.46812760157747,-0.0,-0.0
87,3,-0.006145689956243982,-0.0026719742696190703,0.0006130597952902495,-0.03361711781793564,0.00030089938110600123,-0.0019921785048004903,-2.5773948095146704,-0.0,-0.0
87,4,-0.022619744297069918,-0.07120120910919514,-0.007332234491785882,0.06379545183510249,-0.0009115361715439362,0.008548733052005097,10.504922314725492,0.0,0.0
87,5,-0.03118218672160111,-0.07116388699990317,-0.007896148140895676,0.012489753323241535,-0.0016382755541055614,0.00788706499277314,0.0,1.4536488743093408,0.0
87,6,0.004511078736946228,0.04610880450783838,0.007576705135514671,-0.014257332765776896,0.0014333350520367991,-0.006321669261677431,-0.0,-0.9634430184769194,-0.0
87,7,-0.009489864596923248,-0.0361846618848749,-0.013519241802428804,0.017202433656715588,-0.001472124067092295,0.009213867298296652,0.0,1.106580022814672,0.0
87,8,0.036160972580190354,0.06123974437832746,0.013838684806422029,-0.015434854214180225,0.001677064570548836,-0.010779263029392359,-0.0,-1.5967858786470934,-0.0
87,9,-0.014192904626564305,-0.01618078562110048,0.0004890972321591747,0.004569982562513397,-0.00019826361108421506,0.0008851999994119452,0.0,0.0,1.697058147643336
87,10,-0.008959036288877509,-0.003679803558392924,-0.0013993090516167814,-0.0006131123678199124,-0.0001502263088232203,0.0010009508905756137,0.0,0.0,0.7818866187627727
87,11,0.009671493439444845,0.009602482901188703,0.0032055158118160505,-0.005170821380101609,0.0003888704538934639,-0.0022660723360268253,-0.0,-0.0,-1.483656974781507
87,12,0.013480447474956135,0.010258106277610812,-0.0022953039927053887,0.0012139511847142348,-4.038053467991798e-05,0.0003799214449984322,-0.0,-0.0,-0.9952877916246017
