,respid,wgt,cma,married,own,wealth_total,mort_balance,home_value,age,totinc,retinc,hlth,sp_age,sp_totinc,sp_retinc,sp_hlth,pref_beq_money,pref_home,pref_live_fast,pref_risk_averse,know_ann,know_ltci,know_rmr,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)","sp_gamma(2,1)","sp_delta(1,2)","sp_delta(2,2)","sp_delta(3,2)","sp_gamma(3,1)","sp_delta(1,3)","sp_delta(2,3)","sp_delta(3,3)","sp_gamma(4,1)","sp_delta(1,4)","sp_delta(2,4)","sp_delta(3,4)",xi,xi_sp,miss_psurv85,sp_miss_psurv85,mu,zeta,prem_scn_ann_1,prem_scn_ann_2,prem_scn_ann_3,prem_scn_ann_4,prem_scn_ltci_1,prem_scn_ltci_2,prem_scn_ltci_3,prem_scn_ltci_4,int_scn_rmr_1,int_scn_rmr_2,int_scn_rmr_3,int_scn_rmr_4,ben_scn_ann_1,ben_scn_ann_2,ben_scn_ann_3,ben_scn_ann_4,ben_scn_ltci_1,ben_scn_ltci_2,ben_scn_ltci_3,ben_scn_ltci_4,loan_scn_rmr_1,loan_scn_rmr_2,loan_scn_rmr_3,loan_scn_rmr_4,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4,nh_0,nh_1,nh_2,hc_0,hc_1,hc_2,g,sig,base_value,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,d_value_1,d_value_2,d_value_3,d_value_4,d_value_5,d_value_6,d_value_7,d_value_8,d_value_9,d_value_10,d_value_11,d_value_12,sigma_ann,sigma_ltc,sigma_rmr,ann,ltc,rmr,delta_ann,delta_ltc,delta_rmr
0,87,1278.4983244321725,6,0,1,553.863,0.0,450.0,62,56.14318556451503,10.0,1,,,,,0,0,0,0,1,0,0,0.0651966938932999,-2.6589547711849217,-0.0441738720202438,-0.0511722985136136,0.0998965182037212,-4.382295907659727,-1.8093947855390848,-0.0033415162390352,0.2155536533471047,-5.903692192380625,-3.680936129838555,-2.335664360467703,,,,,,,,,,,,,,,1,,0.6218589280351817,1.5,110.773,276.932,110.773,276.932,0.852,4.248,1.272,5.1000000000000005,0.02,0.04,0.08,0.06,7.776,7.776,4.668,23.34,24.0,48.0,24.0,48.0,67.5,135.0,67.5,135.0,0.01,0.01,0.01,0.5,0.5,0.25,0.2,0.2,0.01,0.01,0.01,0.01,0.0,24.936924647364517,49.87384929472903,2.536366587941094,5.239878687317201,8.900934583201554,0.026107100346319,0.0254617632609707,506.9088536304884,4.001939817984884,4.025013854810182,3.884883858596112,3.980218124363181,4.087177658944586,4.051764193866609,4.054921835796813,4.047136498906878,4.0299098721249855,3.900651410456402,3.758840708111827,3.690027028057524,3.650716854075682,0.02307403682529774,-0.11705595938877256,-0.02172169362170351,0.08523784095970122,0.04982437588172495,0.052982017811928905,0.04519668092199325,0.02797005414010112,-0.10128840752848234,-0.24309910987305727,-0.3119127899273604,-0.3512229639092026,0.017451516307580097,0.23318300853720694,0.027329355857693857,,,,3.4462069691076493,0.9780587386232154,4.588236109630946
1,94,897.8346892314378,6,0,1,210.0,0.0,320.0,70,58.4017377968338,58.4017377968338,1,,,,,0,1,0,1,0,0,0,0.0847688584572354,-4.43586214340842,-1.6909508849188988,-2.0439326520194943,0.1087664106828822,-5.357868843509506,-2.68152261743595,-1.1289218161544892,0.2673943496190545,-8.021394223472381,-5.844942870341444,-4.645266570138979,,,,,,,,,,,,,-0.3926767219106483,,0,,-1.0,1.5,42.0,105.0,42.0,105.0,1.464,5.856,2.436,1.956,0.02,0.04,0.08,0.06,2.364,9.864,4.74,3.948,24.0,48.0,24.0,48.0,64.0,128.0,64.0,128.0,0.01,0.5,0.6,0.01,0.6,0.3,0.6,0.8,0.25,0.01,0.01,0.01,0.0,24.936924647364517,49.87384929472903,2.536366587941094,5.239878687317201,8.900934583201554,0.026107100346319,0.0254617632609707,506.9088536304884,4.087223189337777,4.083167603482896,4.09609578858763,4.099867535776861,4.051891841321851,4.093021203129128,4.075935966204334,4.086267506296883,4.10332692434827,4.0593229767877945,4.040299700981107,4.013813820188859,4.034240323744097,-0.004055585854881194,0.00887259924985262,0.01264434643908352,-0.03533134801592652,0.005798013791350698,-0.011287223133443547,-0.0009556830408943284,0.01610373501049267,-0.02790021254998276,-0.04692348835667026,-0.07340936914891838,-0.05298286559368037,0.02010948922603606,0.23318300853720694,0.027329355857693857,,,,2.1961038089565506,-0.33691860974153665,3.7196181842905705
2,109,880.8996211331786,8,1,1,500.0,230.0,425.0,66,59.79277453683102,59.79277453683102,1,70.0,129.61579259628795,129.61579259628795,3.0,0,0,0,0,0,1,1,0.090273743273897,-2.717215304606854,-0.080661631971808,-0.3370507900629282,0.1450368963784873,-4.138695716476418,-1.6334672790158131,0.3618022595213394,0.316232734693074,-7.968403999091302,-5.504610667498668,-3.461631776005219,0.1064859024869152,-4.205441131440699,-1.6615253005416997,-2.562572296285266,0.1905109355312935,-6.02167438090828,-3.584929299164956,-2.8296312333466416,0.2771140237682483,-7.812398132104584,-5.530200525371945,-4.920566388716237,-3.5976189020268,1.2873059102201454,0,0.0,-1.0,1.5,100.0,250.0,100.0,250.0,3.336,5.5680000000000005,1.116,3.336,0.02,0.04,0.06,0.08,3.108,19.452,9.336,11.664,24.0,48.0,24.0,48.0,39.0,78.0,39.0,78.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,32.09742370955316,64.19484741910632,2.1998430747922435,3.4203056840352795,5.829138756586768,0.0281543378617289,0.0424875023147554,664.7986287229243,4.128738450596036,4.125946380123128,4.194199559439052,4.166604557105099,4.144938887393266,4.199345919498425,4.253738274352056,4.206154427265419,4.260307049103457,4.102319769359843,4.071077337547535,4.078332472473084,4.049646171570079,-0.0027920704729078594,0.06546110884301548,0.03786610650906308,0.016200436797229933,0.07060746890238878,0.1249998237560197,0.07741597666938294,0.1315685985074211,-0.026418681236193287,-0.05766111304850163,-0.050405978122952,-0.07909227902595717,0.02010948922603606,0.2446441326146262,0.04417307208978204,,,,4.595706723365094,4.619865106776959,4.592761250468897
3,127,1278.4983244321725,7,0,1,0.0,0.0,1500.0,65,53.01109411364173,53.01109411364173,1,,,,,0,1,1,1,0,1,1,0.076797360791906,-3.428571993172199,-0.786663946084358,-1.0498171050641387,0.1123587737960726,-5.1333526438969805,-2.655351064559829,-0.991390481056172,0.2357143231108265,-6.923100380479457,-4.75254746018462,-3.440514460089975,,,,,,,,,,,,,,,1,,-1.0,0.5607410302174016,24.0,60.0,24.0,60.0,2.7840000000000003,2.22,1.668,6.672,0.08,0.02,0.06,0.04,0.732,2.724,1.812,5.448,24.0,48.0,24.0,48.0,300.0,600.0,300.0,600.0,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,22.588588178913746,45.17717635782749,2.5323437587719293,4.062366946087904,5.303487504109683,0.0429280377108032,0.0337495491155457,400.1858597446627,4.371276429052281,4.3670578414783545,4.321753760063249,4.3736534011379815,4.340672441480834,4.365515731764534,4.378986311257632,4.372308002067137,4.351241995406125,4.1805101131677445,4.328505331373578,4.207367960268895,4.314034473184893,-0.004218587573926236,-0.04952266898903179,0.002376972085700757,-0.030603987571447,-0.005760697287747085,0.007709882205351626,0.0010315730148562352,-0.020034433646155314,-0.1907663158845363,-0.042771097678702574,-0.1639084687833856,-0.05724195586738734,0.02010948922603606,0.2446441326146262,0.04417307208978204,,,,4.59470776511368,3.9946030115092808,4.590098610470646
4,159,4230.715283026676,1,1,1,65.0,0.0,1000.0,62,48.68705267489093,42.220122303215135,1,65.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0.070680658189116,-2.1498527089646817,0.4168172239491286,0.4029063471936322,0.1175104734469071,-3.5768320579545594,-1.0450961609131415,0.9099347933563032,0.2664044850817423,-6.689218475339585,-4.3308640303157055,-2.4824944827265845,0.0741434193014573,-3.9026527016202737,-1.1954795503342774,-1.3888508472292282,0.0935305281613599,-4.682247707176992,-2.08698909261752,-0.40030608987623,0.1610571425696267,-6.043112866479007,-3.948782844871948,-2.554064379152521,,,1,1.0,-0.0523569845897126,1.5,13.0,32.5,13.0,32.5,1.272,4.248,2.556,1.704,0.06,0.04,0.02,0.08,0.912,1.368,1.092,0.912,24.0,48.0,24.0,48.0,150.0,300.0,150.0,300.0,0.01,0.01,0.01,0.01,0.6,0.25,0.25,0.6,0.5,0.6,0.75,0.15,0.0,32.1619819391635,64.323963878327,2.235097731158449,3.466004859668949,5.9043272610017095,0.0438750794702872,0.036731444540163,946.2708670639884,4.181629715193415,4.1819951133063205,4.178088727452817,4.1832761254703685,4.174786198259718,4.220434578683655,4.238602655805793,4.213962045603393,4.250702644354544,3.581438897771526,3.5604987984230894,3.900885017198792,3.2687493774061838,0.00036539811290570157,-0.0035409877405978563,0.0016464102769537803,-0.0068435169336966695,0.03880486349024004,0.05697294061237823,0.03233233040997785,0.06907292916112961,-0.6001908174218888,-0.6211309167703254,-0.28074469799462287,-0.912880337787231,0.02010948922603606,0.23318300853720694,0.027329355857693857,,,,4.595077757473159,0.35806852528497857,0.041131179739455695
5,171,4942.474513256949,7,0,1,57.7,0.0,700.0,69,46.96239861689803,46.96239861689803,1,,,,,0,0,0,0,0,0,0,0.1059728384619138,-3.7808460424106674,-1.1228406782062426,-1.3031508269723888,0.1283680120275809,-4.410398516631456,-1.7231056319572176,-0.374057357497067,0.2771803373038319,-6.541456162470688,-4.140850825671423,-2.9533183299928774,,,,,,,,,,,,,-4.115392828888639,,0,,-0.9050082593205588,1.5,19.54,48.85,19.54,48.85,1.464,5.856,0.972,4.884,0.04,0.02,0.08,0.06,1.092,1.812,2.184,4.548,24.0,48.0,24.0,48.0,140.0,280.0,140.0,280.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,22.588588178913746,45.17717635782749,2.5323437587719293,4.062366946087904,5.303487504109683,0.0429280377108032,0.0337495491155457,400.1858597446627,3.811462329804505,3.817241054265666,3.7874366191037274,3.832236285486177,3.826001239321681,3.925466822053686,3.989762828324545,3.9283447763475623,3.995103399547576,3.6204913078003433,3.6410097967165393,3.562876692336467,3.591452674298297,0.005778724461160678,-0.024025710700777747,0.02077395568167173,0.014538909517175735,0.11400449224918097,0.17830049852004004,0.11688244654305713,0.18364106974307104,-0.19097102200416183,-0.17045253308796582,-0.2485856374680382,-0.2200096555062081,0.02010948922603606,0.23318300853720694,0.027329355857693857,,,,4.595205646661856,4.6296792338400365,4.58944888001774
6,222,2740.425636006952,10,0,1,275.0,0.0,285.0,68,26.944901400077946,26.944901400077946,1,,,,,1,0,0,1,0,0,0,0.0800180413965128,-2.3133583503757054,0.3121121779157831,0.0903846822752012,0.1392401119679152,-4.158679274481649,-1.684620099987877,0.197436149127431,0.3087012844726667,-7.464710140106578,-5.051983909025385,-3.385502293685404,,,,,,,,,,,,,0.0752875287138965,,0,,0.3619998505759493,0.1112248550004543,63.0,157.5,63.0,157.5,3.336,5.5680000000000005,1.116,3.336,0.04,0.02,0.08,0.06,5.196,5.196,6.24,7.8,24.0,48.0,24.0,48.0,57.0,114.0,57.0,114.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,41.39015444015444,82.78030888030888,2.3336076037480025,5.1821760625230135,9.658244768779062,0.0189251467931155,0.025284283298686,311.31759594053744,3.542987079638404,3.5138867035297463,3.2759639369369973,3.538554130024201,3.348404368128284,3.727193130775423,3.836115905252565,3.754467568912747,3.858749024626116,3.444038670733664,3.439047445229692,3.358769751819245,3.315007623344832,-0.029100376108657677,-0.2670231427014067,-0.004432949614202819,-0.1945827115101202,0.18420605113701916,0.29312882561416087,0.21148048927434315,0.3157619449877118,-0.09894840890473988,-0.10393963440871179,-0.18421732781915878,-0.2279794562935722,0.02010948922603606,0.23318300853720694,0.027329355857693857,,,,4.5926306011335205,4.65368244005716,4.590917382101741
7,272,1278.4983244321725,6,1,1,408.7737381863242,0.0,750.0,65,61.21302243939238,61.21302243939238,1,67.0,37.73405492839256,37.73405492839256,1.0,0,1,1,0,0,0,0,0.0782740354493999,-3.665950497814424,-0.9682528863293848,-1.0637559592738213,0.1071291258062423,-5.257648096951324,-2.640908373830172,-0.7727954947654838,0.2537259574573561,-7.886904043314789,-5.6438931533350685,-4.237591023151817,0.0771519235488062,-4.307992826897506,-1.5249893025342751,-1.6925750145471694,0.0936181487167384,-5.029385894198235,-2.360308149868417,-0.5711669026366446,0.1581836974488578,-6.163473262735447,-4.056816097634649,-2.581277128723108,-1.18658480424203,-1.4147250971181886,0,0.0,0.1431708707147384,1.3173860661475267,105.0,262.5,105.0,262.5,1.116,6.672,2.7840000000000003,3.336,0.04,0.08,0.02,0.06,4.764,19.86,3.18,23.832,24.0,48.0,24.0,48.0,150.0,300.0,150.0,300.0,0.01,0.01,0.01,0.01,0.5,0.25,0.25,0.65,0.01,0.01,0.01,0.01,0.0,24.936924647364517,49.87384929472903,2.536366587941094,5.239878687317201,8.900934583201554,0.026107100346319,0.0254617632609707,506.9088536304884,4.4674965772944,4.466023111622965,4.486293841167923,4.461531447187257,4.496702398282208,4.472236645714699,4.463783044707833,4.467533307276776,4.473034732783803,4.393172660952295,4.367983293708488,4.428130635912102,4.369430651493259,-0.00147346567143547,0.01879726387352232,-0.0059651301071435014,0.029205820987807662,0.0047400684202987264,-0.0037135325865671476,3.672998237558289e-05,0.0055381554894022855,-0.074323916342105,-0.09951328358591205,-0.03936594138229843,-0.0980659258011416,0.02010948922603606,0.23318300853720694,0.027329355857693857,,,,4.595323782923632,0.394931177052659,4.592993154358944
8,346,580.936724934376,8,1,1,180.0,65.0,360.0,62,5.699991854154515,5.699991854154515,1,63.0,0.4999992854521505,0.4999992854521505,1.0,0,0,1,0,0,0,0,0.0782134800034487,-3.974262479751308,-1.3121878878969095,-1.630482051199008,0.1082961585868745,-4.995372479924849,-2.4266215349294384,-1.0147798263758774,0.194677747049731,-6.05764881674246,-4.039220498251627,-2.9056318796011453,0.0808925555547528,-2.3004683734991445,0.3632388940022681,0.3154298629762327,0.1264026814411649,-3.888936305325609,-1.261498267648446,0.6789471854389468,0.2668854793537745,-7.450618980646419,-5.035069301491503,-3.293736639456812,0.490444371617074,-1.0440292430611433,0,0.0,0.5745397373879373,0.5391564617020568,36.0,90.0,36.0,90.0,2.208,3.684,1.104,1.476,0.08,0.04,0.06,0.02,3.276,2.724,1.632,6.816,24.0,48.0,24.0,48.0,44.25,88.5,44.25,88.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,32.09742370955316,64.19484741910632,2.1998430747922435,3.4203056840352795,5.829138756586768,0.0281543378617289,0.0424875023147554,664.7986287229243,2.119308677811832,2.185427680985772,2.116751574710637,2.141620207056365,2.1918850865868964,2.0966638210177084,2.078726778660508,2.1184048628673287,2.134322300252155,1.92959044411253,1.9890079072365237,1.969607267641448,2.032968093356418,0.06611900317393982,-0.0025571031011950573,0.022311529244532835,0.07257640877506422,-0.022644856794123758,-0.04058189915132404,-0.0009038149445035337,0.015013622440323005,-0.18971823369930219,-0.13030077057530853,-0.14970141017038419,-0.08634058445541415,0.02010948922603606,0.23318300853720694,0.027329355857693857,,,,4.595916436462586,4.592256540682177,4.591320652905206
9,351,4230.715283026676,1,1,1,460.0,0.0,1500.0,63,51.04627042361914,10.721994469291593,1,68.0,52.74781277107312,55.396971424673225,1.0,0,0,0,0,0,0,1,0.0833670616131995,-3.446182448144068,-0.7737836694661873,-0.9362624069248908,0.1071080996058179,-4.929286911422589,-2.27215104523427,-0.6516972451415515,0.2639523960851203,-7.955969856859698,-5.575005807228054,-4.375019870276263,0.0933843571471104,-3.897980709886975,-1.2385651630397778,-1.4869307467977475,0.1154396903089579,-4.564513855614632,-1.921638044033992,-0.4041892320327377,0.2017877731901816,-6.574071294389382,-4.264819036523851,-2.952000310593184,-1.0284370296920091,-1.1285180939799184,0,0.0,-0.1915112181381724,1.5,112.0,280.0,112.0,280.0,2.124,1.704,1.272,5.1000000000000005,0.04,0.06,0.02,0.08,3.228,12.096,9.684,20.16,24.0,48.0,24.0,48.0,225.0,450.0,225.0,450.0,0.01,0.5,0.65,0.8,0.5,0.5,0.65,0.01,0.01,0.01,0.01,0.01,0.0,32.1619819391635,64.323963878327,2.235097731158449,3.466004859668949,5.9043272610017095,0.0438750794702872,0.036731444540163,946.2708670639884,4.526792964439836,4.524729381929051,4.534894068320102,4.54521594050368,4.559400102502132,4.539921810254649,4.55473985554322,4.542108261819761,4.546361604413666,4.355581120284004,4.275818147255452,4.415081868040496,4.253830933312359,-0.002063582510785089,0.00810110388026608,0.018422976063844132,0.032607138062296315,0.013128845814812884,0.027946891103383997,0.015315297379925319,0.01956863997382996,-0.1712118441558319,-0.2509748171843835,-0.11171109639933974,-0.2729620311274772,0.02010948922603606,0.23318300853720694,0.04417307208978204,,,,0.6477334704024075,0.9984482867756516,4.586209481229598
