respid,price_ann_fair,price_ltci_fair,price_rmr_fair
87,16.579876496133178,0.08657939633099894,0.0
94,14.110513041814542,0.060935097249128746,9.667850114805885e-05
109,14.010833785450938,0.2518232991037995,0.0
127,16.563668777282764,0.05914893828528458,4.911506517544917e-06
159,16.339731693762417,0.24452740093941294,7.095817024169602e-06
171,9.9546222788353,0.12934271493931013,0.0
222,11.948247402964821,0.20570502854795553,6.659938561811527e-05
272,18.43988168591598,0.061604645880453696,0.005240161669394949
346,18.728086106162348,0.05939009363881144,0.0
351,19.46116847857788,0.07628973067936781,3.502259483180665e-05
366,14.992765415344198,0.06517904119064348,0.0018268777416313674
395,14.650243459376217,0.06782366193985873,0.002327127051723415
406,14.384118700160743,0.05714517730514545,0.0011664227459004973
415,13.85255488291951,0.12570401663818065,0.0036813564805388004
417,16.732457206745,0.25133809232889237,0.0
426,15.287497234167912,0.11055626721604292,0.0
441,18.823549698908327,0.04839533794061049,0.0015618182075872165
442,19.885658749600513,0.062088019561329866,0.0009264098219011433
471,18.188891963379376,0.08011213710694692,0.0
486,15.088846754982239,0.28978827543218316,0.0
496,17.34579424176314,0.16522556193798243,7.79494451618841e-05
504,19.096361635783435,0.07234321066651815,0.00035378387479406616
538,12.550295981932226,0.45046535612383654,0.001382779134204082
549,16.040243489829397,0.07625372301686954,0.0
561,17.62003237248843,0.07408211962508406,0.003259840767673819
577,14.459191310172262,0.07682666115564499,0.015107956107203953
626,10.18584921888422,0.16165533810712368,0.0
634,17.686542004325513,0.06792498134866054,0.0
646,10.401844539373375,0.2909875472988888,0.0
652,12.46509468264118,0.10012135916560144,6.821366040401241e-06
674,14.773532923264764,0.06510097428211482,0.0022746675407914426
687,12.827745111479382,0.08903281353532592,0.0
697,9.999772123931978,0.13047152748257723,0.00034083492802927537
712,17.45048303634601,0.05012073530132964,0.026376797157947943
731,12.91240471959236,0.05684061781735379,8.454570100026033e-06
738,18.40396740885883,0.06250042112763042,0.0
751,13.198421485293263,0.06454855962474096,1.4848545258629174e-05
793,12.107321790804994,0.1037003654430724,0.02444239770034884
795,19.690509968490513,0.04833679318077503,
817,20.86274952863702,0.07637016943704482,0.0
833,12.177836857310364,0.1348956852392541,0.0
864,19.2454467263562,0.06985040854167482,0.0023887198069904134
881,15.225180935685039,0.09761552457686111,0.001141188872385006
897,14.297905209167261,0.10105815160432788,2.7817810929698878e-05
919,15.301125051904044,0.08383523128068215,0.00023298547578902516
940,19.086742187501624,0.060345843855512026,0.000591740606008605
941,15.737460365424022,0.06629492296790358,0.01801223505028908
944,14.804027687751782,0.10296082194891101,2.7080256681052933e-05
950,17.26006772299729,0.05777823311442311,0.0019052807386419166
974,15.277174720183417,0.11549952517296326,2.8988861634899457e-05
983,9.82009632481806,0.2660749701493831,0.0004137447073105176
985,15.058707189755104,0.10956883666977588,0.0014284957768194958
990,10.17909102575739,0.13998150179627586,0.0004773530902803301
999,12.229579943265158,0.06354435436195814,0.004312782298743176
1006,21.359692762756204,0.059947020833828385,0.0001958513514955845
1011,18.594268909665267,0.08833761066143526,0.004049790609459948
1014,16.782937485093782,0.07739536944138295,0.00018305943982774558
1019,12.314540619197471,0.080758590026255,0.0
1031,17.959451730714928,0.10153054013873779,0.00010547399109912998
1033,13.514859082305726,0.07785226081417243,0.037693069149959756
1035,15.77054386291196,0.07136559002372607,0.00507087250097209
1041,15.849743851784957,0.06856022426870353,0.005897911012809906
1047,21.505450071368543,0.06153023202175376,0.0010394527094053938
1048,14.650177367631425,0.0779058572607488,0.0
1066,12.019836393308333,0.15275636395880962,0.0009001084964955391
1068,16.70595728438575,0.16528260114997131,0.0
1078,9.11419286710507,0.5499033937737449,3.1530962466838e-05
1105,18.977196615618297,0.08273250913773751,0.0015353760329347031
1111,20.861601020232115,0.053802233296918044,0.002870884644456893
1112,19.988753395273527,0.04200892087027805,
1114,17.346973026273425,0.07754155656741099,0.0012247372979971177
1119,16.48806506434029,0.05437257778809776,0.0012831143639638104
1145,13.90269153393216,0.08281993985086747,0.0012851949005165885
1149,18.020639953177927,0.08725654431511859,0.0012652024631093204
1169,14.817181214708159,0.0948541137189266,0.002905895487785785
1179,20.506802934126696,0.0516891074666687,0.0017155728265642759
1188,18.711879494505794,0.07265291576434167,0.0014444150180540018
1200,17.07319109192393,0.07067325303615549,0.0006047029557498636
1209,19.46841298306458,0.07990371566312715,0.00010766638791361195
1211,14.845299248219478,0.08814270951076887,4.408849829133823e-05
1212,14.33554063262717,0.08916299378271568,0.001122703847349691
1227,15.066757701029413,0.09220060541556283,1.8372987979391243e-05
1238,19.68812184340114,0.05134896542060602,8.66778889394363e-06
1248,11.293616084596371,0.178003698168262,0.0
1257,15.742541561213473,0.056573484578483685,4.063698158427249e-05
1265,14.547015571891018,0.05907032012565467,4.774985183651807e-06
1268,18.35809760547574,0.06941396759803675,0.0010776632018614735
1281,16.379813968343022,0.05029777465131887,0.0
1290,19.237643892719653,0.05596994620707475,0.0
1303,12.834286341268163,0.07415862276061563,2.8639973896781774e-05
1316,19.76493438991201,0.11036616265841293,7.125096854754046e-06
1320,17.319049599138847,0.053586775010685615,0.0021721270907415235
1323,15.726071044714214,0.06637076424286702,0.00010414089124723608
1324,17.355701662323302,0.070145384621965,
1332,16.892853831294506,0.06805801455508931,0.0
1355,15.744358496408536,0.09685357130782199,7.646719022141044e-06
1364,20.36200778631212,0.044479615307802894,0.0
1370,14.085083669055964,0.07275613576079405,0.00023528217752676774
1374,13.476398140802612,0.0609431341001416,0.007842430601497136
1389,12.784935277318269,0.10671454619875728,0.0
1404,14.041595431147393,0.07385091332290733,0.0006650699769371019
1412,17.27968172536479,0.08587052280844773,6.794246116743838e-05
1421,15.406431862391324,0.09835086638215318,0.0032363824628230003
1423,19.158549596337036,0.0691771871917503,0.00020172198594259802
1439,15.11883599980412,0.09289992710627908,7.69413364507383e-05
1449,15.374034458628516,0.28010062443078415,0.0
1472,17.52903479544074,0.05088565891340374,0.0
1477,16.94433003164901,0.06584443012721185,0.0
1506,21.3793967303245,0.054130656782672315,7.984983251630003e-05
1540,15.779371786120945,0.09649837508743249,4.944457965429119e-06
1591,16.060340567657768,0.07403027777634491,9.592546473663497e-05
1592,21.978667318845158,0.05548722645261487,5.332040765950921e-05
1660,21.39172171330294,0.05693991647481275,0.000133075205055363
1685,16.313902573760522,0.05126748280132041,6.833101445101668e-05
1719,19.881735844123195,0.06514334115195002,0.000425915281844261
1761,16.572203038073575,0.05298665831417077,0.0
1771,17.629222722465954,0.0660853282150803,4.526238410141137e-06
1788,19.771122274972846,0.0800017880037742,1.5214752045613277e-05
1799,16.071356128616703,0.06434143321876726,0.00212139275376537
1805,18.18621509342641,0.063314358091755,0.0009991208715359537
1842,18.72156771167414,0.05889848156202919,0.0003663306400905553
1852,15.48697833746353,0.08375300844136521,8.856239216435116e-06
1869,19.52457235639028,0.08896231719135432,0.003746708987947283
1884,17.15114951827145,0.11962188487063007,0.0
1892,17.423102742032764,0.23755202396233252,0.00016551810676665503
1914,17.04306961528554,0.07297431140348067,0.002979538063129526
1929,16.07472173870685,0.07226655287886075,0.0
1931,15.447077376628913,0.09916716604942685,2.555407029266048e-05
1955,18.405636616838013,0.05374140955425319,6.430407224501039e-05
1967,18.68039690389576,0.08217111673611632,0.0
1978,21.30015661581673,0.05451402604813962,0.00015375081924700798
2039,18.328176860715818,0.06582674183694906,0.0
2048,13.697208827100809,0.06683946720574148,0.0
2049,19.530663541742033,0.08424026862109414,0.00010368503874104423
2061,10.764550182788058,0.10383277744901007,0.00042542660243513044
2086,13.77556293802408,0.06307431195026372,0.0009753850873053662
2089,19.523942215168784,0.061920349630436966,0.0
2136,15.00034975437822,0.0679607089789908,0.0011933876744569388
2137,19.905879203716484,0.07871256680667747,0.009236981871972567
2142,22.441229186250837,0.059900334797009215,0.011296924211134847
2231,15.738004859051916,0.10203513531241191,0.002344193733903042
2306,13.024149759036634,0.10696698721015704,0.00020944055353317915
2334,19.935431236881044,0.08734722791267194,0.0016510069439338911
2362,22.186900429201913,0.06515039499586833,0.0007603579909233609
2365,14.801540450146744,0.13162745695279124,0.0002730981319461978
2367,19.766651218301902,0.08847712579246873,0.0028327085174725806
2371,15.4203944396418,0.07396286303062644,0.0006021373256013426
2392,16.068700771693248,0.08918141583082886,0.000417331019551384
2398,16.65518847287027,0.06508934486123205,0.00039248844118335756
2436,12.90100037778565,0.10656655367448965,3.4320028624395135e-06
2442,13.82803663739174,0.0888971432348766,0.0
2447,11.66032807938171,0.174165221708325,8.031067976372927e-05
2454,15.501840777467812,0.15373981908992362,0.0
2457,13.806045346932414,0.0839338861183527,0.0010901959494012245
2465,10.536395537819635,0.20933284596877,0.0
2479,13.739420563960222,0.04815560941600009,
2487,19.7831342563065,0.060120141733674304,0.0005529100073040261
2500,17.455204006934434,0.04955272561639662,5.338972941757262e-05
2502,18.930169243429106,0.04810518622588947,3.7063624446624015e-05
2528,15.907351781211391,0.08864293399576209,1.8587876077952574e-05
2549,16.886215039865295,0.09784050153292576,0.0022845093942776033
2596,9.30777008692791,0.0937081467371516,0.0017114394901786064
2598,13.778856914910563,0.11034233523838967,0.0032218702561117637
2611,12.367392631253574,0.3075414246514492,0.0
2623,11.908111660678768,0.06381746071006895,1.1922932712206993e-07
2636,17.128339203858737,0.0704202395616176,0.00018687588724083376
2659,12.729461538725266,0.12811803119532827,0.0
2676,17.47943009823643,0.07948467915755283,0.0
2685,13.715208169689213,0.10835563431668535,0.0013972101912584512
2686,18.421947925175576,0.07642172247918538,0.025649484059367744
2709,11.314265708622939,0.07610041628610621,0.0
2726,13.501972307686788,0.3529798118437208,0.0
2728,13.655511477062285,0.13184922974132202,0.0
2745,15.76651744343115,0.07346728134332318,0.0
2758,18.856202090750006,0.10489885004801677,5.96110849527096e-05
2768,12.939929450359783,0.14550039847321425,2.4246682414884517e-05
2783,13.847867273333376,0.29435083453146554,0.00018960756081262735
2804,12.29357951557446,0.10053378448803375,1.410119009288142e-07
2829,13.372912784860116,0.10195795035869301,0.0
2866,16.66868150066347,0.2274780800476503,0.00010279829554516127
2868,11.733548908991692,0.1011540819959138,7.4725478817588e-05
2869,13.936652621363612,0.11790952205760251,0.0016217083271222405
2870,16.88539214146815,0.07942558433982862,0.0
2874,10.58743780486051,0.12676864005849847,5.259596114462418e-06
